"m=2" "m=3" "m=4" "m=5" "m=6" "m=7" "m=8" "m=9" "m=10"
"trial1" 0.901836113461509 0.892177999626224 0.906662604440242 0.908308242218015 0.907124622640129 0.904398685289013 0.908857586979084 0.90769763854249 0.90188136139209
"trial2" 0.904149405350757 0.897106792858351 0.901408039876526 0.906224322505889 0.903017270382946 0.896914432522926 0.90426388627925 0.907797530083777 0.904177185384299
"trial3" 0.897652102840886 0.890669000118177 0.89826850946405 0.897572619913198 0.901735939458983 0.905760429201302 0.905329548240773 0.8968932129113 0.902065133950258
"trial4" 0.89475001228702 0.902256365506523 0.901816046660454 0.905775280811014 0.908476789936409 0.909639380299448 0.903628354047739 0.911412292035737 0.908426469388789
"trial5" 0.891935150702872 0.898022125925258 0.895880944652364 0.904822477616008 0.900787586825564 0.896942932187546 0.906622584533961 0.905462619728486 0.898104051229233
"trial6" 0.902810876666808 0.902421433057588 0.895853861192126 0.895460659354588 0.902673432010507 0.901052253582227 0.909341382148304 0.907971508834404 0.897332432723111
"trial7" 0.895809233759271 0.911648238032511 0.901152163553674 0.900330451490958 0.906609826430681 0.899246125030712 0.91035079732366 0.902815398278449 0.903905959116416
"trial8" 0.884014442884502 0.897290887234347 0.910524519352457 0.900218886653332 0.903326409934444 0.90069439905595 0.904319570743954 0.899908672583739 0.89768131776301
"trial9" 0.895126866324398 0.900823755995918 0.895427878701624 0.897902378391324 0.89622724646277 0.890763807128161 0.908265017420702 0.904500864540824 0.897750011559217
"trial10" 0.908462590047431 0.909562550250481 0.90298373189047 0.906947970945386 0.896256806147538 0.903936397496305 0.899582557071398 0.905543772233321 0.902548482620993
"trial11" 0.903394843909743 0.899153549693219 0.902293590329962 0.908430146453881 0.904444568255286 0.904979494943523 0.898618468105643 0.907133667776275 0.904277585567475
"trial12" 0.904778456662381 0.891546917374122 0.909067268903483 0.896486595226526 0.901899918610682 0.907607551112262 0.90516901382535 0.903597142814454 0.904882841004987
"trial13" 0.897589361937453 0.902198061692347 0.902443614321809 0.905179080540549 0.897492245933427 0.901726662329235 0.902726417709074 0.910117647311672 0.90656874213249
"trial14" 0.904202166215134 0.899871532843128 0.890750065709032 0.90960303524851 0.905946634119078 0.900633906893622 0.906946396167612 0.89843810178389 0.904813286436515
"trial15" 0.906884527620546 0.89887299483242 0.892030277279781 0.908391274786582 0.901962142313323 0.904408223563441 0.898145785550422 0.897587956309065 0.903033949945762
"trial16" 0.890925185350664 0.898575179412771 0.904005804781709 0.90671935346542 0.904859092140005 0.903995968727601 0.903949312699847 0.899074424072917 0.911438120608527
"trial17" 0.897056210371257 0.903095626830924 0.909283231278912 0.898594267026269 0.906238529957443 0.909287689436134 0.901148993055272 0.906641765911038 0.904637868065232
"trial18" 0.883679937661344 0.900885700103689 0.895198609172756 0.901482836740808 0.901301958175148 0.898180620015874 0.903832093310532 0.910639303403776 0.905088123775066
"trial19" 0.897065939202176 0.900629382840884 0.909350930715068 0.911091537490153 0.906850187078878 0.897289919732965 0.906083808167365 0.90621062103489 0.907404065376867
