"m=2" "m=3" "m=4" "m=5" "m=6" "m=7" "m=8" "m=9" "m=10"
"trial1" 0.905362349731743 0.902978880881538 0.907954451625915 0.910466772702684 0.90713874223299 0.904119629618939 0.906976262756641 0.907027583857248 0.905167442761462
"trial2" 0.904904793365288 0.909049196721907 0.902345446676485 0.904366556646707 0.905844740365144 0.90711328699294 0.906375191567535 0.905231659119387 0.905110053826589
"trial3" 0.89717725018456 0.898755221942708 0.900378308386263 0.905174797130086 0.906264933884123 0.905260379835923 0.904844495334733 0.906697876008615 0.902822059455189
"trial4" 0.898927219877566 0.898992320121181 0.904322763929884 0.905581135706773 0.907149669776999 0.905817115179512 0.908759564710391 0.907544680579981 0.902746785403204
"trial5" 0.905490353650733 0.904312138151373 0.906001169934397 0.904874723610552 0.907506241842037 0.905802590852441 0.908052384557733 0.905685723905936 0.905579203193568
"trial6" 0.903038445813068 0.899118208254805 0.907423267881371 0.906921770526881 0.904396968826298 0.904324665332049 0.904821241699996 0.905244967176504 0.905117048123793
"trial7" 0.906104534994254 0.899337077997209 0.902648913568746 0.904086370980682 0.904524150990267 0.905509525918353 0.908050561277473 0.90625742676546 0.905849903349488
"trial8" 0.902874065549453 0.902043904519844 0.902389262622215 0.905315241053727 0.90633784128638 0.905198276668138 0.905653389869864 0.907062446914121 0.90634062081328
"trial9" 0.899614236806746 0.901533635932437 0.904728874932449 0.910659857954039 0.907976291538777 0.907619141927802 0.904958104032739 0.90370948660265 0.904915209086638
"trial10" 0.905052798134158 0.900296562174217 0.901390827875492 0.906900003830607 0.904361520299687 0.904861047068573 0.905467443014452 0.904405477962616 0.905799202037246
"trial11" 0.899215768106902 0.900826541982542 0.905846985754109 0.904520789649544 0.907188309105368 0.908803364697014 0.909623936766079 0.904999994897827 0.907670973540387
"trial12" 0.904740733954825 0.901379896351635 0.905616674256312 0.907525323810052 0.904575914886329 0.907791187421726 0.90672669439254 0.909453129846918 0.906760857243684
"trial13" 0.900457523549547 0.901737666940021 0.903603064502317 0.907639497641207 0.90529984239536 0.907247672304961 0.908380989689857 0.905641130856243 0.903532455382388
"trial14" 0.897585964255434 0.901899466213862 0.905551916484267 0.907182576202543 0.907777151708385 0.905301379900661 0.904011251241662 0.908299994465543 0.904820353647459
"trial15" 0.900812028633513 0.901595991660883 0.904958822146868 0.906598691425593 0.907011824203315 0.905002911522136 0.906636366065117 0.907313657759549 0.906342166694476
"trial16" 0.901741962783599 0.90202694846017 0.90595476778502 0.905788274765284 0.907970422715592 0.90848968260012 0.906802322658446 0.905761714559577 0.904503917341199
"trial17" 0.902536812080964 0.899975514575719 0.903929926475815 0.904613903905862 0.90846767770256 0.904333315096727 0.906225620606652 0.910212218054339 0.907126893685891
"trial18" 0.903003887268123 0.90794614780653 0.906807434662213 0.904259078953202 0.903657213251492 0.906729675496121 0.905863485739483 0.906737958363252 0.906672420494422
"trial19" 0.902270222101046 0.903038003748969 0.903721360871525 0.902981538232162 0.909035436929324 0.905620551932411 0.905788872817853 0.904702998406139 0.907401917474066
