"m=2" "m=3" "m=4" "m=5" "m=6" "m=7" "m=8" "m=9" "m=10"
"trial1" 102.71928138888 106.359133225146 96.6167035144994 96.1988300716812 92.8411973505174 96.4973370681116 91.9212360224873 95.4447131582449 95.1764507496577
"trial2" 95.0715414132852 102.78851744856 94.7716174879352 94.5694719988518 99.4163664548404 104.627494310937 99.1302700406154 86.9979376519047 95.8789386497604
"trial3" 100.006521763305 103.489406882348 101.293069716114 102.041659891987 98.4418925362264 94.9471158782359 93.4591536218476 102.23605795279 97.9982875471607
"trial4" 102.55443189941 101.362049933699 94.3842934433779 92.7255473347735 91.6852397310579 87.1261063088316 97.0372682619526 88.8333637519597 90.8316548100942
"trial5" 102.709169310409 104.993273376881 100.464258521724 94.7568223294133 97.8836625526973 100.002838308815 90.5679610569077 96.9798642900372 101.797141786709
"trial6" 102.16668034886 99.8104509151168 104.321742570403 104.156007901171 96.0127040215817 99.3969288552773 92.4797845686917 89.6575102416934 98.938728601313
"trial7" 101.877074393269 90.8238149973689 97.3881201742833 96.9584751216898 91.9881252086415 95.7609706939077 88.5210064683654 93.4025739884937 94.7285141409071
"trial8" 103.175927794634 93.2665928872665 87.9457563885962 95.3636472014312 95.053970445355 95.6613316652043 94.4265792564277 96.478491162983 101.710363610651
"trial9" 104.851417198512 99.3776222745945 100.653265984858 101.360100461781 101.965404945641 105.940778929571 94.6087378938766 94.8493589376367 101.46886610155
"trial10" 99.0885748869381 94.7819738721073 97.9571470114387 91.8547953268523 100.399697147562 98.3743417948078 101.438063913752 94.909895286599 101.263693699065
"trial11" 97.0993479280618 96.1073517798939 95.9983462621048 89.3729549409318 94.1839084764419 98.4259058625652 98.7540715898055 94.9265531272498 93.3159247042682
"trial12" 96.7363930139376 100.631439126387 91.2370070295538 103.45485798886 96.6608393126607 95.8857902404572 97.4365444032762 97.9477900848259 98.4437679222203
"trial13" 102.230814302339 102.885519447879 96.2913083254751 97.7634432511889 98.8015929495366 97.0264472411531 98.2960098454826 89.8669216558444 97.3606505645147
"trial14" 103.355735058759 98.65761762673 104.537387984591 90.3444650914519 92.6766183677517 98.7647891289988 94.0267517186146 105.723307700721 95.3794161937241
"trial15" 98.4117577203655 100.994779068107 104.959663791152 94.0057689610375 98.5848577652328 93.6654488105147 98.9657636068216 100.149941647226 95.8407983934989
"trial16" 106.059434163792 102.202068183598 94.5492864573723 96.7046731666505 90.3432135035065 92.3656774501322 98.5497054352036 97.2679372289305 91.22572169832
"trial17" 104.743636722102 98.1357659916547 90.4037239722997 100.76382827074 93.235169658591 90.2471860064114 96.1677788512652 94.1192375904396 93.2667625931512
"trial18" 106.607661162687 103.039650024778 95.8054266494477 93.0390973202031 92.9936359357649 98.9558596835564 96.0374067989338 87.3358166180154 92.252008498349
"trial19" 102.068268386789 96.5227875223509 90.8098510051376 93.1338911214107 94.2945852975218 103.657096708882 94.2682702615493 94.7431092507622 96.1015172649726
"trial20" 109.614724688307 98.692368405083 91.927654956927 99.0402452349538 90.0127273023193 92.7240589193433 94.8107342226836 94.9481975376533 94.1672675684178
"trial21" 102.34202946885 97.8082244095246 96.0471936860629 93.5800236353776 97.6930372015422 93.523889361873 96.0539018645365 100.459151948696 95.2212060938275
