"m=2" "m=3" "m=4" "m=5" "m=6" "m=7" "m=8" "m=9" "m=10"
"trial1" 0.899402921078472 0.901909788091717 0.900465701268496 0.900084877994614 0.900318237849574 0.898252531198916 0.899927745550899 0.899601016038061 0.898988563113532
"trial2" 0.900531073872704 0.899151603972331 0.900915498178026 0.899912341559496 0.90017810352902 0.899272676729058 0.900799095158818 0.901558264968975 0.900780445016679
"trial3" 0.900079112418882 0.90169440020097 0.899787571768818 0.898529805269108 0.900074616988173 0.900897973387292 0.89974935639314 0.899503760176782 0.900505789484289
"trial4" 0.900197449421348 0.901205401902511 0.900363884991822 0.899709899905921 0.902618729262255 0.9004606565431 0.900434454727502 0.899539815194601 0.899935258632912
"trial5" 0.89947478618434 0.900435414460373 0.900284881317648 0.899359049936862 0.900195277984673 0.900971483615627 0.90197136644282 0.900806560012474 0.900641004696875
"trial6" 0.904805882227664 0.901724621960247 0.901177076570624 0.90009177275187 0.900068499908426 0.901856394407247 0.901063936185888 0.902444241107365 0.900747921979307
"trial7" 0.900468820055308 0.900707853854879 0.900075591246209 0.900098355334262 0.899366669156552 0.89944786597123 0.899010797117207 0.900858875722585 0.901963153972308
"trial8" 0.902745515154729 0.899599579849528 0.899108629493628 0.898859109408666 0.900345415437943 0.900070558218285 0.900737015370865 0.901798420294415 0.902319804430065
"trial9" 0.901840376185661 0.899784243635876 0.899594655062718 0.90045450038613 0.901110085566461 0.901278629875976 0.902360998951046 0.901469354494297 0.902050736870309
"trial10" 0.901521701643998 0.901217082405991 0.900780387741137 0.90140713250146 0.900359097450851 0.901322143838593 0.900297356266862 0.901546983433755 0.901640688866174
"trial11" 0.900300800549508 0.899352631390016 0.898653352802428 0.900240878207032 0.899160216041446 0.901156511749598 0.900780870843505 0.899999426116826 0.902549795083028
"trial12" 0.900130058388712 0.899954750770373 0.900567914605997 0.898587685964234 0.900609671753086 0.900042595304631 0.90066347515544 0.900374084702971 0.902211681536246
"trial13" 0.901743004264691 0.900834202095887 0.899824071949451 0.900071952049004 0.899234992771296 0.898356426366002 0.899190875946152 0.89998820198244 0.901110229693628
"trial14" 0.901172800474806 0.900111685301601 0.89999295882731 0.899979275545619 0.899040090788221 0.899183973872032 0.900835806842445 0.901252242454907 0.901031277380538
"trial15" 0.902138079619542 0.900681749365866 0.900631496920963 0.901819388087484 0.901426912923689 0.899593105234265 0.900219494770562 0.900323813331279 0.901432279830713
"trial16" 0.897635113647711 0.898521964936269 0.900414608484274 0.900087646969041 0.900304495623749 0.900578386347091 0.899975186764972 0.901313873246658 0.900415557415144
"trial17" 0.901254883581878 0.901385494318137 0.899449507230951 0.900527322319612 0.899679771393893 0.901582863875255 0.899606103983975 0.902239733978247 0.901837356084849
"trial18" 0.89994475621207 0.900255788267564 0.899668435664856 0.900238495198681 0.901131535485831 0.900286542200327 0.901662352591814 0.901005511155368 0.901142947561133
"trial19" 0.901299993736522 0.899592742234186 0.899078958989286 0.899697443417579 0.900946449511016 0.901338482861062 0.900436082524482 0.899639102907367 0.900061793479513
"trial20" 0.900535238369909 0.899262761048043 0.901920148108531 0.899640869752885 0.901445834535715 0.900325092543067 0.899945960209442 0.900361975697556 0.901337070804042
"trial21" 0.900276134653954 0.900862226176423 0.899684307946035 0.89918873742744 0.901003733944423 0.900275418675873 0.900158950017858 0.900639282858579 0.902174782468609
"trial22" 0.901431910494368 0.899526382796457 0.899703978013636 0.900841057493748 0.899579432866783 0.899973880738069 0.901296701655525 0.900825417633522 0.901428943077068
"trial23" 0.900555879697105 0.900706610586408 0.90012764687765 0.900165851733309 0.899722267180027 0.900392112058634 0.900046146451461 0.901431233390308 0.902898934947813
"trial24" 0.900316176738789 0.901611542961776 0.900278306381935 0.899493086922124 0.899226214163873 0.900437043770222 0.901068475658887 0.902168233090843 0.900466912697516
"trial25" 0.901978423903366 0.901871986207623 0.900723084292175 0.900221670991728 0.899083081064735 0.899583697911374 0.901362842816827 0.900541445165516 0.900332838543382
"trial26" 0.900586174400044 0.899124172508135 0.899778905597339 0.898997771847942 0.900234132748809 0.9008674825249 0.900862456714921 0.900540810212515 0.899144886772498
"trial27" 0.90127669795671 0.900168649171787 0.898327930052421 0.900524203792211 0.899906759226598 0.899857107327168 0.899732363621096 0.900277560918419 0.902080191159608
"trial28" 0.902419126567581 0.900472834861011 0.899901759640761 0.900013961911611 0.901108225062676 0.900568964159314 0.899165263897533 0.899368186356566 0.902371712052204
"trial29" 0.900701910904234 0.899558991003148 0.900479853404081 0.900878979976264 0.901850568787203 0.901312865591699 0.899574120903365 0.899847693404017 0.899929290850569
"trial30" 0.899856096432419 0.902294050950027 0.901649460796795 0.901538947078154 0.899381699587367 0.901015071568845 0.90167346526465 0.902110380722854 0.90057027819796
"trial31" 0.90049156998853 0.901587857462849 0.901026056409543 0.899938886895311 0.899631613622372 0.90045431841799 0.90271860098492 0.900001929248885 0.901898837956724
"trial32" 0.901484961728742 0.900642180787415 0.900737556576465 0.899585505866876 0.900060330818181 0.901006225767795 0.899877452748126 0.899341300691891 0.899982405689467
"trial33" 0.902037174511334 0.901031930790218 0.902568197190322 0.90069265128657 0.899606999126458 0.898302041905185 0.901326188515583 0.899883062858447 0.89941706518305
"trial34" 0.901115900962224 0.901052442800153 0.901716608171693 0.901382829147127 0.900942927905125 0.901377355880634 0.901960418079391 0.90156939476424 0.901516623233887
"trial35" 0.901990727784987 0.899930783062616 0.899810215602121 0.900585662696396 0.899573466483904 0.900416018045025 0.900924276010264 0.901134190670153 0.900729668197633
"trial36" 0.898857417125303 0.900550518962272 0.899047249380116 0.900396672533311 0.899983874845239 0.901000566898368 0.90190698040498 0.900458313972101 0.900296363840905
"trial37" 0.90101990631069 0.898579300377127 0.900688871122885 0.899020413343906 0.901942278827205 0.899132383640218 0.900598735745396 0.899391756108083 0.90152246387878
"trial38" 0.902760625309342 0.902369983088209 0.900837469146982 0.900259118563717 0.900068398993643 0.900502614781445 0.90172772672747 0.900514418672877 0.90094734860451
"trial39" 0.901089142394779 0.899680911701948 0.898438107846216 0.900947616097988 0.90000144354929 0.90144744166728 0.901336754158136 0.902251015672483 0.901309778167627
"trial40" 0.900815920713856 0.900474365750356 0.90098833597657 0.900648996664337 0.900621568761076 0.899763759970764 0.898725461792925 0.899605665471974 0.900168013634936
"trial41" 0.900533230173138 0.900253120360186 0.899042263652955 0.900826624447596 0.899696391933287 0.901128609332621 0.900322753274626 0.90168225935562 0.901950835122811
"trial42" 0.898948736525114 0.898577543638078 0.901122101273415 0.901697996099575 0.899131375704261 0.900794153522161 0.901555270552152 0.89957559590885 0.90131118089006
"trial43" 0.901908860078025 0.899550639546961 0.9011260312232 0.901347650294062 0.900526752630867 0.899387148397016 0.900438662137865 0.902374799600396 0.901363816364942
"trial44" 0.899992877666496 0.900810599867307 0.901475353656045 0.898690241026578 0.898721929929153 0.900277200228598 0.900181139476674 0.900110713410361 0.901628736204012
"trial45" 0.900687778443429 0.900082630144494 0.900114177697925 0.899678083451127 0.899852565812047 0.899813991203239 0.900781168473438 0.900482579671506 0.9005847112922
"trial46" 0.902567565642675 0.9015657536509 0.900206333720305 0.901355071268777 0.900851130218417 0.900219246882484 0.90225584708765 0.901784439139807 0.901978808562168
"trial47" 0.902189759245982 0.899956554512433 0.898985937979798 0.900907277047379 0.900771884527069 0.900403993288319 0.901378085343051 0.899491346558481 0.900919623302663
"trial48" 0.901438104118864 0.900501427446596 0.898624802973142 0.90135020531934 0.901725424535621 0.901287153626148 0.90115334744651 0.901127790834833 0.901627479144109
"trial49" 0.902632814655957 0.900269368108488 0.901346884527048 0.901065362362882 0.900863231282904 0.900893500491203 0.900258999927009 0.900691365358935 0.902958721250467
"trial50" 0.901379689460234 0.90083819956056 0.900960608975456 0.900692694399841 0.900083130330645 0.900522023149333 0.902282283182262 0.900856697919557 0.902965544041648
