"Inaccuracy" "Seconds"
"seed=1" 0.00437716572703004 7.208
"seed=2" 0.0217717531771152 3.908
"seed=3" 0.127462745936886 6.824
"seed=4" 0.0836699978055271 4.387
"seed=5" 0.027054928192947 4.13
"seed=6" 0.0035911164219788 3.755
"seed=7" 0.13373512053951 10.34
"seed=8" 0.00764551180446531 6.789
"seed=9" 0.0795772286474799 4.502
"seed=10" 0.0564710093164582 4.252
"seed=11" 0.0344234665413771 7.026
"seed=12" 0.0442680685019969 5.097
"seed=13" 0.449122841144926 3.513
"seed=14" 0.00490812211671137 7.031
"seed=15" 0.00147577654084551 3.537
"seed=16" 0.146083189499596 20.596
"seed=17" 0.000367281883604496 4.133
"seed=18" 0.287512475873268 7.231
"seed=19" 0.0813042267558333 5.345
"seed=20" 0.307866333774442 2.672
"seed=21" 0.0443528220714353 3.532
"seed=22" 0.0454921067249753 3.662
"seed=23" 0.0599531846299807 4.018
"seed=24" 0.111514268818948 3.518
"seed=25" 0.149063706751849 5.019
"seed=26" 0.00179456267563556 6.423
"seed=27" 0.0218623720588845 7.199
"seed=28" 0.0170818772027548 7.086
"seed=29" 0.0705084870331766 4.249
"seed=30" 0.00875773540948042 5.055
"seed=31" 0.0716119759431592 3.942
"seed=32" 0.0471185598892972 4.199
"seed=33" 0.00503678540051476 3.585
"seed=34" 0.371643492269971 7.029
"seed=35" 0.0735991278746031 3.816
"seed=36" 0.0495113243041997 6.296
"seed=37" 0.0231902886753874 6.73
"seed=38" 0.166243721444966 3.099
"seed=39" 0.0259792853051324 7.013
"seed=40" 0.0513286435934569 7.487
"seed=41" 0.00551811814917435 4.666
"seed=42" 0.0944329077273373 8.66
"seed=43" 0.0343603051732708 4.105
"seed=44" 0.115046728003891 6.436
"seed=45" 0.1403007170768 6.425
"seed=46" 0.00085391203795566 3.796
"seed=47" 0.0435051900708995 3.208
"seed=48" 0.00298614173951845 7.004
"seed=49" 0.00135117633762402 3.838
"seed=50" 0.0168380968598448 3.917
"seed=51" 0.102162546793888 9.785
"seed=52" 0.00593363441202622 4.545
"seed=53" 0.160220221312908 4.538
"seed=54" 0.155940954254813 7.491
"seed=55" 0.0162270575135601 7.048
"seed=56" 0.0302852548192921 4.298
"seed=57" 0.177156518394387 4.182
"seed=58" 0.0113490419940407 3.693
"seed=59" 0.00404806526674585 2.859
"seed=60" 0.0266552702705818 4.866
"seed=61" 0.00965518849720311 7.09
"seed=62" 0.00235038055137992 4.165
"seed=63" 0.119254653254353 9.586
"seed=64" 0.00496862792278734 4.995
"seed=65" 0.0163583126012598 4.048
"seed=66" 0.0184545441368447 7.108
"seed=67" 0.0109853355857602 7.089
"seed=68" 0.147157574062775 2.616
"seed=69" 0.00807105903042754 3.574
"seed=70" 0.0350862532762883 3.316
"seed=71" 0.0112154553097036 3.435
"seed=72" 0.0492788561468798 7.466
"seed=73" 0.100629915440032 4.046
"seed=74" 0.185994486398803 3.083
"seed=75" 0.000520002432161456 4.39
"seed=76" 0.128193253532986 2.966
"seed=77" 0.0247872813419381 7.01
"seed=78" 0.0115129790593284 4.382
"seed=79" 0.0408698128766345 3.935
"seed=80" 0.0451206967202979 3.226
"seed=81" 0.0343493684462941 6.663
"seed=82" 0.0114900450537961 4.258
"seed=83" 0.00582998538061693 4.178
"seed=84" 0.00799134042341615 7.009
"seed=85" 0.00243770758913712 3.937
"seed=86" 0.1032229791455 4.291
"seed=87" 0.00952219770327403 4.285
"seed=88" 0.0188881702460286 2.984
"seed=89" 0.0180055156763167 3.93
"seed=90" 0.412978848172341 8.659
"seed=91" 0.0256787820424767 4.277
"seed=92" 0.164628147557567 6.393
"seed=93" 0.0453492881483224 3.805
"seed=94" 0.118667180554564 3.551
"seed=95" 0.0711567148229368 6.984
"seed=96" 0.0213733012413565 3.922
"seed=97" 0.00347210370142354 6.864
"seed=98" 0.103431210423993 4.272
"seed=99" 0.00813747102591261 4.638
"seed=100" 0.00322989790251551 4.294
