"m=2" "m=3" "m=4" "m=5" "m=6" "m=7" "m=8" "m=9" "m=10"
"trial1" 0.0438895665848534 0.00598849787956786 0.0499605718904794 0.0706110160478236 0.0182168009617995 0.0179389046459184 0.0336982132651582 0.0576132640158671 0.000116159958501099
"trial2" 0.00738492152222244 0.00316997135884289 0.000891513061735329 0.0221447089202357 0.027591738471635 0.00867708599660313 0.0447655280490532 0.00648139383868181 0.0123269298611961
"trial3" 0.000779474796004713 0.023000302513949 0.00247110338527423 0.00251488133995308 0.00803002544700697 0.0203814814187392 0.00801973430431217 0.00210692544321637 0.00810237835215654
"trial4" 0.00452253076487961 0.0354158394145208 0.00086311909495571 0.00785754144497922 0.0270615764883719 0.00803474643405745 0.0145746433398287 0.0409444898283469 0.0220936889987617
"trial5" 0.0208080270666671 0.019377497102993 0.00605178023618085 0.00994790898967666 0.00132720695586758 0.00322036408259108 0.00487776134615983 0.0389158769007389 0.0033249370036008
"trial6" 0.0503143050479331 0.0219331241618301 0.0040766806149559 0.00323331192302673 0.00272992696801119 0.00800551867656182 0.0470397990780702 0.00782308343768017 0.00480120605799971
"trial7" 0.00227516702973357 0.0526146291249142 0.00122545314419252 5.16226459234828e-05 0.010093909640136 0.00614110084136788 0.0238300917418701 0.000699047039046572 0.00474240616783441
"trial8" 0.137230033919285 0.0430064964116924 0.017716734665759 0.0029407509417573 0.00287022491459533 0.000833443527093049 0.007136770669946 0.00108412689698008 0.00206464652056138
"trial9" 0.00401591003788605 0.00621467479094443 0.00793614088694454 0.00189641173532552 0.00213262188832739 0.0192434473207289 0.0544990772047757 0.0086283058097063 0.00193762736814528
"trial10" 0.129822020828481 0.0738784717056709 0.0143929003616087 0.0101155828010864 0.00471904249268316 0.028847260541024 0.00953080806319992 0.0183654477082012 0.0402573310102785
"trial11" 0.0119006117505686 0.00491224689002528 0.00167749656328117 0.00962222235359259 0.00508315823551187 0.0450974594126072 0.000849475987296726 0.0420442821812132 0.00242916145443162
"trial12" 0.0215274871662391 0.0500005585427136 0.0248363275774255 0.00336404094674401 0.00179242467383977 0.0591312449237133 0.0394616823350622 0.021267081255351 0.0444753370012013
"trial13" 0.00345340405402042 0.0531847902759963 0.00290243685918648 0.0396072519964754 0.00393456156206618 0.00223810882197294 0.0153064983496012 0.0305858444720448 0.0639565653383425
"trial14" 0.10185125460153 0.000776271184329981 0.0233174304281933 0.0224452479414443 0.00778500702087085 0.00319101696078736 0.0280064788743589 0.0292017213591642 0.0143682694097031
"trial15" 0.0738760901938785 0.00361636387924334 0.0125645331407821 0.047642527091517 0.00997651092420854 0.00360246185351253 0.0011630287032807 0.00125908611215699 0.00410073299844161
"trial16" 0.010857353907888 0.00683172359311843 0.00427069462326307 0.050548690469924 0.00296662983772458 0.00101364858219751 0.0329429388406587 0.00205064796760483 0.0741252183837194
"trial17" 0.010889276768484 0.0152826805057362 0.0218198872913868 0.00207598923595647 0.0120411553076135 0.0234404106354076 4.51283790351664e-06 0.0238992428218873 0.00334052748185173
"trial18" 0.0745784599153565 0.0339328616711442 0.0460933101548926 0.00593131621345899 0.00712628208284805 0.00146978930180803 0.011000296601238 0.0178603746635046 0.00292362718990409
"trial19" 0.00192353065497141 6.63585592602031e-05 0.0275841899197292 0.0893186718072456 0.0275011461194208 0.00642766258469705 0.0204826707156904 0.0252907519153035 0.0613067522786482
