"m=2" "m=3" "m=4" "m=5" "m=6" "m=7" "m=8" "m=9" "m=10"
"trial1" 99.9671615861077 99.9207486010718 99.9437784781289 100.163990425367 100.333854049094 100.593291268517 100.69157631037 100.560125627681 100.953600920639
"trial2" 99.9752464997272 100.092676003779 100.169472896213 100.555103893626 100.411848966295 100.473079312093 100.720475653018 100.738898053684 100.402233569695
"trial3" 100.370816982262 100.082938102782 99.8902925548758 99.9113739799076 100.177740650711 100.597166589681 100.463681181462 100.422267371596 100.802966144514
"trial4" 100.120119408342 100.235742109862 100.214361337224 100.143561872048 100.335753579269 100.180548319469 100.614641275291 100.583163456597 100.668448842508
"trial5" 99.617738549433 99.9206337560085 99.9514214038906 100.250983476866 100.155537379125 100.397409225718 100.443089318625 100.341618713048 100.239931287682
"trial6" 100.074972626734 99.9311196400338 99.7193210907799 99.7909068165265 100.203695732443 100.170206838574 100.093987962735 100.441726390837 100.574930091739
"trial7" 99.7537425710746 99.9185326439828 100.059217160388 100.073256779173 100.282268643803 100.323250812873 100.360392573862 100.437298650472 100.444264466582
"trial8" 99.8220836014583 99.9335371002418 100.063235228122 100.440341423356 100.112751279581 100.344442912042 99.9531821901246 100.390366301507 100.283145026795
"trial9" 99.9636128815709 99.7976748589578 100.018374492554 100.14005436666 100.268363669903 100.452707955556 100.511443489667 100.786545024604 100.658588309387
"trial10" 100.04281807669 100.239545810856 99.9082711274854 100.252585769641 100.250785527925 100.411150635567 100.457654793325 100.477507630089 100.737388468134
"trial11" 100.101333082132 100.161131746568 100.034080927165 100.291747062317 100.258914064654 100.287410599495 100.112135757039 100.625835594276 100.505805770865
"trial12" 100.085731162302 100.184974074069 99.8401719440411 99.9842155320038 100.225326487267 100.215393509125 100.175888234219 100.422488174438 100.202128042922
"trial13" 100.225527839611 99.9048109807673 100.1097638114 99.9368412317216 100.539034413463 100.185315763736 100.260089899604 100.456332969583 100.434452424502
"trial14" 100.184743638786 100.324499496873 99.5579899329011 100.331780920788 100.345437070052 100.471478779907 100.457114572738 100.542069252671 100.493087866259
"trial15" 99.9696910714683 99.7819108477454 99.8900496448986 100.235224834855 100.34207520397 100.225260305554 100.504823093523 100.392485073848 100.688446101142
"trial16" 99.8700187848883 100.030725643115 100.121799517618 100.151841144684 100.514082299808 100.441831754835 100.704290111837 100.634412120496 100.693215022596
"trial17" 99.7925806091735 99.6350424847838 99.9260864105709 100.051830676939 100.296888586667 100.422605493272 100.61812395996 100.54211173825 100.395329689778
"trial18" 99.947221783157 99.7488330352374 99.9662901523636 99.9855643804148 100.183363879281 100.334650534301 100.779598817222 100.573509177732 100.322826441388
"trial19" 100.177327464574 100.148007508448 100.139662267497 100.19756227428 100.3355814832 100.673757548134 100.724338199515 100.481950215758 100.328251009671
"trial20" 100.387198089416 99.8468521938583 100.050864806101 100.066441155079 100.337877043927 100.590925620347 100.501351335418 100.675966511205 100.385121769102
"trial21" 99.6936365674747 100.233430963781 99.8272938272942 100.080801535013 100.325157528717 100.602284541738 100.522081492328 100.710562482795 100.512479245387
"trial22" 100.251441762191 99.9930076617542 99.7733335449107 100.251130741314 100.263997869386 100.629014542893 100.274601214458 100.4574040372 100.65685062985
"trial23" 100.060465615128 99.8758832634811 100.064200430535 100.027837042818 100.345297673999 100.41111297559 100.374189112108 100.583594810643 100.71125823686
"trial24" 100.23900128403 100.045808986944 100.025789972072 100.196199268441 100.339841054173 100.764929540704 100.62623250647 100.314807756063 100.704479570959
"trial25" 100.003044043983 99.9471864617077 99.879583951288 100.230038009424 100.026369082509 100.407074681356 100.354540743852 100.397024147899 100.491429599206
"trial26" 99.5722779969666 99.9922318673201 99.7980767454925 100.099931676276 100.210942457939 100.437238009774 100.585653593657 100.487301704988 100.390335237485
