"m=2" "m=3" "m=4" "m=5" "m=6" "m=7" "m=8" "m=9" "m=10"
"trial1" 0.900579863772605 0.899611658117264 0.899639476914372 0.899764548660261 0.899154951733106 0.899406782166707 0.898644489665275 0.899083320438628 0.898505509082124
"trial2" 0.900861638611331 0.901081499054687 0.900570482498514 0.89987016729003 0.899911390451286 0.899707682647511 0.899861608739046 0.899324496282823 0.89893560226087
"trial3" 0.901173518460317 0.900455690806528 0.899872898344248 0.90006524057089 0.900224767144437 0.898835026364791 0.898398352042856 0.899280314182459 0.898500518949674
"trial4" 0.899847344261826 0.901116317106518 0.900769940814276 0.900203411893305 0.900054703835767 0.900297906247635 0.899696267675853 0.89853354690628 0.899418617322792
"trial5" 0.90046821959132 0.899908100603108 0.900157098846132 0.899434079959695 0.900080869933615 0.899662276490231 0.89878567314415 0.898992046194451 0.898324980489737
"trial6" 0.899937885583195 0.900533779992046 0.900283535130634 0.900426290754155 0.900183729767039 0.899914914560684 0.899756629543365 0.8999423343545 0.899709636255636
"trial7" 0.900570751564625 0.90147086403991 0.900569183289144 0.90051143987454 0.90101758149243 0.900121840218477 0.899168909070412 0.900205430840819 0.8989778454803
"trial8" 0.90100805560904 0.901329302711949 0.900400801613017 0.900196311148347 0.899125243878443 0.899284902315302 0.899204529657648 0.899319645799845 0.89907336551302
"trial9" 0.900665458236622 0.90061753035765 0.899828105737335 0.900137812382146 0.900200117068454 0.899904909266775 0.899513463425743 0.898821424779403 0.898818393422906
"trial10" 0.901346390879865 0.899245775488127 0.90065618043209 0.90038508068474 0.899655257621444 0.900306810087872 0.899885321284148 0.899501810946401 0.898216328832163
"trial11" 0.900880561414858 0.900996510285537 0.90029028213613 0.89962078671599 0.899623432923154 0.899279522735556 0.898729897376697 0.899745536918186 0.899570817327916
"trial12" 0.90157449448704 0.900435095084444 0.900361954440331 0.899154677955949 0.899163228038066 0.899496756108846 0.899470824264823 0.898391312709225 0.899121342202956
"trial13" 0.900518914735788 0.901291337902949 0.900599741373005 0.899358103859913 0.89938171793383 0.898807878283433 0.899588956694321 0.899622256231986 0.898482682932187
"trial14" 0.901268918876099 0.899577241408281 0.899049266928719 0.899885476900622 0.899439546536689 0.898687939439836 0.899294451034884 0.899151564260484 0.898959929437976
"trial15" 0.901397796955079 0.900282441612317 0.900741375033789 0.900109174389943 0.899575393999899 0.898999247068882 0.898764292709513 0.899919718449278 0.899239774721112
"trial16" 0.899550930188972 0.900055955903622 0.899879609301962 0.900164024790206 0.900247039329951 0.899664186217566 0.898501716490441 0.898502533879677 0.898381292507749
"trial17" 0.899654453973721 0.900414677883168 0.901164283871716 0.899235971023576 0.899493861318457 0.899132305878719 0.898632521647156 0.89891035286505 0.899181284983884
"trial18" 0.90060790688932 0.900349869549021 0.900255852447332 0.900065872202701 0.900644299293274 0.900253265909506 0.898880844634213 0.899457441007712 0.898911315985365
"trial19" 0.900402554528056 0.899996688401187 0.900652583623533 0.900181855990441 0.900239644317366 0.900215204872169 0.899520696205079 0.899091061596888 0.898343652128094
"trial20" 0.90017371019132 0.90036180782268 0.900689315153937 0.900553003757374 0.899807663885347 0.899117193270391 0.899420284757668 0.899529240928558 0.898728383074825
"trial21" 0.9016559488756 0.900852187202352 0.900238097161094 0.900185612649934 0.900465508757814 0.899761681364398 0.899533030391634 0.899286246968551 0.899299136229693
"trial22" 0.899860856997032 0.900030254565702 0.900623037501529 0.900180230817445 0.899444239604497 0.899299658165508 0.898795993209463 0.898701343006373 0.900061881492974
"trial23" 0.900957449567737 0.900548352663274 0.900568618503312 0.900293084807236 0.900187917934834 0.900618784827408 0.900037761602346 0.899049291975944 0.899454668671763
"trial24" 0.901549893375318 0.9010662315243 0.900881684005313 0.900939835375327 0.90018564009615 0.899512347938562 0.899532252217548 0.899928994583173 0.899582224820814
"trial25" 0.900692299454174 0.901357461197827 0.89998214093355 0.900993505007994 0.899415535119199 0.899434605802657 0.89916057367958 0.899246420400677 0.898033815931409
