"m=2" "m=3" "m=4" "m=5" "m=6" "m=7" "m=8" "m=9" "m=10"
"trial1" 0.0064044376314682 0.00198981832518893 0.0146140314725127 0.0359071515974434 0.0120942691327699 0.00442614031799424 0.010082069500449 0.00725591555561255 0.00481897864940637
"trial2" 0.0143332456523237 0.0312680435115806 0.00168367780531083 0.00347788127286019 0.0065268970030129 0.011088513490704 0.00602888556441325 0.00482614249470087 0.00700194493830491
"trial3" 0.00015042026228077 0.00137672658673986 0.000589077288592206 0.00447124213260996 0.00682162975745095 0.00571348035625551 0.00401863022412379 0.0078108617897901 0.00278255660170961
"trial4" 8.88706027046122e-05 0.00152957254569335 0.00415890917770191 0.0067408460646625 0.00866503340271464 0.00623814740415983 0.0167039056319835 0.0107527506395588 0.00223719384350266
"trial5" 0.012236734077386 0.00783339202255488 0.00934042180620748 0.00469708758668031 0.0157893243315519 0.0057817289592256 0.0113061245452518 0.00513694143955711 0.00519973452536956
"trial6" 0.00514592781719731 0.00114478900323309 0.00810600304657852 0.0104367247278738 0.00364947359878726 0.003439114821516 0.00510138568924541 0.00657946681516772 0.00528750655383877
"trial7" 0.0122260151551515 0.00232830462623531 0.00348877686332693 0.00420989899405041 0.0037609584744045 0.00528948348635539 0.0103986746629603 0.00580786016420396 0.00599645969791878
"trial8" 0.00390007113630816 0.00136514449733333 0.00182617622009873 0.00477648069861108 0.00740286250168164 0.00476201726654356 0.00482625367873678 0.00847404734300701 0.00855797310201365
"trial9" 0.00126635286842842 0.00246671909111957 0.00412011818795369 0.0279276049158131 0.00993708212764685 0.0102136410331454 0.00450738406846897 0.00265759505898408 0.00696302745453292
"trial10" 0.00612762865789857 0.000980399060741691 0.000926317907057904 0.0148183334183538 0.00330609211626291 0.00417721096354062 0.0064590910446665 0.00577988979303942 0.00724159211377206
"trial11" 0.000432858405316795 0.00172322572691375 0.0187239935452814 0.00956707361468908 0.00992352582050633 0.0111146783096429 0.0137563321942233 0.00436938049157147 0.0107556622991436
"trial12" 0.00550781391072923 0.00110721023429874 0.00918340295103015 0.0077951893999869 0.00524626042070515 0.01037813027697 0.00847901392883366 0.0184995818373205 0.00638248608416289
"trial13" 0.00111405718702935 0.00185575727008465 0.00312374274459269 0.00848772988398778 0.00482526115903494 0.010359357300239 0.0157339485161591 0.00723241132358221 0.00255133823080706
"trial14" 0.00511575426767886 0.00296381023788318 0.00682246987369842 0.00982476348834302 0.0094983853925699 0.00469795195093911 0.00307671419433402 0.0157196736015186 0.0066769508505212
"trial15" 0.000750263374147962 0.00106507643287715 0.0106942890004633 0.0123144798111283 0.0106187784743155 0.00508940476739622 0.00971162885008501 0.00922883402615971 0.00601318850499928
"trial16" 0.00115301990136995 0.00143060879649015 0.00605573807953881 0.00629691981806962 0.0155514921834504 0.0102033710314731 0.013494073066711 0.00523747295692577 0.0060807269703162
"trial17" 0.00239652837364655 0.0049597038802636 0.00545353717569009 0.00420425436016291 0.0134614237950159 0.00326256000187062 0.00870371178592719 0.016092736067741 0.00781560227560224
"trial18" 0.0111163992845612 0.0224389415783695 0.0112354625978782 0.00436915536796902 0.00455072362942094 0.00651621748998895 0.00978370875518514 0.00800198969150538 0.00894334585785158
"trial19" 0.00765007176189796 0.0128534498163937 0.00642159065266038 0.00354299818490367 0.0178592700901939 0.0057092520441036 0.00638344023788832 0.00379914225758741 0.00991349093593288
"trial20" 0.0021482808977223 0.00144899415488322 0.00564110871243951 0.00267894657658179 0.0112994420735575 0.00474136787101267 0.0137788779998758 0.00406777204116525 0.008161365670807
"trial21" 0.000448229863105996 0.00174934231585119 0.00888737242276066 0.00284001306466383 0.00715984714909364 0.00531302199947866 0.0088233521740599 0.00630676285386309 0.00948285510234357
"trial22" 0.00462718507832418 0.00664478787439679 0.00840060770972946 0.00800583334234133 0.0240300507304679 0.00364314534677829 0.00438652386994498 0.00760158397146773 0.00536576644706991
"trial23" 0.000312600097900759 0.000322066224472181 0.00794375107229749 0.0131441873656657 0.0190417742006624 0.010834522109065 0.00800890147071434 0.0152812587001688 0.00985996469373011
"trial24" 0.000600536553002992 0.00496108438763059 0.0194587826287104 0.00447257124085506 0.00667143791900774 0.00136499793084098 0.00600976007651209 0.00548614480830713 0.0142069726415502
"trial25" 0.021401252874326 0.00128752884022026 0.0253234887276453 0.00972065913933112 0.0232512930187087 0.0105379890598289 0.00610324496824783 0.0170520446243606 0.00425201179981178
"trial26" 0.00760761939199567 0.00134135802929056 0.00201371228480174 0.0138563013352416 0.00782249984743033 0.01297118564203 0.00684382462776608 0.0117592045788401 0.00648802275374033
"trial27" 0.0343149379326636 0.00420641836045745 0.00491928982778127 0.00509010379655314 0.00592917150180845 0.0142188891283476 0.0131731393993057 0.0120657270814764 0.00797682974064842
"trial28" 0.00260722411427131 0.00838133117610582 0.00057864253159771 0.00437308919100981 0.00156649027777614 0.0130175426767749 0.00926237284569786 0.0040850318328788 0.0066203017526187
"trial29" 0.00847683134884807 0.0015436847603529 0.000747605264111812 0.0174327300654816 0.0192618424805178 0.00932152281103715 0.0104203837816285 0.0112034813325323 0.01720965561197
"trial30" 0.0200741714038271 0.000157031468797743 0.00797150492987237 0.0052679364486753 0.0112626107292071 0.0243322900750248 0.0123196831442958 0.0137949592595509 0.00670362412610071
"trial31" 0.00452056856791511 0.0123253653850788 0.00540455798135873 0.00363257115594639 0.00806378344185738 0.00552525817018927 0.0122664183545278 0.0130433296253742 0.00515740652589156
"trial32" 0.00408261491934909 0.00644768995295832 0.00280836282551016 0.00550444535397031 0.019629588998833 0.00640779770131044 0.0154145497821801 0.0214507887422061 0.00504725920938355
"trial33" 0.00502466916780293 0.00097568191852728 0.00352973279690091 0.00469141808042405 0.00308081005034464 0.00627929068478175 0.0109355037287703 0.00148014496929287 0.0120991769635066
"trial34" 0.0066748418012086 0.000639249242636528 0.0026854357517739 0.00720901824637968 0.00147994137487414 0.00557441422362286 0.00224168110862115 0.00333913283021222 0.00475400343465709
"trial35" 0.00839833786638887 0.00389010798623866 0.00561448705802596 0.00284506307487758 0.00602515286679648 0.00350760899528481 0.00888063792770883 0.0256299404267521 0.0107883440967181
"trial36" 0.00115541994780373 0.0086845976073348 0.00599573363377788 0.0157856189188252 0.010113697371879 0.0174569536681948 0.014362301562978 0.00882430081403096 0.00496470523049947
"trial37" 0.00501045050973987 0.00871856028336067 0.00386509183330293 0.00372114766919739 0.0175103086915421 0.0118669379405262 0.00387851179465703 0.00617577575456227 0.00715283022200913
"trial38" 0.00132256899729222 0.0144425469093242 0.0111751472446503 0.0330211030400711 0.0106480347286457 0.00437249713776479 0.00671986500284959 0.0126203483384233 0.00344373318740919
"trial39" 0.00807554307176341 0.0152940608221136 0.00892834362052313 0.0174225462024034 0.0149992278663179 0.0144334866808884 0.00639734386120262 0.011694890898319 0.00944677961133743
