"m=2" "m=3" "m=4" "m=5" "m=6" "m=7" "m=8" "m=9" "m=10"
"trial1" 100.187630917143 100.363178495308 99.7901730024928 99.7891152223795 99.5461787264671 99.7861747263581 99.4507402853078 99.6782673160201 99.7090698530306
"trial2" 99.6890374841741 100.184675596508 99.6796670620092 99.6556961028869 99.9617414586044 100.316508359477 99.9426541775075 99.1248576574643 99.7342915451515
"trial3" 99.9955994327952 100.151929935356 100.092124938288 100.14193346568 99.9096857261757 99.681250452605 99.5767862402991 100.172865668405 99.8773139950855
"trial4" 100.155073427879 100.101081767026 99.6600114694288 99.5278841320189 99.430178631634 99.1837516039944 99.8220209626126 99.208505596701 99.3372854244406
"trial5" 100.143273216353 100.323144848225 100.036457811175 99.6745758566736 99.8854399005295 100.025185103506 99.3932281494018 99.7750184085475 100.160020207374
"trial6" 100.164739241055 100.006474858156 100.273624361089 100.265226434622 99.7664317400184 99.9810115931657 99.4917417378924 99.3419521596866 99.9723634224033
"trial7" 100.109315319488 99.4470166770532 99.8488265167575 99.8201203657483 99.4713601903724 99.7543001955854 99.2102718698598 99.5921194874402 99.6666374270141
"trial8" 100.123644133738 99.5758842115042 99.2205094506058 99.7210291777358 99.6933579906716 99.7435162887888 99.6205769406432 99.7973998958159 100.144188485999
"trial9" 100.297143075674 99.9754752088052 100.048587908637 100.093786786942 100.136073999353 100.375543180888 99.6419554225211 99.678896644025 100.135238015749
"trial10" 99.9583241009285 99.6913447956433 99.8813852672557 99.4874109358313 100.038620662841 99.9076214130017 100.114840702488 99.6686521001447 100.095132031654
"trial11" 99.8258755520358 99.7625519864351 99.7541284332777 99.3133370762036 99.6337965508015 99.9072428032818 99.95097076544 99.6406552697146 99.5739791414023
"trial12" 99.81133319377 100.048554821583 99.4516546466885 100.224694960086 99.7978325708339 99.7318239111342 99.8309429957563 99.878488854366 99.8983768392435
"trial13" 100.136424707817 100.195808578509 99.7737557794897 99.8644089353683 99.9369254225352 99.8281428508375 99.8933708383398 99.3115088313418 99.7928315011005
"trial14" 100.227828582471 99.9259141388221 100.263085733888 99.4032493891605 99.537258995513 99.9405559204765 99.6092795660606 100.396724735321 99.7071740169385
"trial15" 99.9260187456371 100.070950955064 100.307728817008 99.6086264689691 99.926163481861 99.5997556198923 99.9597765375778 100.03750565743 99.7505967992981
"trial16" 100.337278815212 100.147822880999 99.6600470809589 99.8057872238082 99.3949106178039 99.5287370809246 99.9094662141093 99.857839109465 99.3502632908413
"trial17" 100.300236295569 99.903802956186 99.3874698487457 100.059708257039 99.5823083436314 99.3514146680894 99.7803732738912 99.6218620765103 99.574228950023
"trial18" 100.270941159066 100.20846911261 99.7427991455387 99.5723013127895 99.5745841028567 99.9605207013345 99.745246781176 99.1416290985084 99.5028218424233
"trial19" 100.126038134255 99.7926577469268 99.4016556992397 99.546383856441 99.6368466843459 100.254215322595 99.6162054892792 99.6485911126493 99.7204963852303
