"m=20" "m=40" "m=60" "m=80" "m=100" "m=120" "m=140" "m=160" "m=180" "m=200" "m=220" "m=240" "m=260"
"trial40" 55.4828922950527 348.065305930529 464.713556165526 521.220400632035 552.157128588612 569.090063769492 576.515770285538 578.632766282711 580.104755216049 581.884146130098 583.097668788506 586.615915526731 586.083605466788
"trial41" 52.2771152721305 348.318767110915 465.65261035826 521.494206643695 552.527297424959 568.609718556902 575.757321111644 579.657540783063 582.605776271649 583.622073654908 585.918690566415 586.574545127853 586.961664717937
"trial42" 53.5537535232591 348.236826080458 465.672386475271 521.603681419301 552.239441399172 568.701615526851 577.180657081925 579.915641830283 580.959414713131 583.241215389683 585.101031667936 585.60987592053 587.732665476992
"trial43" 51.5853120045356 347.848265932841 464.329190080218 521.254074907541 552.412717285023 569.921334231369 576.533899091987 579.625975831041 581.487866156603 583.042018042499 585.743379403689 586.153195353713 588.015670348791
"trial44" 55.8572305427463 348.244341612255 467.02834763665 521.637615322955 552.330195965079 569.750421727009 577.374571562309 581.732780619952 582.803189753563 584.097318331887 585.353108546268 586.871119496189 588.127440116188
"trial45" 56.5373214867733 348.341746277675 464.666084506498 521.643697852183 552.039436650144 569.294894887359 576.686980490866 579.176649178548 581.293384899398 582.603929636802 582.853193250719 584.641718149912 586.519803521443
"trial46" 55.0101125003087 348.047573440755 464.797976986493 522.10554909852 552.164796424698 568.490065395897 577.639136562838 579.803849799474 582.264514819429 584.12167182792 584.692390262857 584.875794130916 586.121376160151
"trial47" 54.921198982094 348.798552700039 465.574952898022 521.67454121288 552.520527618099 569.285615984692 576.81673070451 580.516352999168 582.049623469067 583.054042630167 584.744469871774 585.262782269871 587.725908270432
"trial48" 54.6898773339718 348.704486385847 465.75278162578 521.54837610928 552.74421784478 569.34334288061 576.419067112685 579.210769404204 583.404781535372 582.523016280154 584.56999999382 586.810126937403 587.279910016432
"trial49" 56.1912772678601 348.510457737009 465.499942903958 521.467753108884 552.21262468792 568.744457079558 578.145208204524 580.736920953418 580.847124897637 581.774731121747 585.14553615373 583.52074559757 586.253893051709
"trial50" 54.8241894900338 350.931935761733 466.909609957935 522.523593918069 552.557390912176 569.896601593502 578.202154342648 580.753971368815 581.695313624497 583.303886017592 584.805776318469 585.404034241895 588.572774173595
