"m=20" "m=40" "m=60" "m=80" "m=100" "m=120" "m=140" "m=160" "m=180" "m=200" "m=220" "m=240" "m=260"
"trial1" -8.8693454306798 293.595608939799 410.371748986999 467.885491406202 500.004955863896 519.361526916592 527.719535884251 531.029190079492 534.664441180548 535.253749830339 538.273296704724 538.791328163017 540.513783032497
"trial2" -13.3333521980129 293.180049402738 411.287288536229 466.943197800434 500.040896862364 516.84821987881 527.410139252932 531.683324773316 534.384672177048 535.318991794326 538.323221823342 539.820569833378 540.677371292673
"trial3" -13.3037720941768 293.983174516509 409.900944999013 468.43171158258 498.981686425411 515.892004765508 526.888024043594 531.331330337876 535.07303359239 537.512921354657 538.359862713987 539.603348494364 541.752392831863
"trial4" -9.7468051413723 293.467407364733 411.100340885804 467.759205657462 498.855896078183 519.11580808877 528.179087893521 532.215578285546 534.738898704001 537.274437098081 539.39542384574 539.855253146206 541.745053760438
"trial5" -11.2469502132615 292.482553827129 412.428401567396 468.189955541505 500.050961731769 517.088852927828 526.76589856952 530.908285974917 534.592925462484 535.318919515524 537.909514587438 540.425376687126 541.07073355858
"trial6" -9.43123133773168 293.397770927364 412.55933867931 468.015158924807 499.93985795907 517.480263680239 526.622711422463 531.823071655385 534.015793941539 537.035012122934 538.429947054427 540.965838457081 542.676322999942
"trial7" -12.3080860841879 292.270482964796 411.152224499466 469.923595144948 499.661245501842 518.08938744749 526.650336332822 532.730837731773 534.256737277003 536.830338681625 536.965207817529 541.538365090292 542.690714823442
"trial8" -10.7991845325298 294.464965539641 411.542376916016 467.390017062674 499.211105545769 518.449290680614 527.491594996659 532.666264704206 535.395529330883 537.729849857829 538.3605362797 541.164307894678 544.294387531181
"trial9" -9.78865467235129 292.175962098794 410.463465066236 469.149969507531 498.579423271085 517.237477971966 525.448571084283 530.663346599985 533.221075989098 536.190595002075 537.388143707135 538.214719410918 540.7658937802
"trial10" -10.0502607087951 292.422247784552 411.65301755924 468.559151758207 500.283624991624 518.523483371253 528.182283117366 531.442919514304 535.555791899111 536.904803777454 539.66442799794 541.680753312897 540.393619086356
"trial11" -9.58902734620626 293.080982177801 411.860335884873 468.783655582575 500.155485017796 517.438774384377 526.958862389641 532.063664077606 535.335429420231 535.851777899899 539.638517436144 541.064481440614 541.316507019963
"trial12" -11.9186057116096 293.548774551384 409.809361658693 468.366004718501 498.71255320837 516.530033900022 527.895680268386 531.754738893326 535.676155231869 537.097454396529 539.519944368398 539.908145031114 540.676036452052
"trial13" -15.8514231244486 292.344603295883 410.090325313059 465.753116547785 499.722051749331 517.66904812718 527.409415261233 531.614470345308 535.608209392988 537.697109465166 539.799151595913 540.659916048591 541.062406899777
