"m=20" "m=40" "m=60" "m=80" "m=100" "m=120" "m=140" "m=160" "m=180" "m=200" "m=220" "m=240" "m=260"
"trial1" -7.87155071874782 293.018547782993 412.772508766571 469.224336637357 500.277227630379 515.770419208557 524.558301331692 526.933276928541 531.408735468045 535.163938984765 536.849148744113 540.340268877148 541.010054312911
"trial2" -5.02613989828382 296.715157253539 414.230682654267 468.677362801897 499.178194954953 517.580984630693 525.17507621743 528.736139243657 532.293771199723 533.331121661968 539.076638389499 538.423371742912 540.276587958783
"trial3" -0.0301279476719669 294.746459982245 412.902356434521 469.140109624855 499.747262954287 517.214749905283 525.339159223719 529.057207578457 532.798642046478 533.033297859448 534.499026930719 534.998847880267 539.113570777776
"trial4" -6.92910639826564 293.447802530691 412.792372927036 468.282420988277 500.448569679465 516.163725735172 524.338888799233 529.438774316826 533.64044543957 534.686553070659 536.665821612407 538.191590167061 541.208421009208
"trial5" -0.590870036605032 293.014842051383 414.165178060596 470.611031696316 502.193921691021 518.30490446883 524.569367234884 529.259536744074 532.520898407126 536.195573090106 537.156943844412 538.345852700359 539.515510092183
"trial6" -10.8822651951589 294.304776636295 412.562601646992 467.94432036324 499.698452970481 516.782150822149 524.115542264207 529.639878774809 531.365453164205 533.345401448856 535.227221947653 540.844217759616 540.735937868201
"trial7" -1.81968071517694 295.105304840863 414.271697516604 470.287130162002 502.643754742032 518.707347908818 526.730932591796 530.829397570375 534.887690808211 539.461122543961 539.767574071901 540.429662034078 541.477180837118
"trial8" -10.0467852237554 294.17413961269 411.810723313883 469.015867306881 499.438784561081 516.555476212742 525.027958436396 528.732370352422 531.121179597137 534.881349835949 537.396119962024 537.478628643514 541.749684871133
"trial9" -2.90616261273169 293.731516613077 413.436355855337 468.922657073716 500.045191137875 516.237057531283 525.68767845181 528.716516213609 529.711369143861 534.100743706931 535.052018962162 539.559995593102 540.887337853196
"trial10" -3.35216350423729 294.702691876354 412.432546081228 468.934789705487 499.85676777818 516.330083171786 523.099506820589 528.211702632402 531.121983030183 535.821511614857 536.610619323555 536.798177933118 537.892905407852
"trial11" 0.086215745689011 294.200047216829 413.810133641738 468.861696410185 501.25854032588 516.981531345396 526.613432850295 527.585238234017 532.756708885687 533.371209873202 536.41524047822 539.596133322427 538.913747940717
"trial12" -5.55389492204916 296.053986911554 412.654640221117 469.233010619895 500.098848018018 516.962270287463 525.230433100983 532.980317026209 534.702657038609 534.007962998102 537.039296720082 538.645105923793 540.261823215593
"trial13" -3.99904047301384 294.613349666706 413.482639654155 469.123458121737 500.451888074904 517.822005708062 524.86702475443 531.36001178425 532.983132792622 536.2074167197 537.782097975636 541.253344582828 542.720390185156
"trial14" -3.29415778290315 293.667101635554 412.149326262179 469.144914769304 500.882138037114 516.177722292597 526.90551389446 530.717603955592 529.698623713747 535.902726704078 535.492951287345 539.906959807794 540.334457169738
"trial15" -4.14069014319731 294.335222912437 411.608579199942 469.430819545205 499.149262116502 516.84968248911 524.981426109345 528.874353648148 532.275306953722 533.537074192091 536.506763211634 537.730561208328 538.502145864466
"trial16" -0.456134460792263 293.76729277441 411.6961901388 469.358747838804 500.165485339858 517.512866417587 524.564489157806 527.991927176642 531.377327447866 534.476483636021 539.355712112188 539.602549331204 541.038721389088
"trial17" -5.07570211869912 293.366149018739 412.178686047003 470.124191788433 498.628339357535 515.134726478476 523.897489873934 528.668312185134 532.714926455148 535.928598659835 536.383605616785 539.298708680754 540.311073390668
"trial18" -3.025162617027 295.665763558835 413.39764171003 468.998420957299 498.349053785719 516.894722829434 524.951727846208 529.221422354052 533.50118678005 536.527318505169 537.14411020299 538.344074391726 541.873811756165
"trial19" -1.85147015056981 292.179659654749 412.957375332878 469.263478172056 499.903025020597 517.470698841454 525.107646557351 529.166519381783 530.008423659004 533.572324076185 536.35105706927 539.770911408257 540.697890052664
"trial20" -1.35902128339737 294.914153429262 411.902394311428 468.660202863889 500.234985646724 517.406547480169 523.90060373305 532.156617363087 532.265436846476 534.398324449615 537.223031663379 537.149877707724 539.391984064171
"trial21" -2.02351721490763 294.751129010624 413.100290240485 469.517767935491 500.303430382823 516.971314695361 523.928181195678 528.222065183196 533.915119216016 535.11479248418 535.185805717756 537.021023239431 541.098389603056
"trial22" -2.62776379067245 291.997004315326 411.574986596718 468.033103448453 499.647240222968 517.491602927019 524.240706869454 528.338139270477 533.226554276457 534.29155842722 539.185126356512 540.334085238687 542.838755166977
"trial23" -1.77021338221201 294.292384175525 412.149017977149 468.361716750782 499.947927017053 516.305479961225 524.678856846595 528.299830345292 529.634658604176 533.046792209243 536.315507141191 537.738398260226 537.582213007207
"trial24" -5.07676519432231 293.111581264429 412.114593207278 469.058765660334 499.464787672621 517.414899648465 524.689718376492 528.859597641984 531.061812793052 537.288517302926 535.136417208082 538.90728059885 539.216252832715
"trial25" -4.10100896355846 295.867739124983 411.079053893487 467.965518560768 500.329555783536 514.880336565945 524.74469224115 528.158864635943 531.356644576174 533.624652013065 536.254458591763 536.702918375864 537.821338508917
"trial26" -6.22788878306151 294.109688714018 412.946112659275 468.56645545617 499.573273817575 516.174004499725 523.320113439189 527.773161940767 530.497139130397 535.121518273788 536.205858235067 539.004095473001 542.244803512561
"trial27" -7.40456155175179 294.427160799353 411.491540779048 467.394042708917 499.459474890878 516.052943178742 524.488927549847 528.848269973886 532.907997261115 534.233933633433 537.063466423154 538.275750225364 540.799596741871
"trial28" -2.71255959840992 293.037721813497 411.466725885392 468.673560907031 499.409633704964 516.132267307869 525.392933330025 528.388314822926 530.408147447736 535.228702156699 537.920455659321 537.655797490053 539.768120242804
"trial29" -5.06578693824754 293.334053313925 411.319648613202 469.475711262584 499.970669485431 517.078327943694 524.006046583262 529.272377715037 533.776175190894 533.313465426374 536.231647643007 537.762400696704 538.935963622777
"trial30" -0.407594999709234 292.436710844546 414.340799998532 469.934120344512 499.839775531684 516.738461389452 524.290136567755 529.404169526356 533.124509718412 533.699996058667 537.37940481846 539.631405609653 540.713358289638
"trial31" -2.70677223904915 291.374637251088 413.003307799958 468.590863021397 498.561288666625 516.002726574457 525.315913503019 528.483105953488 530.811530961069 533.615194802612 538.318095045535 535.396235313381 1.58666473001495
"trial32" -4.93983905370605 291.159315151957 411.909546282484 469.318282549921 499.542629667094 515.771971140945 522.796240115077 527.077707884463 530.560627213797 531.204730943086 534.806908948067 535.95974617098 536.552566964317
"trial33" -4.39737339570183 295.502373914073 412.488390036737 469.013819670259 499.550158333753 516.071648915375 522.953246262703 527.993949932962 532.139911963399 531.888764074335 537.176516848814 536.545028190691 539.299552020904
"trial34" 0.0590296510698396 293.932119945969 412.277274088656 469.120820248186 501.00293779292 516.874738823674 525.638662366456 528.233857434618 531.314017975214 534.765551552179 536.730663736715 538.398286245246 541.657794206553
"trial35" 0.154273864906671 293.289881034816 412.28138728342 469.44173295142 500.309532879233 515.584118537954 524.995781723844 529.757009766475 533.606931075236 535.999395248625 538.527624012254 539.189449844493 539.58985348101
"trial36" -9.8751955242639 292.940460999203 413.266398019718 469.451197253879 499.16994640261 515.532002765874 523.916629424334 528.06255925043 -3.21908766491694 534.000850023458 535.790212928271 539.013203695348 541.1183726714
"trial37" -7.3237433467792 292.921957617426 413.005628877285 469.686800460458 500.000139336642 516.448667860774 522.919940173361 527.401207980127 531.708136458389 534.042537399128 535.299464552356 540.286193937539 542.773534261789
"trial38" -5.99412049471913 293.851010077358 412.381011995727 468.250905124374 499.127992494963 515.460847710063 523.049863543056 527.134600077224 530.344640837466 534.335830688572 535.559439040231 540.331267399881 540.582295009971
"trial39" -2.23827023711833 293.719011534314 411.955170929307 469.105785732029 500.304541803723 515.420970402404 525.379617277216 527.682587184491 530.750740305192 534.061256931692 538.034801165999 535.194116394149 539.278332923812
"trial40" -2.41693175780332 294.006613641475 411.054147139457 468.039203793331 499.073577465735 516.352674789773 524.390124946528 528.286484056676 530.029430672024 533.490600392715 535.241136936962 536.932466928368 538.627803316104
"trial41" -5.46152168158093 295.665538179681 413.12257568756 469.945908844659 501.2316219454 518.381507679383 525.00383304332 530.363731829951 530.627799151178 533.904858798443 537.100647032914 537.896036565692 540.87414979365
"trial42" -3.44502600738811 293.639888551343 410.906738896365 466.061951571674 496.975493510216 513.772006190267 523.543724588473 527.202024593221 530.507763042938 533.854581709298 539.599154230618 537.229542491106 538.573174192182
"trial43" -6.87895495886765 295.82098094144 411.822674434496 469.933189892022 499.816542962624 516.142732088819 524.770098107633 529.625777773924 530.076938220245 531.851308881883 534.580698419736 538.196846326572 539.833313478461
"trial44" -3.7228055334665 293.014156506175 413.657815972869 468.911306718678 499.784564531217 517.017449305257 524.27560999303 526.108959922109 532.069314495189 537.586134187598 537.82500112122 538.00602645009 538.784779904439
"trial45" -2.47614372353592 294.688124005783 411.914554107078 469.630597529998 500.342800100679 518.819202749579 526.197508379423 530.05233600132 532.565368751229 531.651538469789 535.687080354196 536.93230182863 540.042034491009
"trial46" -7.95789298932057 293.083195651161 411.165018693077 469.211086318748 498.92943125508 516.483614797407 521.413211151092 527.346033467629 530.463071339676 531.992910156159 535.394640542088 536.668425571578 537.647333087546
"trial47" -4.81083161149546 293.590533906819 412.079558196615 468.54951870354 500.179291584083 515.902260315427 523.564818229772 529.192937284407 532.31873400734 533.351573192383 539.961325427191 537.656552973923 539.677534940197
"trial48" -3.21009175707498 293.669973511118 412.510383854166 469.008054496435 499.253462496682 516.067694748496 523.332280965003 528.721083894842 532.650675405852 534.704890572615 535.400307102683 536.942576327487 542.052810994963
