"m=20" "m=40" "m=60" "m=80" "m=100" "m=120" "m=140" "m=160" "m=180" "m=200" "m=220" "m=240" "m=260"
"trial1" -77.5726706460381 235.582890338241 355.683913916129 412.675699809423 443.229572184702 460.482436537187 472.169808365634 475.8609789379 482.00514151792 486.108861428061 488.273798148969 492.40959667519 492.320076213266
"trial2" -74.3075972487725 237.486128887004 357.399530135432 413.359103328858 443.80804505869 464.429471999385 473.248474100453 478.135350945319 484.673217289118 485.645743631632 490.56774001006 488.496355530158 491.274427178066
"trial3" -67.902996583496 237.819409657242 356.807606560405 411.814599134277 443.976654372118 462.373046811904 471.619963707946 479.696311118908 482.495902049892 482.725297351176 484.961496024909 488.636348382835 490.757880925831
"trial4" -75.3074935268912 235.587960749627 356.994596093559 411.689897563399 444.402471154685 462.346408342871 470.64477165423 478.375680142166 483.706144419669 484.844983692631 488.754710599778 490.972820745847 491.757231159722
"trial5" -68.3622765592481 235.108966354974 358.381460807931 413.847594243522 445.220121308315 462.717238147082 472.22565017904 478.46069460687 481.007242222995 485.994031177375 489.138787975706 489.349124625043 490.783518126462
"trial6" -79.8394367574697 235.965523810917 355.480923408907 412.117032991939 443.206390220981 462.432853007062 472.463585282793 478.826265163565 482.318510246742 482.995156125004 487.211191666473 490.371366832141 491.527563781911
"trial7" -69.9612241622929 237.507466304821 356.037542402621 415.407857456331 446.28162009935 464.797583626017 473.489041744881 478.726223620948 483.844087378677 489.441461439413 489.386065705089 491.604318915563 492.113157219989
"trial8" -79.5926928221718 237.236313303645 355.00548597231 410.645109837578 443.80649413814 462.469670108804 472.228653348411 477.6642656482 480.034156040676 485.9239954173 489.263068385255 488.168138240959 491.894168013881
"trial9" -71.4756975634932 237.092782604475 354.051534266281 411.833828905115 444.161718650034 461.371442412072 471.672970975092 476.03243947359 481.503152119542 485.368515256887 485.18889672555 489.156851459885 490.770518510924
"trial10" -71.3781742117672 237.010474177859 355.050641613409 411.800919924027 442.824281293107 460.991238315757 471.188682874621 478.887113834845 482.123692638029 484.393071786352 486.775730483288 489.392112163285 491.309218313328
"trial11" -68.0752739168841 236.801630614716 356.356397440394 413.598056318632 445.006987859963 463.283797023172 473.789160291002 477.14941805104 482.44622600031 486.499836401344 487.207226797584 490.319646011428 490.461869224213
