"m=20" "m=40" "m=60" "m=80" "m=100" "m=120" "m=140" "m=160" "m=180" "m=200" "m=220" "m=240" "m=260"
"trial21" 4674.52254193661 6091.21050134343 6496.697344653 6694.13847636462 6816.53595102705 6906.5400646677 6968.59469344221 7009.79333224443 7040.22136373157 3577.05577664641 29451.3592884636 7084.23053259146 7091.08077004103
"trial22" 4674.43523581508 6092.16715982795 6491.28597734674 6697.45734801641 6819.03068533649 6910.44117911651 6970.86145960382 7016.32895763111 7045.72208523679 7066.62253526716 7078.84301353295 7088.23880783787 7094.70476858818
"trial23" 4668.03978553006 6090.684267968 6488.86887564343 6694.31015971965 6813.74175951189 6904.79077217714 6968.77573050316 7010.94552264376 7040.45382456388 4105.89317445928 7074.06900499165 7086.16984486225 7094.21868711075
"trial24" 4668.16770223617 6097.98945577969 6489.82307382808 6691.91309849992 6816.06530733262 6906.36161955895 6967.65256692907 7010.2251378874 7041.97213092377 7061.87326295696 7074.2191181086 7084.79644865249 7091.81141588648
"trial25" 4668.24618654123 6103.04494949447 6482.70720394885 6695.18753597857 6821.4443932173 6903.64449155101 6967.25268082757 7010.62575314063 7040.2920339807 7055.10031939736 7073.63127286001 7079.69682205563 7091.96048698867
"trial26" 4674.01490067121 6107.46214444277 6489.62591630129 6687.53739161205 6816.45587228297 6902.90957506951 6969.59274621981 7011.34466852232 7042.18038179897 7061.2335668428 7073.08737810702 7085.73784275271 7091.63981675293
"trial27" 4673.43798837957 6094.39799919166 6484.08973348495 6683.43972534516 6810.09912498714 6902.79354521128 6966.86179405946 7010.5358185147 7041.03449994785 7057.92546385969 7073.96911791856 7086.03973968534 7092.23624119894
"trial28" 4673.50200772284 6097.80522886519 6487.17764621964 6684.60276151892 6816.91323451104 6902.98843627356 6968.19644505301 7012.54807732859 7041.40051056696 7063.71351270099 7074.22821942988 7086.62042751942 7088.75402720789
"trial29" 4671.33678195052 6095.16207131026 6488.71487978508 6687.73314874094 6817.02306454282 6900.48807266579 6966.31938625715 7010.45742586213 7039.58934018921 16096.266109683 7068.96923891338 7083.70554398974 7091.10423527623
"trial30" 4659.0251283728 6104.61580558013 6490.47467812968 6689.80247698691 6821.6797430616 6905.23837196478 6964.94160278582 7013.18692266856 7043.39009901633 7059.81445314364 7072.20593755723 7080.3412874559 7091.36198962169
"trial31" 4674.65102180012 6097.42444003127 6485.33629290902 6692.81976030347 6815.04490752175 6900.02047503542 6962.92234715759 7012.38035056516 7039.87624804582 7056.91328187078 7071.74021282859 7082.8386210831 7090.15231260166
"trial32" 4676.76493266916 6103.25562411473 6488.76320386224 6693.27154738702 6820.3108483814 6903.05265688632 6969.85876777199 7009.4491183481 7039.8711014004 7061.92808029325 7074.70919075942 7086.12723269889 7094.59621636575
"trial33" 4678.4264546439 6091.66669708903 6491.91439295737 6692.24721083047 6817.00852963546 6906.2008362468 6971.52200175509 7010.62535789586 7042.85029362952 7063.58771835948 7074.7360065484 7089.19393878401 7092.30132785737
"trial34" 4665.08762866773 6098.37734999623 6492.12662814982 6693.71108191628 6815.98636516894 6904.22661599056 6968.21004290222 7010.62111902944 7042.59570866552 7061.9190038748 7074.58213266711 7084.57350602078 1805.95037366016
"trial35" 4693.30891809296 6107.2057359721 6487.39723015188 6692.53509955407 6814.76528377737 6905.39860229357 6969.17972233173 7008.94323120602 7040.56221291944 7061.82150676383 7073.32984995315 24026.6280875749 7089.53323762092
"trial36" 4668.99300806075 6093.95388021104 6493.8674888578 6696.10407221675 6817.7194325272 6902.42195374335 6966.74093021885 7012.42448443795 7041.12210822943 7063.37191777721 7076.10727988174 7088.5887550628 7096.6059867453
"trial37" 4669.09465161047 6089.30520306551 6482.81709195827 6687.62460759722 6812.59022749737 6905.00995040518 6971.81135189437 7014.74864639324 7041.35700110737 -1542.69480514201 3385.84056409412 7082.03596073071 7088.35269285592
"trial38" 4670.84134974974 6089.19187843586 6489.68237122008 6691.33618359105 6819.21908812353 6903.05092619753 6966.31815018904 7014.10552713366 7042.86131959458 7064.9505205327 7076.55678838996 7089.47684553871 7094.62245993566
"trial39" 4670.92986133143 6094.58332254004 6475.71323125162 6683.67443346658 6808.85012220019 6898.98778907901 6966.40302786538 7015.39111292032 7042.87334110582 7062.04825691862 7074.60694227831 7084.11560306673 7089.48119490006
"trial40" 4671.82290108141 6088.36913913915 6489.60212444209 6689.53681411927 6813.70081453992 6902.52957756761 6967.59025609981 7008.96572764374 7040.91433433015 7059.07326683035 7070.76319772049 7082.88737511881 7091.65977612816
"trial41" 4667.50357064543 6102.69350757885 6491.24623846579 6697.05110607539 6816.42908521631 6909.87944431076 6965.67701895985 7015.89947165751 7041.86680168641 7056.73450425669 7072.94297950917 7083.19727985169 7089.69166645245
"trial42" 4673.44594612218 6089.21779653534 6478.60589640005 6682.36372389095 6810.91386598601 6902.01865751722 6963.10777008202 7010.26685093531 7038.82375670108 7060.28510694762 7072.69645177125 7083.00947759023 7091.66654384398
"trial43" 4653.58524904676 6098.58864757711 6487.90608622947 6692.77027532147 6812.77346360779 6901.15542234837 6966.39640359185 7009.28697462164 7039.01987937849 7055.75619311703 7074.2072929507 7082.91502997157 7092.72093143346
"trial44" 4676.63468976575 6096.43149040255 6481.55157405289 6687.57748625703 6812.66320747761 6901.04284131951 6967.19298101398 7007.84742027273 7043.949919254 12207.670640627 7072.78362708855 33486.9988879661 7091.93558224
"trial45" 4678.35130408433 6099.97499570817 6487.01569087613 6690.1288680611 6819.17306367629 6898.32121719582 6962.74869204885 7010.81623249656 7040.95251331934 7059.76658210935 7073.20533972956 7082.92803163437 7092.91321598957
"trial46" 4675.40687327265 6094.65883297371 6492.56088051603 6691.89671149592 6819.7220602525 6908.05014449214 6966.06085317966 7013.32392087255 7042.23693185423 7063.5642366992 7075.95258013267 7089.58107820211 7093.12945733883
"trial47" 4671.57077235921 6101.49077668204 6481.51764625756 6689.13069783706 6812.55771547913 6899.85449015011 6960.31017837192 7007.18629915981 7038.46870561503 7057.92388717113 7074.718557143 7085.49028849669 7088.46735404263
"trial48" 4666.86161335929 6097.27833460056 6490.07385944285 6691.1219222541 6814.88376695128 6903.0408372406 6963.78340842743 7012.31952875624 7041.80200213852 7062.49514553912 7074.5026363124 7083.39408254742 7092.29290113065
"trial49" 4673.99027290101 6105.23918188838 6487.48109634957 6691.79239279912 6813.23545721426 6905.81276051185 6964.28581080998 7012.494866394 7044.24790877672 7060.66046813219 7075.3573232791 7087.07866011702 7089.21289462303
"trial50" 4664.50927294429 6093.34632374805 6491.65319715244 6694.63336377527 6818.21334550228 6906.6077661239 6969.29988836544 -558.909797557043 7039.52757188034 13393.5289054273 7073.19512999569 7083.46232712438 6936.67846220042
