"m=20" "m=40" "m=60" "m=80" "m=100" "m=120" "m=140" "m=160" "m=180" "m=200" "m=220" "m=240" "m=260"
"trial1" 4012.84053748719 5329.14180262818 5701.84185019776 5898.94392272971 6027.65724871864 6110.62006936883 6166.15350859799 6200.43150526299 6223.24076553234 6235.88002018973 6248.04266837171 6257.15062889705 6264.55375965519
"trial2" 4018.47355796735 5336.55008772446 5710.03380144272 5901.5317915705 6024.04898058161 6108.4949610598 6163.46721460525 6198.440083913 6221.23840291315 6235.90467054531 6247.89412087926 6253.14707180163 6260.75431999506
"trial3" 4026.89184381086 5336.59752628788 5703.5314001773 5897.95735101829 6021.13540778296 6105.75023584238 6160.89724643774 6198.52758886147 6220.6565170301 6234.64646790988 6248.56194223748 6255.18295930991 6260.82402618676
"trial4" 4016.13113004481 5331.97142808083 5705.02392818078 5900.57130795358 6019.76205203615 6107.21762519554 6162.92807711386 6199.83545003459 6222.94471885947 6236.3740657429 6246.825454942 6256.99477277792 6259.11474983944
"trial5" 4024.26177795011 5329.46954581753 5708.60802514413 5898.34657379651 6021.19644405304 6106.39459165199 6161.64861904518 6196.47926548146 6219.23697083043 6235.65913093828 6248.39408873979 6256.76991941654 6261.24385574076
"trial6" 4004.62668446392 5332.18942276782 5705.80695167409 5897.99250375089 6023.85867697282 6106.58183399784 6164.31987346025 6201.9968334347 6221.44087645287 6235.85597726529 6248.14366287552 6256.66495691546 6260.62792423193
"trial7" 4019.35524190291 5337.55902126503 5708.23233124781 5907.55031601763 6028.99203786234 6110.66928334521 6162.21031182533 6196.74439660348 6222.48595872633 6238.320763641 6246.93226985753 6255.2088681294 6262.29601858724
"trial8" 4004.58717478115 5335.99093136881 5703.5709499656 5899.29890096375 6022.09726418494 6110.16450741441 6162.97260839274 6199.14569746091 6220.24118096374 6235.1360878909 6246.82586990376 6254.0742676769 6262.07807377789
"trial9" 4022.84440662224 5328.28743631927 5702.03387251649 5897.85958967918 6023.08321223443 6106.46619431933 6164.05970666026 6197.74352205092 6221.92240392134 6238.23842174211 6248.87943734229 6255.52823781058 6262.97882041802
"trial10" 4020.79287745779 5333.9421047211 5706.39950184376 5900.62920336486 6021.58960610502 6105.33996882389 6163.39452570145 6200.63344050213 6220.24950243818 6236.63356342936 6248.34559546907 6256.66424289285 6261.33936889516
"trial11" 4022.56710444149 5333.92887100331 5702.66846209014 5901.62357481069 6025.47634328029 6107.66128951932 6162.52774146767 6197.66991175312 6220.00838707544 6236.46530015919 6246.62453563592 6256.4571176885 6261.62050795176
"trial12" 4017.71496820201 5334.98090881135 5707.30818141681 5900.04321650657 6025.0335310735 6110.48759613517 6163.06855721658 6196.41609282153 6220.65129238515 6234.97573432251 6246.59284204164 6255.05821645961 6260.01331052845
