"m=20" "m=40" "m=60" "m=80" "m=100" "m=120" "m=140" "m=160" "m=180" "m=200" "m=220" "m=240" "m=260"
"trial13" 4016.30246696692 5335.55614000223 5707.79272292653 5904.28739236597 6027.36500067851 6107.73767882429 6163.62396621513 6199.70495242608 6221.5388611295 6237.07391935491 6247.61786617443 6256.38130702941 6261.44926320601
"trial14" 4023.61886310371 5326.93136571296 5702.78364309059 5899.8713282792 6024.64612703782 6104.74531959191 6162.16969469522 6199.10031143312 6220.98440553959 6236.94350287359 6247.79651451436 6255.69203800249 6262.41370186231
"trial15" 4019.33333349559 5330.07444104419 5703.6923525299 5899.56728366197 6024.45940973328 6106.83692956545 6165.0264256757 6198.5473198725 6219.7592755431 6236.29897480023 6248.21219060821 6255.22285831076 6262.75262080739
"trial16" 4027.18607537597 5333.30419947154 5704.16173205445 5899.81911406583 6022.54705717338 6107.65177726884 6161.93150343961 6198.76480408961 6219.52633759168 6235.31202960139 6247.03086528806 6253.29847336959 6260.36172350843
"trial17" 4018.10093034894 5329.7264470907 5700.39883120286 5902.4048339836 6025.23822666427 6110.83589608876 6166.0647127455 6198.76242541172 6221.06875772383 6236.29691229153 6248.32892147483 6256.0954963524 6263.69366244759
"trial18" 4021.92811778522 5337.07003930674 5706.47741706087 5902.16297472258 6025.54014833851 6109.01851956248 6166.37329995734 6199.5882239939 6220.54742289267 6237.55564900612 6247.5695753777 6256.53889940408 6262.67653212725
"trial19" 4024.86240470758 5331.81786602425 5704.2133120794 5900.94240277784 6022.18569744966 6108.38468353876 6162.57163778246 6199.73887824757 6224.21463906388 6239.26003749742 6249.4191734766 6260.25479309466 6262.52757246229
"trial20" 4025.12977082346 5331.86893164831 5702.43944194703 5899.14006297816 6023.82538480981 6106.67331732119 6161.35780506687 6198.2186987546 6219.42781016852 6235.03306046821 6247.92481740179 6254.21827757322 6262.6936214574
"trial21" 4024.82648499101 5333.28286257324 5712.74453117862 5903.95803220286 6023.38379952906 6107.43584124481 6166.21868672228 6197.35004023337 6218.82648208754 6236.07566260932 6245.709643036 6253.7520918688 6260.43259424295
"trial22" 4018.67302210104 5331.42222815352 5702.577712449 5900.06749253153 6022.39793836353 6104.42304591877 6162.69516376475 6199.28475542613 6219.49998195324 6236.22218897804 6247.13214939014 6255.86477999314 6260.82609069351
"trial23" 4024.75309787778 5333.66169040739 5702.47114942303 5896.62413294939 6017.70530385872 6103.70374220581 6162.44536392777 6198.6395681895 6222.86198027369 6237.96013532368 6251.35062085836 6256.31378261009 6260.43921894409
"trial24" 4019.27247369676 5334.24633972443 5699.95458240107 5902.43356754053 6025.03831122991 6107.78013847232 6166.3538859077 6199.7309417049 6221.18510030022 6235.88243675122 6248.42419551785 6254.71262774418 6259.22500802283
"trial25" 4017.12237675331 5333.49872783803 5702.67593083165 5893.07263666369 6019.87804816855 6106.82370439999 6160.82282577171 6198.85862071649 6219.54430187359 6235.49816096735 6248.62097856805 6256.28993295615 6263.71442296717
"trial26" 4020.84903013946 5333.04051422456 5704.54058497397 5900.55357970318 6020.81922203059 6107.98802540211 6164.23022251806 6198.18784300017 6220.26196970756 6236.5328264007 6248.25987033996 6256.25337904771 6261.86528582721
"trial27" 4012.32312156035 5335.73404890992 5705.96408457424 5897.42480855743 6022.86359965378 6106.69325349754 6162.79007349788 6200.0676688537 6222.29173353771 6235.99178693839 6246.27929247091 6255.41301073225 6260.50323214708
"trial28" 4022.95707469965 5328.53445774215 5700.13628257524 5895.72645752237 6018.30385327541 6106.10788612325 6164.83124232258 6197.29871185591 6223.46450460274 6236.82485068735 6248.7834877759 6256.35214754552 6261.90367672799
"trial29" 4016.84105770243 5330.63575576761 5700.06192571109 5900.47909209549 6022.70660210603 6107.00215345576 6162.43273093414 6198.20907073268 6219.11612875021 6235.06109079085 6246.81747718681 6255.79685856345 6261.81183804777
"trial30" 4024.55586030176 5330.77330800868 5707.99930750452 5900.50565203776 6026.320681389 6108.1441409413 6163.28570094741 6201.41890972637 6222.85704327585 6237.3644471504 6250.49538062759 6257.12989951068 6262.66020248285
"trial31" 4020.00982488089 5326.07127186954 5703.0418812889 5896.94923560404 6023.88437531915 6108.44835136938 6165.36544806862 6200.4342930365 6223.35803102426 6237.9990348341 6249.78186972334 6258.86043053159 6681.02912374655
"trial32" 4019.31610949577 5327.2616359529 5695.50482285038 5893.04671449783 6017.761095574 6101.39474660173 6158.75417014329 6196.53542933739 6218.41101792419 6235.35333376988 6246.05461195359 6254.4910550504 6260.56068718301
"trial33" 4015.13485871848 5334.02244872085 5702.12676390938 5900.1710566152 6024.12836259456 6108.15359218877 6162.44204681496 6197.00016947808 6219.26513472824 6235.99459631628 6246.78040587372 6256.36941260629 6261.58662073475
"trial34" 4026.20144808656 5332.39497862407 5702.93663843087 5898.5802582999 6023.38119591584 6105.03501298643 6162.25621119421 6196.525269881 6218.94193393701 6234.94121758517 6245.98777985216 6256.40686260546 6260.5629484092
"trial35" 4026.87808538769 5329.66662675169 5701.83699355002 5898.74267036599 6019.57922960218 6106.97044559561 6164.17923521027 6199.6816930346 6220.87276237047 6237.16295636553 6250.29043456693 6257.2102629504 6262.98673007045
"trial36" 4009.1890768217 5328.06650681005 5704.307076603 5899.14938294845 6024.13355381059 6108.35479205327 6163.36937107223 6198.81809619216 6196.0519904458 6237.50817618823 6249.67060644137 6256.13456699377 6261.46961454137
"trial37" 4017.19984337225 5329.8283154984 5707.92369630693 5898.33194046534 6023.15766529372 6113.25318100784 6164.7797053918 6199.47785847111 6223.53234886192 6238.58487840981 6250.1747950408 6257.35787957523 6261.35061884822
"trial38" 4017.966318597 5332.16855742339 5702.02408669034 5898.46213505145 6023.80606032708 6103.3154911877 6162.25304407529 6196.97754955254 6222.49099527814 6237.23234295926 6248.71303726955 6255.46705036784 6262.99567785707
"trial39" 4024.63857155676 5330.4236562158 5702.64762500863 5900.06015673402 6022.16152749108 6103.693018486 6160.23576857272 6195.55358627868 6220.17445837087 6236.47331329278 6246.79499223718 6254.58413708107 6262.23045300305
"trial40" 4021.18585379955 5331.89665106019 5703.74808185591 5897.04896603603 6020.38954831615 6106.90093581187 6162.85672931617 6197.39740657074 6220.30395557307 6235.38173544276 6247.20980931161 6255.29496546555 6261.75146964264
"trial41" 4017.85781327983 5337.17415396807 5708.70887721192 5902.39152437911 6022.99512070685 6111.32522384531 6162.44812317866 6201.45226380968 6224.18503947677 6238.59424982608 6249.99305831669 6256.23660908469 6265.96510342849
"trial42" 4028.02449114653 5335.01649076602 5703.05364213046 5896.53830062515 6019.12457128293 6102.15316255734 6162.92633318985 6197.25677231555 6222.70207069061 6234.91753545235 6248.41441632505 6255.66970277014 6259.04322484722
"trial43" 4015.28681545799 5331.74270917913 5699.98922645207 5899.12725411417 6021.02115214074 6102.62599187139 6162.75494028025 6195.56668054998 6218.93262722441 6235.26820981326 6249.27778779044 6257.18811271337 6263.27340545106
"trial44" 4017.5587011511 5327.32184232983 5707.31771904312 5902.72040669831 6023.32867897282 6109.45038031232 6162.74148095945 6199.06173005624 6220.80091755024 6238.01352107634 6247.95224319248 6254.71409195428 6261.74991779804
"trial45" 4024.75655471682 5337.76794085652 5704.29880643984 5899.88208851124 6023.71448505557 6102.49382797142 6163.54929337589 6198.43127451621 6222.14093893495 6236.78583526449 6247.77287457583 6257.81673503331 6262.64673466783
"trial46" 4011.95323504218 5329.25644982051 5699.39985513861 5899.08706612512 6023.46219464893 6108.71213138244 6163.95414540079 6198.93500702452 6220.27575181003 6235.53909557966 6249.09556710133 6255.5757362046 6261.63768473897
"trial47" 4019.2351145217 5326.85622400096 5706.44719080242 5899.80925683598 6028.0094101325 6109.32207675216 6163.40873012496 6200.88155331848 6219.62704464079 6235.22709284499 6247.57820545467 6254.24770041446 6261.28768053493
"trial48" 4020.83299900957 5331.56528710944 5707.23845758026 5900.97791670845 6028.37545612144 6109.28002403954 6165.61400551065 6201.36333115724 6222.59758144947 6238.71925157685 6248.45944956578 6256.28653813775 6264.65709930444
"trial49" 4011.77157432652 5326.97918717523 5701.49697212078 5899.74190849471 6021.32237934102 6109.86363267822 6161.75476228864 6199.00602792319 6220.99360910182 6238.63646621362 6248.50660026704 6254.97902623923 6260.40084075121
"trial50" 4007.47144464439 5332.30456796438 5697.0463467574 5897.55739597637 6019.0944997767 6103.80612170901 6161.96810857019 6195.86380972875 6219.68259684128 6234.90776524859 6245.39793800219 6255.00373438686 6260.86055608474
