"m=20" "m=40" "m=60" "m=80" "m=100" "m=120" "m=140" "m=160" "m=180" "m=200" "m=220" "m=240" "m=260"
"trial23" -25.8571536745772 -24.0367528598907 -23.9312673033664 -23.8178033029212 -23.7233354668929 -23.5564338753863 -23.3324105437569 -23.0376769647801 -22.6845407225448 6.01189503319666 -22.3664413106232 -22.1937215614307 -22.1323961973463
"trial24" -25.7727232865685 -23.9794567178146 -23.9039487926345 -23.8490114367592 -23.7947390583372 -23.5745188465052 -23.3878459648937 -23.0557620385934 -22.7584987888873 -22.5080215458223 -22.4714065135712 -22.3947849235479 -22.2225786060052
"trial25" -25.8207602684914 -23.936461357095 -23.9381850585124 -23.7144505431975 -23.7501106395686 -23.475054362032 -23.3046193188469 -22.9549064003024 -22.7454451084307 -22.6261553186989 -22.243996466945 -22.2463368921538 -22.0955922229146
"trial26" -25.7853055412845 -23.8893809406702 -23.9517368081952 -23.9195846068223 -23.8244391164674 -23.6099921025532 -23.3350971315391 -23.0386063206374 -22.6029756250925 -22.6611605547237 -22.3879182352633 -22.1880310515235 -22.2321612451308
"trial27" -25.8017456606649 -24.0406648504545 -24.1299754429981 -24.023971459357 -23.7464643376704 -23.6152337460285 -23.3966262133887 -23.0586725084144 -22.5745707202469 -22.3075382382945 -22.1915951030257 -22.0183330273581 -21.9806516107559
"trial28" -25.9009015064687 -24.0051846421744 -23.9829847080034 -23.912757414956 -23.7504923191921 -23.5042573070258 -23.344096006585 -23.1276202469198 -22.7589145487044 -22.4867783621823 -22.3135524299698 -22.3320275876467 -22.3236173979292
"trial29" -25.7679215603655 -23.9531702049184 -24.0098060244148 -23.8523589929541 -23.8185711631389 -23.5728894268412 -23.3327034829371 -23.0475911162054 -22.7740735569193 5.25537377160996 -22.5482239039184 -22.5006935174394 -22.1490758689861
"trial30" -25.8711811634197 -23.9112281773318 -23.96131115074 -23.8078050995788 -23.8639663470133 -23.6867814513652 -23.255833151457 -22.9760187397649 -22.796102524981 -22.6197296696348 -22.521130439734 -22.4569563303551 -22.3757655442322
"trial31" -25.8094044344657 -23.9405461870532 -23.9200332491951 -23.8976398272551 -23.7516683270409 -23.6614654930225 -23.3722662197271 -23.0434358065956 -22.7492758322388 -22.6217947485925 -22.5214342057042 -22.4269720204373 -22.1681711554972
"trial32" -25.7730611323558 -23.9341520785528 -23.9569769284353 -23.9123785932817 -23.7819298177715 -23.4930808945535 -23.3042373076994 -23.1208484618743 -22.8432255504163 -22.4961315840793 -22.2899712923027 -22.1352261201832 -21.9891242673735
"trial33" -25.7289344888552 -24.0282187943652 -23.882621964008 -23.8363788831977 -23.6913052718443 -23.5011623396836 -23.3139040999703 -23.1609560296955 -22.7402265289116 -22.4050017688774 -22.318002986589 -22.1447831598725 -22.2713196657829
"trial34" -25.8941132348919 -23.9222744619526 -23.8684680943457 -23.9698968367239 -23.6970529442828 -23.5576071452133 -23.3297568295742 -22.9216975871578 -22.7237340658756 -22.394806248656 -22.2540943065642 -22.2926450826821 2.98607472757385
"trial35" -25.691605296102 -23.8895322358426 -24.0002475648323 -23.8702875276959 -23.827185461561 -23.5742831659394 -23.306596479173 -23.1475250412427 -22.7612052557515 -22.5110735428549 -22.4461280893495 5.13656073879214 -22.4197135393202
"trial36" -25.8009299466465 -23.9840483609318 -23.8499506209423 -23.8230645622242 -23.6307156839664 -23.6137049511648 -23.1856312467384 -23.0533096562642 -22.58122605584 -22.5129626387907 -22.2333967333106 -22.1019286472505 -21.9368001801069
"trial37" -25.8110791416609 -23.9280143523264 -23.9355779027767 -23.7743711390158 -23.6432900480706 -23.5989381914892 -23.2945842135537 -23.108324931002 -22.8105875314375 4.82114634414407 5.88936349467315 -22.314685176472 -22.2686426158753
"trial38" -25.8083827393796 -23.9772632418073 -24.0259459102414 -23.8433218529061 -23.6812564964962 -23.6056840064321 -23.3806937244285 -22.9266770769715 -22.7248716569812 -22.4727506336193 -22.3593453321152 -22.1340574810141 -22.0541313114164
"trial39" -25.7778359088094 -23.9189812650118 -24.0266073243904 -23.9582282356266 -23.7749117626765 -23.4661812060768 -23.3098145900963 -22.7258322665474 -22.5602088925295 -22.3638073999964 -22.2679901746337 -22.06182285433 -22.0793889270307
"trial40" -25.8040167208371 -24.1052140294538 -23.8725214289225 -23.7950076429201 -23.7942135413583 -23.5576765777957 -23.2454564159549 -23.0229665961455 -22.5866326334677 -22.4593928307831 -22.3827803331354 -22.3307206157931 -22.0861663955626
"trial41" -25.7250190783297 -23.8881062324785 -23.8856366268209 -23.8005043512097 -23.7329562584345 -23.5738271598109 -23.4508353827331 -23.0174306042652 -22.7711272616759 -22.5937687920253 -22.3587699773038 -22.3260170576033 -22.1905755388491
"trial42" -25.7724458146386 -24.0375857554186 -24.0245850573911 -23.8954446976379 -23.7728990367064 -23.5877699212902 -23.2723175625055 -22.9072505325194 -22.4771216922392 -22.3614378243272 -22.3975812790577 -22.2353778806845 -22.2006671932865
"trial43" -25.8898349556579 -24.0192741843772 -23.9930453186281 -23.9633374150284 -23.739711516115 -23.4893612228618 -23.226178447589 -23.0467444547452 -22.7648607542014 -22.6199148364203 -22.2287412134874 -22.2475196870696 -22.1176636178938
"trial44" -25.7622799072228 -24.0481917780474 -23.9963749805097 -23.8377274504431 -23.8066586699619 -23.5155700197857 -23.3598322940502 -23.1263952709013 -22.5797056467012 4.26488137546542 -22.4053859550455 4.52778422256946 -22.1526777013436
"trial45" -25.7754922433064 -23.950499321134 -23.9534808280716 -23.922602012057 -23.8166149516117 -23.6694335169526 -23.3408444040146 -22.9171071196591 -22.6742487311187 -22.4571801529233 -22.291194444971 -22.2734929373795 -22.230016319827
"trial46" -25.7562627052102 -24.0815679445038 -23.9215653621282 -23.8527330838129 -23.736962541832 -23.5467815496443 -23.2958874385176 -22.9192467051265 -22.6743266911108 -22.2808628934442 -22.1635459891807 -22.1569283751958 -22.2362997689628
"trial47" -25.7763561001024 -23.9066434893275 -24.0283960323138 -23.9268916567384 -23.8584681913612 -23.6352813547048 -23.4583027944276 -22.9667805423394 -22.6532054859605 -22.3891756493164 -22.3305974983716 -22.1185675325645 -22.1762404821304
"trial48" -25.781480030811 -23.9545873734921 -23.8166149015348 -23.7979315297802 -23.8180942006094 -23.6353682604096 -23.2647730320799 -22.9107601703325 -22.7764094445468 -22.5248370674161 -22.3876396336321 -22.1281338000099 -22.0415516895554
"trial49" -25.6713795166593 -23.980882553894 -24.0125938066175 -23.9002350582874 -23.7909746064457 -23.6283101063559 -23.2726455096093 -22.9824718648374 -22.6800884437206 -22.5455655948336 -22.3448672380403 -22.3288710708422 -21.9314294068452
"trial50" -25.8210648635529 -24.0272705193571 -23.8201476672811 -23.8279993619731 -23.7706846881343 -23.620625676743 -23.3563809963489 4.74502378779401 -22.7094355042849 5.39770693022786 -22.3458709927057 -22.2123847447941 5.76128150245909
