"m=20" "m=40" "m=60" "m=80" "m=100" "m=120" "m=140" "m=160" "m=180" "m=200" "m=220" "m=240" "m=260"
"trial29" 4082.3235010003 5444.1751920901 5828.00641379607 6025.31093374114 6152.24646397716 6238.90569785115 6295.47872076239 6334.74690455128 6357.81091754133 6373.37873647531 6385.6884714464 6394.60539849496 6400.63882657352
"trial30" 4095.84152253171 5445.82309582836 5830.37268100553 6024.99663485254 6154.22388552666 6240.46591927302 6299.72567262881 6334.36123329938 6358.64189415674 6374.29054042401 6385.24063633461 6394.63125764891 6399.93902467471
"trial31" 4097.9916201491 5441.25668448299 5829.86900768559 6026.83031525147 6152.83976165324 6244.56351040642 6297.03158372816 6334.58107016123 6359.90080641782 6373.64904503804 6386.86163931158 6391.00965486656 6400.68678196966
"trial32" 4092.3593785946 5452.45742092118 5828.21611805483 6028.98100891927 6153.13646850564 6239.96125300104 6300.15466794187 6333.15147134582 6357.32538616555 6370.78997323702 6385.01133202602 6393.52660064538 6399.61740194239
"trial33" 4095.15580314713 5446.72756522859 5822.48104119011 6027.03722987702 6155.37447426361 6245.8316011686 6303.67172295245 6336.54473205748 6361.66340186106 6377.3368985457 6384.81684442991 6395.834668024 6401.21564513603
"trial34" 4087.06979207359 5447.90074306429 5822.94077188346 6027.32707428506 6155.69744967442 6245.47178737826 6299.23722148977 6333.54482008079 6359.51580973159 6376.45842583244 6386.0067464127 6393.69202824687 6400.62011475143
"trial35" 4087.83974264051 5449.27078824162 5829.36936699421 6027.36750419049 6151.2687468676 6237.36320955124 6299.02900075998 6335.52696564765 6357.02148693267 6375.23022298484 6386.88396421357 6392.92140502212 6400.2499571448
"trial36" 4093.96508213076 5450.91029807088 5829.22575601163 6030.17082918207 6155.88968398093 6241.04881414943 6300.48625994943 6333.82119364466 6359.6201346625 6378.35401758352 6389.97100712174 6393.39777589749 6400.88441224489
"trial37" 4086.83825017973 5444.10283775806 5827.24372864804 6021.33520229179 6154.67243545325 6239.10178738041 6296.20386247991 6333.03148658365 6358.13327050553 6373.15620227085 6386.18272609554 6392.81465620081 6397.30819606104
"trial38" 4088.49678992551 5450.53960977379 5834.62493479281 6032.45700165441 6157.865139849 6243.86462285234 6296.36194291633 6330.34929785603 6354.98900261135 6371.02425696445 6382.42660710397 6393.02304256204 6397.63175721056
"trial39" 4091.66077487526 5447.63542961627 5831.35302096789 6030.36911817017 6159.69904252591 6246.49590903821 6298.07248777435 6336.83158431766 6359.05396752507 6374.14552261191 6385.253827792 6393.08972848589 6396.48205830408
"trial40" 4092.64239373923 5445.84224958686 5836.99739968929 6032.75392261409 6157.37590538242 6245.04826357401 6302.76930015188 6335.88417021779 6361.13648513075 6374.99048813615 6386.19312890139 6391.73785078128 6397.64572873687
"trial41" 4082.86352826208 5448.31115605823 5819.38680375411 6024.35958208652 6151.12409054435 6238.80724097577 6300.12211079171 6334.14998142114 6359.18285873058 6373.93002511068 6386.41602001578 6394.13710605312 6402.9029724675
"trial42" 4100.601308225 5438.6586307768 5819.50078497534 6023.20166152731 6152.64715441542 6241.2145073359 6299.14434422373 6335.69072210421 6354.30069080757 6372.68652724072 6385.19353729903 6393.85383671335 6399.3795680884
"trial43" 4105.77862564141 5448.94880862257 5831.45436520383 6027.22001314031 6154.26777676346 6244.00383366566 6299.71385192397 6334.1505274907 6362.64769699946 -811.887900114712 6386.93116216991 6394.85885650831 6401.09498082833
"trial44" 4082.77893098511 5442.33710780553 5833.38734165055 6028.68576193181 6149.81182063557 6241.29708358618 6297.24600293597 6333.10228115746 6355.33702880455 6372.49670945965 6382.8784933095 6390.73329724867 6398.69304153262
"trial45" 4086.16311298916 5447.1071594409 5825.45987180882 6028.240672919 6155.14951580555 6241.88278418096 6297.29044388194 6336.34288287305 6358.18852289265 6373.03745189368 6386.56699340273 6393.31005159593 6397.99993320707
"trial46" 4093.488127865 5446.13521306851 5824.86082387537 6027.87748195254 6154.27658223718 6241.88109650811 6297.23310318185 6334.75370371519 6356.97830061638 6374.4434966755 6387.74524071673 6394.50853178257 6397.96673933657
"trial47" 4088.24297694203 5438.90373854121 5831.98332963863 6029.63853346289 6156.20537470436 6239.45222483421 6299.5122517366 6337.00926919493 6360.10469137211 6377.44301589883 6386.97056358577 6395.97112407424 6399.85191248778
"trial48" 4078.6300603566 5437.39310631284 5827.29784270325 6028.82941618754 6156.56027609658 6239.01617479939 6301.32521476276 6334.38464939662 6358.78991668758 6434.2387674782 6382.15655404544 6392.27973104747 6401.06543590008
"trial49" 4110.88665926885 5452.11519432272 5831.23568773256 6025.85521772481 6155.67049362651 6239.67153148083 6296.77462825323 6334.48362107604 6360.83932307716 6375.20056005522 6385.81035473921 6394.81290425729 6402.51745407408
"trial50" 4083.51630470842 5444.15574037898 5831.03407564912 6027.95137337019 6149.97986433479 6235.56847051967 6294.26456505756 6333.23882911728 6356.67644216206 6375.09955979124 6385.50021037855 6394.2148810421 6399.68237897899
