"m=20" "m=40" "m=60" "m=80" "m=100" "m=120" "m=140" "m=160" "m=180" "m=200" "m=220" "m=240" "m=260"
"trial1" 31652.5238983964 4680.24957653325 2301.02609210533 1440.57544213272 908.393564551978 580.241695610919 387.152252820915 268.868431310274 212.7470545106 175.215681080101 160.195502997536 148.292304592257 151.803714423032
"trial2" 31872.3476412082 4662.31341226844 2283.66864121592 1359.4180611652 841.665942027564 576.741013944937 384.864663569596 271.204186463132 215.735024481307 188.322311928987 163.174436141163 157.720291190153 145.73886635181
"trial3" 32331.0045352991 4626.85309194451 2258.90649573756 1376.66018294037 897.215325615651 566.965545398012 363.69434340564 277.992334456296 209.607202962079 1 161.325108447147 151.154470251696 146.74919677313
"trial4" 32184.358038198 4646.95472379614 2323.61819609531 1354.91687670619 870.605258292673 583.228673995512 379.914264746348 1 216.842044200555 185.347697114262 164.629089987217 154.968229814965 146.692354377612
"trial5" 32168.9651877136 4756.73110768825 2316.15707345782 1381.47767722907 901.635626737102 567.187559622283 399.245377260577 273.733609898549 219.26079117361 193.724215437708 1.33822766012911 153.673514105548 144.562694027587
"trial6" 31847.6504344825 4701.66599301293 2324.03793008627 1387.70049339541 867.192531886173 589.272723639354 383.906480638026 1 214.799847932258 185.399868734827 171.01714021074 154.113746877643 1
"trial7" 32124.1092402957 4806.11105417677 2315.87810317675 1367.55658683613 856.599209373142 579.151598875418 368.65662429131 263.278560174187 215.582787324751 188.124334189793 173.216531470337 156.529863580752 148.305877322945
"trial8" 32509.3439729139 4587.70720140434 2274.86396312272 1349.10821963386 845.336674825168 561.546078400586 395.060976485414 284.166392580689 226.364004440251 185.686387657 1 156.705173340127 150.485399997634
"trial9" 32276.9652466676 4690.74881949602 2335.10016876012 1356.11381122049 882.676904282659 582.623676813244 397.263669056727 268.686871789786 222.257571224776 190.005987289857 165.007352608247 154.116300245241 143.129307937825
"trial10" 32001.5315651099 4750.90656504938 2269.4168841683 1370.28955243301 862.223742282374 573.644834086121 380.120604326167 263.952541314795 215.317703497226 186.382506293823 164.42638187243 153.545335222294 143.663958873553
"trial11" 32050.7610588167 4755.08517135411 2314.1473927564 1360.0184203665 863.053414698999 583.335737650514 385.521240190144 1 206.417673482477 179.530813636719 160.588427332294 150.055283710552 1
