"m=20" "m=40" "m=60" "m=80" "m=100" "m=120" "m=140" "m=160" "m=180" "m=200" "m=220" "m=240" "m=260"
"trial11" 4111.08602154106 5413.21493352635 5783.17697231764 5975.38003566716 6093.31283330685 6177.43621225589 6237.4288556554 6275.68469706673 6300.16473607523 6317.21730437611 6329.89310135849 6337.33741366984 6343.57018466042
"trial12" 4106.99450569266 5414.82806636987 5780.36940488573 5976.12981164822 6092.52890345214 6177.94005327064 6237.07811055743 6276.93185808153 6301.30360731024 6317.52087198375 6329.5090088627 6337.69819665007 6342.29205803224
"trial13" 4100.90895781145 5413.14466793652 5782.75175540049 5973.43488719986 6096.61026348407 6180.61264172255 6239.87801847366 6277.39618897875 6303.76060060561 6318.22859672122 6331.30201653981 6339.76976500726 6343.55741351041
"trial14" 4109.07999391796 5411.19513864217 5778.45223519654 5973.5068059303 6092.83871689549 6178.03433093083 6239.44918727155 6277.40995881774 6301.75469150259 6317.90986661467 6330.38723608194 6338.54427374508 6344.0315375353
"trial15" 4107.33642351224 5417.81277298365 5778.49949320181 5972.61633226181 6092.8007277454 6178.39937279685 6236.35313143049 6277.00773030906 6303.41053444462 6319.19095737315 6329.05153301391 6338.56466693651 6343.67675699753
"trial16" 4106.19478881753 5411.96218478859 5779.59281306498 5973.26299055028 6093.63906862323 6180.34099110073 6237.13940193288 6277.72778627924 6301.78125955996 6320.10107925326 6330.68324983643 6336.74425307041 6343.53097703227
"trial17" 4104.92185386907 5410.91010844796 5782.32943257988 5972.78300180863 6093.67340001067 6176.82548240347 6237.19302577975 6277.34083197552 6301.55758268372 6319.32052566346 6329.96882102023 6338.75490582625 6343.13178336286
"trial18" 4109.64941245228 5414.40560079718 5781.18071306316 5972.82511651175 6093.92141048074 6178.88627872436 6238.067050169 6276.75614184157 6302.03084079259 6318.4628831847 6330.5372084273 6338.04624470052 6343.08986557142
"trial19" 4103.05202461204 5415.06641269549 5782.7102874985 5975.97513145693 6094.73011054789 6179.95447888549 6238.17777215926 6276.68816739865 6301.2065057011 6317.2113283939 6329.2476128152 6337.38935126366 6342.62250499369
"trial20" 4103.83477523093 5408.53595825529 5784.13764839627 5973.38227064616 6095.71752215037 6181.59989942826 6238.34385403851 6276.40596115302 6301.22756003375 6318.76803500365 6330.76935290496 6337.61324522841 6343.12243219984
"trial21" 4103.56409792009 5414.63301715834 5783.34715298446 5973.60751503153 6092.44330590316 6177.27351869338 6238.79039716516 6275.96675231029 6300.7032346664 6317.97392311641 6330.74270969012 6337.27117342974 6343.31835824745
"trial22" 4110.77858297724 5418.62969070277 5781.30763287028 5974.70360130656 6094.51772002519 6178.75518769358 6237.58155998706 6278.29635534055 6301.610871091 6317.78680921655 6329.41552373106 6338.23422767066 6344.89526533991
"trial23" 4110.44642175764 5410.30505884221 5782.00239632451 5969.74312409189 6093.31292437437 6178.04493048367 6238.40944369064 6277.59031271244 6300.84500234678 6319.35741926331 6329.50099717735 6338.0769885973 6342.54285666825
"trial24" 4114.34963783986 5413.61249407991 5781.88652455636 5972.17143144688 6095.14873851366 6178.24637250686 6237.29722881169 6275.85247179705 6302.82535077254 6317.62333079209 6330.32788485066 6337.09822406089 6342.84116789862
"trial25" 4108.98354889568 5416.54998250237 5781.1857383648 5974.60758696013 6095.51341188599 6178.92930012906 6237.24615289447 6277.9526788155 6302.68940362129 6318.68812150296 6330.07522659316 6337.8146424423 6344.69752550512
"trial26" 4113.52341809837 5413.66349131622 5780.44208190886 5971.35467248635 6091.76354958016 6179.69549711386 6238.21066585623 6278.07974433389 6303.09830022958 6318.14107963842 6329.77922834154 6336.60140829322 6344.18155405519
"trial27" 4105.56080070482 5415.16995924756 5786.26088109122 5973.09093699586 6095.8261445886 6179.70047655108 6236.92803995579 6275.51931433145 6301.8884513853 6319.03237800025 6329.20096558259 6337.99297647341 6342.98836931754
"trial28" 4108.49634068845 5411.00727881862 5778.80763915062 5971.84596191421 6093.46010189749 6177.60315950902 6238.1414803326 6279.45974535234 6301.51987008345 6319.15907201546 6328.88199730068 6337.82831624834 6344.00838444543
"trial29" 4111.62808696001 5412.28225967416 5785.1660787982 5971.65412651559 6093.76392819876 6177.82979495753 6238.33202969038 6276.76151038862 6302.16094237305 6317.58261094661 6329.70523202003 6336.26650410343 6343.51453440875
"trial30" 4113.83584056579 5419.10111744646 5781.10299374022 5970.65187842818 6093.00086448743 6181.07905058635 6236.54951560284 6276.58314564738 6300.67626274705 6318.56812744284 6329.63235324967 6337.21262055483 6342.91399953245
"trial31" 4108.76895657482 5411.29509502081 5780.63048168555 5968.58515484332 6089.61157106644 6175.64963724084 6233.22784734972 6274.74333581941 6300.74232929489 6317.38336525006 6328.97868804494 6337.17776382863 6343.42689654616
"trial32" 4108.72374063766 5415.6041187921 5779.36570102207 5969.91973986639 6092.94307399589 6176.90038027565 6236.31642141955 6276.12196634576 6302.11686338782 6318.41900764127 6329.40853269368 6335.64346726289 6343.2373477882
"trial33" 4105.37372709913 5413.82282689851 5781.58294626909 5974.96731494427 6091.9033520892 6179.51629423317 6239.83912806575 6277.8053663909 6302.66681222128 6318.50349389399 6329.31890556344 6337.05820464482 6342.33702105223
"trial34" 4105.62732874441 5409.54619348144 5778.48274705074 5972.18455709035 6094.09965364502 6177.40496945934 6236.64164481079 6277.0633747465 6301.85101545078 6319.88554287447 6330.02070026836 6337.14439150908 6343.20975620871
"trial35" 4108.05730214869 5413.08002902262 5777.1662729747 5970.24515549782 6094.49504370913 6178.10413406071 6237.10802516386 6275.44766407417 6301.5560005251 6318.50933213793 6330.04921915915 6337.19825204207 6344.2230240859
"trial36" 4108.84499568528 5415.71679076279 5780.41303874738 5973.93192197459 6092.75380419923 6177.25645466101 6238.63059558012 6277.22585938817 6303.0403211541 6320.05475641879 6331.02558588609 6338.7965802092 6345.29220474518
"trial37" 4106.14542763894 5411.68495483015 5779.16040528877 5969.72603717206 6092.49947621116 6175.9790523261 6237.46200666342 6276.62320606167 6303.04630870164 6318.78566359917 6329.90886028515 6337.70659758946 6343.36313522159
"trial38" 4115.37128039478 5414.34463479369 5782.23852548273 5973.68478870872 6093.67796568317 6178.24062701449 6238.1158041661 6278.68078221921 6300.78527773127 6318.09385518543 6328.67343149911 6337.78894446528 6344.12994312205
"trial39" 4106.60252355116 5412.46616909832 5782.10290261182 5972.44279714495 6093.26932551604 6178.97696648527 6237.06799177404 6275.07803660778 6301.30298659408 6316.71645725237 6328.79105426331 6336.67270355419 6342.39584634477
"trial40" 4107.40533652198 5414.02543287876 5778.3242077325 5973.59787879885 6092.80319860554 6179.03366305902 6237.47724975083 6276.98403065131 6302.2635676798 6317.69646951862 6330.78401831186 6338.26874229406 6344.30698676151
"trial41" 4105.61038834283 5412.99628563916 5779.85519647679 5974.26743795233 6094.64804973955 6177.98507231578 6239.05226736625 6278.10906371004 6302.065395612 6320.0785206885 6330.58338591901 6338.42418649916 6344.39358177091
"trial42" 4105.93589917922 5416.84138290255 5782.63724800532 5974.10438177728 6093.45244994451 6178.27568119646 6236.13774579394 6277.0366482789 6302.69483979104 6318.43163869133 6329.61796850048 6337.46600549091 6344.32430275141
"trial43" 4102.86994253489 5409.3599414674 5779.66014785894 5973.49247671524 6093.09502055862 6178.56684013675 6239.97398618212 6277.95823693199 6301.78559115904 6317.83927219031 6329.79597587964 6336.79025258855 6342.09031662657
"trial44" 4115.12544320127 5412.72306970099 5785.36499492418 5977.18752736111 6096.47158166045 6179.29052986748 6240.42556499417 6278.23117757838 6302.98718114448 6318.55061930155 6331.77440932004 6338.47888213825 6343.96267433696
"trial45" 4113.42407299732 5413.1011333865 5779.20670537487 5971.28648899417 6093.35599453295 6176.61934053241 6237.29526759347 6276.51157008914 6301.67464417404 6317.36742836513 6329.66529161021 6338.38060064255 6343.29861438103
"trial46" 4109.16338031159 5414.16264883238 5782.80949547833 5977.39972269714 6093.33952342067 6177.4752649277 6236.69170914451 6276.21481977982 6301.08220315342 6317.67177551657 6328.91993720244 6336.38360840373 6342.1624001743
"trial47" 4108.02374808263 5414.8929696736 5780.12413376588 5976.11576045527 6095.09494982729 6180.30638131265 6239.00128063766 6277.27493380671 6301.8251202412 6318.48876573222 6329.58593137759 6336.87576565573 6343.05863276294
"trial48" 4104.53573935154 5416.46124013247 5784.01540429422 5974.2883769338 6095.48158745746 6178.15186112408 6238.23296666019 6277.48273425767 6301.81888805842 6318.27466961588 6330.19630111016 6338.41222619646 6343.59289311158
"trial49" 4111.10331812848 5415.40004492038 5780.10384370346 5972.2618487861 6093.19767180187 6177.23116822449 6236.0535658601 6276.15499792627 6301.63182646767 6317.98207692298 6329.63579909305 6337.14616054013 6342.98165280273
"trial50" 4113.70734235786 5417.30451365349 5786.63746650149 5974.57912373263 6094.66744697472 6181.54132742799 6239.33391527303 6277.67150667552 6303.45110148662 6319.81581378146 6331.44611146508 6338.59259810949 6344.07164747175
