"m=20" "m=40" "m=60" "m=80" "m=100" "m=120" "m=140" "m=160" "m=180" "m=200" "m=220" "m=240" "m=260"
"trial1" 4109.91262816007 5415.41060107635 5781.23927279707 5969.77048101958 6093.67678886009 6178.05297330957 6237.97129562299 6277.20847029175 6301.50713051801 6317.87816391392 6329.52422207292 6337.56515398045 6343.75348215415
"trial2" 4102.69130157199 5410.01533455214 5781.42048030434 5971.48612670047 6091.97362451707 6175.92917695373 6235.3073483374 6274.89184133653 6300.59599512309 6316.16398417947 6328.68129938675 6337.28004357673 6343.07632092403
"trial3" 4103.40203114046 5413.53109093767 5780.65005535711 5973.55909899552 6092.18920771283 6178.12971953918 6237.39164084171 6277.45373710326 6301.64283067916 6318.91348872262 6329.36132839397 6338.59577141906 6344.40422305668
"trial4" 4108.72338420883 5414.91456793996 5782.77769552497 5973.383791541 6093.34019306385 6178.13785720432 6236.8759375786 6277.61099593441 6301.37133027519 6317.71899427705 6328.18467182107 6337.46998764323 6342.84186857777
"trial5" 4107.61823612516 5411.05500832011 5784.12399637928 5973.63904954087 6099.07083972644 6181.3610506088 6238.15886811373 6277.34715258836 6303.56070142411 6319.60359874644 6329.91118959013 6339.15716521335 6342.30046535375
"trial6" 4113.66354448107 5412.64528921084 5784.66460468137 5973.52852816031 6092.91585253585 6180.04105033341 6238.68155701504 6276.705673937 6301.7316043893 6317.6327994094 6329.64223154929 6338.40540436276 6343.44684793338
"trial7" 4105.70008728248 5413.12237532108 5781.07151602524 5975.55077189672 6093.96234327222 6180.8518523465 6236.53844070766 6278.42517971722 6302.47297076121 6319.55943833888 6328.70275429272 6338.9335182802 6345.39704646948
"trial8" 4107.42643455435 5412.22028717954 5780.23132730009 5973.94100389158 6095.06999502255 6177.2333773018 6239.08991134275 6275.45625436649 6302.55657742033 6318.50711530861 6330.39671446572 6337.14314159934 6344.03033781409
"trial9" 4107.05625076114 5410.71874581626 5778.83040350565 5974.87869558938 6093.52880285878 6177.39184401912 6236.79211175444 6275.49875654026 6303.24447072977 6317.61209358574 6328.90588407397 6337.7664805126 6343.51503960824
"trial10" 4111.30620430805 5410.63484832107 5781.49146793454 5973.77064119632 6095.95131403438 6178.91629353909 6237.82615097308 6277.67873748669 6302.31743389332 6317.80153818938 6330.23294734521 6336.42710063712 6343.43881514273
