"m=20" "m=40" "m=60" "m=80" "m=100" "m=120" "m=140" "m=160" "m=180" "m=200" "m=220" "m=240" "m=260"
"trial12" -25.9009570999226 -24.109525445265 -24.0351839581166 -23.8945521347503 -23.9154624948798 -23.648583309598 -23.4667049324374 -23.074750554119 -23.0021641107079 -22.8286366669159 -22.9288567268559 -22.6586445399904 -22.599874909281
"trial13" -25.8802139529604 -24.1395786476669 -24.0213900868171 -24.0009657917251 -23.768076783696 -23.6517432532735 -23.3496520017774 -23.0815236967449 -22.9885444687842 -22.8522589577494 -22.6048233316337 -22.637952557504 -22.6202686814232
"trial14" -25.861684346431 -24.1006601919735 -24.0905439857544 -24.0311473603481 -23.8259925920389 -23.6337870528334 -23.3706873010864 -23.0874848165503 -22.8472277841774 -22.9066827601611 -22.7062148224847 -22.6288545527065 -22.6670208239588
"trial15" -25.899769718017 -24.1847404849815 -24.0357552034039 -23.9974327029637 -23.8557386779472 -23.6150464066624 -23.3801124023893 -23.1123226603202 -22.913828275762 -22.9861237286979 -22.9575879059549 -22.8731959154362 -22.6146193382201
"trial16" -25.8970045037432 -24.1439319698484 -24.0524207899249 -23.8564366203344 -23.7766982694845 -23.6140043497643 -23.2636180894946 -22.9831641428391 -22.8884216561223 -22.6306182898752 -22.7436451817421 -22.6247872519528 -22.7588845219276
"trial17" -25.8637935026349 -24.0973599577113 -24.120975980014 -24.0537399378478 -23.8951598829935 -23.7106740932765 -23.5917995606474 -23.2589772825742 -23.0382471529974 -22.9203333723585 -22.7499402657233 -22.6241188336258 -22.6914459399512
"trial18" -25.834828012027 -24.132883285161 -24.0512673783754 -24.0879872975237 -23.8409914454216 -23.6587396781213 -23.3787350296218 -23.1085441411831 -22.9248323956668 -22.7315127210509 -22.725059015573 -22.4406862597567 -22.6104749834994
"trial19" -25.976567493154 -24.2161466019142 -24.1446243021479 -24.0809123990953 -23.7088880154447 -23.55813082372 -23.3067772917008 -23.0679207167485 -22.9659579993377 -22.7787140674335 -22.7700974819846 -22.6477732617471 -22.4484409957973
"trial20" -25.8986064515499 -24.2143725740055 -24.1810372154956 -23.876108565627 -23.7411873373237 -23.6098959068342 -23.2310048461638 -22.91977470793 -22.802625411002 -22.5295796921435 -22.6234589820957 -22.64453413554 -22.5275053488985
"trial21" -25.8823037072985 -24.1523361949494 -24.0826395663676 -24.1239145820553 -23.9524739196027 -23.7300640105652 -23.4135000473453 -23.197679340604 -22.9196602873037 -22.7981587923351 -22.7201085671 -22.7531481191009 -22.7184459488049
"trial22" -25.9043514986241 -24.1065153864773 -24.0730378748898 -24.0912402480069 -23.9316597978588 -23.7080102389543 -23.5296540532763 -23.1373101177688 4.08614584120434 -22.8706441453424 -22.7032904875211 -22.6522477878078 -22.5680988535224
"trial23" -25.916412483701 -24.1027400236646 -24.0645561399347 -23.9673987628877 -23.8498931860741 -23.5896955445443 -23.338941945446 -23.0451698014353 -22.9753004955236 -22.8534361291684 -22.6799958996589 -22.7669154677971 -22.5238684407349
"trial24" -25.9420429280773 -24.214297920526 -24.1234117587848 -24.0414638958281 -23.9782644614527 -23.6522585788889 -23.4682308308861 -23.0534586172797 -22.933173270435 -22.9454053311483 -22.8159192392404 -22.533485266768 -22.6361075779242
"trial25" -25.8620221333841 -24.0898739630861 -24.0028562937473 -24.1075748667135 -23.8566013318635 -23.650121036651 -23.4177715719906 -23.1822530566141 -22.8955203576109 -22.8450947149438 -22.762487926358 -22.7895786246888 -22.5817633151187
"trial26" -25.8675972856001 -24.0691061892942 -24.0265153737528 -24.0045174527042 -23.8977928275894 -23.6530221267022 -23.2694332596585 -23.0721806624918 -22.9513363407644 -22.8402164317526 -22.7430461442548 -22.6252814086628 -22.7099249918155
"trial27" -25.9321265688063 -24.108654611968 -24.1629748526334 -23.9777183522206 -23.8171457471285 -23.6814609370402 -23.396523857737 -22.9429696790277 -22.852377264181 -22.7252597983966 -22.5783429600998 -22.5045369381271 -22.5655652726886
"trial28" -25.8645614149206 -24.0978273871076 -24.0927643264582 -24.0120029722858 -23.8473860172286 -23.7086137561674 -23.4013013662883 -23.0453195955541 -22.8105567715163 -22.7764427851345 -22.633134000836 -22.6234822023709 -22.6293374173026
"trial29" -25.9864671953709 -24.1285290989123 -24.0762111840188 -24.0075924393497 -23.8715141081766 -23.6787729507608 -23.3213731342901 -23.1575225292294 -22.9586521131891 -22.6997989478798 -22.6676417069933 -22.6232154262956 -22.5411375410909
"trial30" -25.9141775649914 -24.1148131371688 -24.056951530995 -23.9553377309345 -23.8464515138611 -23.6255240210727 -23.3305369998078 -23.0152032183687 -22.9282000014687 -22.7316513544369 -22.6137082216359 -22.6178992401422 -22.5357759625441
"trial31" -25.8370055227565 -24.1831246743667 -24.0587446326989 -24.0056662744797 -23.8612143085326 -23.6126671521735 -23.3552704064217 -22.9879177148832 -22.8695814942455 -22.813187616056 -22.7311721593575 -22.7499170868393 -22.8246463002842
"trial32" -25.9028178733558 -24.1072998933894 -24.0843493012392 -24.0230086179489 -23.8640609962264 -23.656018511408 -23.3899088980759 -23.2393366840314 -22.9615274574492 -22.8306161450439 -22.8409258769021 -22.596112300831 -22.5260848926109
"trial33" -25.886101851261 -24.1336472865432 -24.126893273296 -23.9426267453228 -23.8057297633643 -23.5387952280743 -23.2128687027893 -23.0175112775615 -22.8248663573101 -22.6757752588122 -22.7302511185391 -22.6554397540425 -22.5967134072889
"trial34" -25.9425445766194 -24.1174405848668 -24.1112879504039 -23.9808772663166 -23.8908177781856 -23.6472291583636 -23.3623480855295 -23.05593629506 -22.8812771218628 -22.7863083826868 -22.5934853024766 -22.6406342559502 -22.4304185000257
"trial35" -25.9511269625301 -24.1503055328048 -24.057947783138 -24.0284299147189 -23.9414292620301 -23.7128406480841 -23.4176113792863 -22.9813156275949 -22.919161548503 -22.908835980025 -22.7954936316232 -22.7228395539136 -22.7240963893224
"trial36" -25.8782546179416 -24.1340360333768 -24.1264319610884 -24.0383534009406 -23.9836403413086 -23.6989467547221 -23.3243173337342 -23.104260315904 -22.7497437626856 -22.651209211052 -22.6047214491248 -22.5034317314948 -22.6371378512107
"trial37" -25.9209643950774 -24.1142798397311 -24.1033205278736 -24.1003729511865 -23.9069093239347 -23.6924092375166 -23.4407545746038 -23.0966985294952 -22.9879121167349 -22.9326668928666 -22.6109967048762 -22.6897284787056 -22.6278530702352
"trial38" -25.8680698411246 -24.1084314010486 -24.0241525238142 -24.0086842807057 -23.7786744523881 -23.7561896582484 -23.608075849558 -23.239375219106 -23.0482565145002 -22.8695968930672 -22.6536073477093 -22.6927956520836 -22.5725268091381
"trial39" -25.875831592184 -24.2207273883667 -24.0542037626738 -23.9332396804613 -23.8819224178952 -23.7215718204436 -23.4481353414934 -23.1448685098207 -22.9692168548914 -22.9700199094278 -22.8117116406442 -22.7333291537717 -22.7690312662851
"trial40" -25.8574854913565 -24.195243424852 -23.9899626671541 -23.9821406230539 -23.7776830360663 -23.6704229271769 -23.3518664673966 -23.1828351154477 -22.9181502470579 -22.9175451266468 -22.8328701757038 -22.8617596227354 -22.7345605707402
"trial41" -25.9263425086775 -24.0756540475182 -24.174161236144 -24.0079061183874 -23.8209878716038 -23.6783819410789 -23.2616176379447 -22.9511266303937 -22.7821110843347 -22.7793541762301 -22.4606734339119 -22.5555567337901 -22.4960651020468
"trial42" -25.8805650459938 -24.185103596871 -24.2845712196849 -23.879417524555 -23.8827169055844 -23.5752604219561 -23.4188638848753 -23.1038940513946 -22.9268825368077 -22.6987069490966 -22.6112445697814 -22.590904894884 -22.6109008024496
"trial43" -25.7895353217937 -24.0970892391271 -24.1161777134406 -24.0762922002896 -23.8940715882209 -23.5410993451694 -23.3502791219119 -23.0579576951639 -22.7896763844227 4.45869319362755 -22.7078930759127 -22.6584869836317 -22.6890737718813
"trial44" -25.9353408418216 -24.0996081049305 -24.0952498379903 -23.9795589593518 -23.9194700888406 -23.7131394948854 -23.4789456182244 -23.1937783744855 -23.0443677687757 -22.8120882293713 -22.7835188135978 -22.8043130986355 -22.6777525404237
"trial45" -25.9365275029006 -24.106402536783 -24.0736454173438 -23.8902920589471 -23.9582546377254 -23.6419751000428 -23.3698536718191 -23.1173051791368 -22.9304740353649 -22.8967703107031 -22.6300360262126 -22.5283062948428 -22.6407183827657
"trial46" -25.8772430231431 -24.1433530429185 -24.0951035502706 -24.0163670822486 -23.9033199187233 -23.6972303207194 -23.4538069291472 -23.1250428705647 -22.9694109476011 -22.7665127958371 -22.665459364228 -22.7708546355706 -22.6525201939421
"trial47" -25.8711165020927 -24.2431879555525 -24.0781693649154 -24.0142132831579 -23.8945684310406 -23.7208477841285 -23.4037729559907 -22.9919040565241 -22.8606884267014 -22.8218681347771 -22.7514639947967 -22.690003892174 -22.8780100868934
"trial48" -25.9066300011164 -24.2001824068021 -24.0621130253005 -23.8670788108676 -23.8140496915658 -23.6919268742508 -23.4308904709707 -23.2320127305972 -23.0510579631106 3.93543739660991 -22.6544296664633 -22.6150013097839 -22.7349102702
"trial49" -25.7742938460832 -24.0894185769482 -24.0150607227356 -24.0047835223364 -23.8809242217376 -23.7029638560766 -23.3517646712912 -23.0883666976175 -23.0655774396936 -22.8672552020909 -22.866279332662 -22.7229344628656 -22.4684844526427
"trial50" -25.9375458390095 -24.1418732005176 -24.0784111433424 -24.1670700120726 -24.041219887807 -23.8814771559302 -23.4724433675047 -23.2105782476575 -23.0005298282214 -22.810194566624 -22.6938854721445 -22.5194452623936 -22.464694697657
