"m=20" "m=40" "m=60" "m=80" "m=100" "m=120" "m=140" "m=160" "m=180" "m=200" "m=220" "m=240" "m=260"
"trial1" -25.9012079762105 -24.2270302814443 -24.0912995376684 -24.0423338733836 -23.8692290436097 -23.5776513037552 -23.4306265035534 -23.0766735571504 -22.8060080079603 -22.7371713271204 -22.6082364067222 -22.5414929127066 -22.5212772033403
"trial2" -25.9250943973272 -24.1097374381455 -24.0754154644409 -24.0190881348431 -23.933963569755 -23.6838313183271 -23.4225237008673 -23.1792299584141 -23.0925892016749 -22.7958684043685 -22.7393927361102 -22.760275624392 -22.7062230591398
"trial3" -25.9457529029087 -24.0757767709805 -24.1155136496168 -23.9918537101196 -23.7922389615762 -23.5663917275543 -23.3749931604013 -23.0514532023638 -22.9072505703476 -22.7368319409259 -22.6405235446659 -22.6941578322197 -22.7729621331874
"trial4" -25.9281936298743 -24.1252594269776 -24.1212146849846 -23.9739840081279 -23.7335880911824 -23.6134452800979 -23.3738369353064 -23.3015344438235 -23.1133079729333 -23.060589143063 -23.0666746262777 -22.7903794409841 5.79364607164625
"trial5" -25.9369528136122 -24.1733118317401 -24.1361611919107 -23.9794148211476 -23.9146155535605 -23.5696685606561 -23.2851247557682 -22.9346105439745 -22.8453061743036 -22.8011719085465 -22.7400138662252 5.58237709632086 -22.7023250132519
"trial6" -25.9212159247006 -24.1254005891922 -24.1249064692361 -23.9888341247677 -23.8550186668346 -23.66071854233 -23.3255319594933 -23.0838904864285 -22.9021380846139 -22.8284520725054 -22.7628364173204 -22.4128026499113 -22.4866778118984
"trial7" -25.9009217904401 -24.0450192593706 -23.9963033851719 -24.0323098672645 -23.7355199808707 -23.604615240083 -23.4063010304423 -22.9194613841225 -22.8683910443893 -22.7831635790006 -22.7073285203846 -22.5825823404673 -22.6596379380122
"trial8" -26.0364848458934 -24.0752840955165 -24.0414045161076 -23.9536579446234 -23.7378338530671 -23.5818013175315 -23.4021693380444 -23.0538885670474 -22.9276006824894 -22.9054807579208 -22.7556635687943 -22.6559850791737 -22.6346841437787
"trial9" -25.9428386199884 -24.1247563500332 -24.0579981301409 -23.9140411840635 -23.7352621720766 -23.5762776606699 -23.3398169354613 -22.9218358400987 -22.7777915032293 -22.475288538099 -22.6567141251443 -22.5235496706009 -22.503350891706
"trial10" -25.8471740199255 -24.1908719821938 -24.0384395770242 -23.9410876653479 -23.9880699152852 -23.7147380123496 -23.4457591632418 -22.998572694988 -22.917492350341 -22.6680885489997 -22.7726476164859 -22.5834332967724 -22.7192807343662
"trial11" -25.841859487977 -24.1445318977177 -24.0987651327591 -24.0747978900979 -23.9498979507031 -23.6848996866801 -23.4355219683445 -23.0713236636886 -23.0200404807598 -22.7950630691582 -22.7110812657148 -22.5872577691458 -22.4667848709761
