"m=20" "m=40" "m=60" "m=80" "m=100" "m=120" "m=140" "m=160" "m=180" "m=200" "m=220" "m=240" "m=260"
"trial39" 30580.9662920271 4553.31953722134 2178.78667360913 1266.05741410117 783.587060861381 488.014904442896 326.324031408263 243.278905056895 194.233605450248 174.676038310291 158.199177760245 150.062562694405 146.967598675584
"trial40" 30862.5842029213 4535.34167896438 2210.03566695028 1266.78352138649 796.955147295412 495.368243188826 333.200215464325 241.736248906282 195.829870048355 171.438631236285 154.146936659186 146.648778710208 142.241796694004
"trial41" 30658.2121615361 4573.36108770176 2197.10012404822 1272.63525579956 785.391298453759 503.663884241829 328.407483026421 239.220968650841 198.876213821453 170.682754157451 158.090926297026 148.61889139842 142.545710375637
"trial42" 30747.5177516912 4485.49886365928 2179.24748373881 1253.25987170981 786.922837030435 503.067049204883 341.863626337451 240.064992156507 195.063101549784 172.683628532137 158.125723775885 149.006429083424 143.194596758366
"trial43" 30647.595557514 4591.35592252416 2214.54236763169 1275.88792331681 793.677294059528 500.242526634375 327.091361050146 236.617012804736 193.356171799231 170.058865677484 158.097735413319 149.928851574117 145.512242268943
"trial44" 30524.0777520052 4563.75022818741 2195.44047340452 1253.17350901858 781.549943356146 501.208493058296 324.512822131147 241.287169899374 197.098692207628 172.438549473045 156.303814619961 148.969513975151 142.897009997553
"trial45" 30629.1805492346 4530.8475927149 2194.1380292825 1283.0178077979 789.012540617542 510.830668624394 331.434625682483 243.059132256577 194.813868572297 170.654732796529 155.467149968875 147.983533379389 143.877580703084
"trial46" 30772.2232374808 4521.27621740571 2175.46696206726 1240.72403473342 779.894086083514 501.524254198374 335.722537443225 241.735613959922 198.521540226369 174.554456180578 159.496611433586 150.284261227017 143.676776836069
"trial47" 30757.3400575014 4528.71909892766 2193.94317792281 1270.1378130013 782.051268664202 490.575886624548 327.642114233266 238.053919151671 196.353795123105 171.680772841984 156.743447700442 148.774417982847 145.575244497273
"trial48" 30924.9832126845 4523.71672562391 2174.99926876299 1260.47703199065 784.726839030162 502.032322971214 330.752363808482 238.430660855699 195.270703372278 171.179501490261 156.427740597886 147.494305886186 143.518286620613
"trial49" 30779.5030147199 4496.18951513196 2196.72415216999 1276.46170635829 796.034806863644 508.685401377383 337.578755778206 243.986780704152 194.632530824031 170.224771352607 155.821155756569 146.482363310928 143.796136650529
"trial50" 30452.3920101169 4562.13362756369 2159.79508311642 1278.64867652827 784.300713195744 494.438709028652 327.459029119188 243.974601858132 197.264400943375 170.768198051918 156.872651262268 148.175202770668 144.606155336327
