"m=20" "m=40" "m=60" "m=80" "m=100" "m=120" "m=140" "m=160" "m=180" "m=200" "m=220" "m=240" "m=260"
"trial1" 30798.8324848649 4502.92592260046 2170.08146869457 1288.41366760692 798.817111602842 507.984611468889 332.329981336704 238.607760263559 194.331334531798 170.961911798823 157.169571283031 149.929490695637 143.263502291759
"trial2" 30719.502039737 4577.91231778612 2179.96512983719 1271.01232187709 790.552509602396 501.608537177637 339.396976462608 248.759816110481 196.702684741704 175.093128705388 158.673043024189 148.77696076977 143.114067320694
"trial3" 30682.3675020217 4570.10566019828 2178.609298191 1276.43497600022 797.011826133131 498.255758381879 330.250373555661 237.698111666569 197.218624431467 171.772897405079 158.758250149949 146.137056744012 142.333786136229
"trial4" 30874.810219458 4508.8255713622 2186.12779977998 1271.83325892535 796.965533300112 500.152090067891 334.014228060404 238.979664882599 194.750467000442 170.962440971297 161.748691758689 148.032340197809 142.991838674943
"trial5" 30736.9219977779 4547.82342931255 2194.99652768692 1283.64722006704 766.044081607222 488.03105142938 332.451023263253 239.054098166046 193.436241000792 167.25325791448 155.019355819226 146.533701590102 144.442641004292
"trial6" 30555.2532027824 4551.16455367578 2178.79317894132 1263.66899469468 804.004758713 493.185793693086 325.325413428645 238.805740805768 195.365776097544 174.503316180743 158.504208155308 148.233072517459 146.496539116171
"trial7" 30719.536210919 4535.70074818738 2199.92430604294 1274.87090185162 793.887764849777 493.791636106072 335.828232813359 238.838998311717 197.801281348868 169.474148306186 159.07559362248 149.019778553732 142.425141177414
"trial8" 30816.599186145 4572.55130391361 2200.2300720414 1269.90348896047 787.643873292253 509.992951031844 326.946885470049 247.74531428804 195.094863000558 171.336278373794 155.085163865858 150.361619270871 145.31560334607
"trial9" 30886.6943265869 4546.5833432332 2222.12445235879 1269.13285386396 785.014080119897 505.387931803179 331.537625646565 242.584038590893 190.934950709178 170.133225403654 157.390508504116 146.862594515795 142.36725720575
"trial10" 30598.0656847398 4542.7908864701 2192.28528609896 1271.7367596128 778.730713406283 501.328912941811 335.309012997238 238.767937743922 196.38415372131 170.528583053264 155.844515558024 150.177037452463 142.041714304669
"trial11" 30726.7845747269 4511.8796633237 2190.30168453886 1257.97749357047 795.868237186969 501.950838766016 329.286872840602 244.922396297963 201.676135416118 172.003148150358 159.109082062345 151.011256369622 144.825197526978
"trial12" 30703.6496088653 4517.98308571956 2180.32129645134 1264.45989197042 793.554963646058 492.265847177242 336.220062801525 242.878751777291 198.311017322141 173.073042004442 159.173320463852 148.575627669983 145.779245445875
"trial13" 30648.1252115613 4545.16329340907 2182.67892466505 1262.0302878722 773.276120320824 495.466665580105 327.18841735412 241.958343911748 193.825578449342 172.625831903344 155.9855508024 147.13509875248 144.266463164314
"trial14" 30708.823072616 4544.71975998826 2209.85335184339 1273.08551469875 799.255760186783 502.599072605945 329.929142664942 240.290207725305 197.032314929744 172.420636102668 156.470954384682 146.09005196928 142.902054087536
"trial15" 30565.626689977 4507.08251048421 2219.78898014335 1273.54089474363 794.121158760087 500.568617162425 335.41536740201 238.97753798255 193.676294317944 169.073297833152 157.172479417587 146.849044482358 144.546502974748
"trial16" 30544.9525686369 4561.83421488217 2194.74878817497 1272.84834008314 789.578568323194 490.080550717256 330.215393758916 238.841094129744 196.724662286046 167.825843433045 155.850683204937 149.994631919106 144.839937554862
"trial17" 30823.0278384617 4547.00303020861 2184.6370541209 1273.98892752102 796.425571046547 508.507389100713 336.266457771494 242.621237049609 197.038714415455 169.280654504168 155.360800645178 147.389777365439 140.125600038691
"trial18" 30566.5065796608 4495.49905639214 2192.50083674439 1275.96209864821 787.052446491985 496.740419137924 328.268514771683 241.277056031805 194.294471733863 169.351804039982 154.966349142242 146.961761383598 143.32881501349
"trial19" 30722.338392364 4536.77690218383 2192.60831101454 1256.92772912784 787.490385876411 496.673342601675 323.168044686693 242.043807977932 196.001657508575 172.033539576002 159.885612738468 151.342529037282 145.96623125234
"trial20" 30642.2284241635 4561.10060824897 2190.76835871725 1272.71341881634 779.430804955865 486.651153522411 320.655684773286 241.613484359521 195.064154193376 170.550099222049 156.48159621159 149.39516982038 144.770815807334
"trial21" 30686.992914653 4489.05319014706 2181.19488363487 1288.6945224104 802.340104152931 504.54152377709 326.196973622969 244.427306490886 197.677952016031 169.80809984355 154.626542834381 147.501810506984 143.707936910682
"trial22" 30731.3521964453 4473.73866421333 2189.43481547596 1260.97390429163 786.833129720674 500.545028942716 334.221934734586 236.848978676555 198.060411509886 172.216766535515 159.038386268713 150.096884352977 141.885072673916
"trial23" 30786.8673423111 4518.59020067583 2163.92288645022 1295.58488737992 801.571322895644 504.264192563292 330.854525990957 239.123079606303 195.324431443491 170.108440499553 158.103169819204 146.79408111211 143.419966249955
"trial24" 30567.230892142 4528.6246062035 2194.3938271189 1274.69428888396 779.638245154769 502.358519184223 333.182394376524 245.645600942898 194.282237414954 172.819278317318 156.083924432013 147.850807614722 143.593905606126
"trial25" 30716.7908375007 4506.97425709134 2193.79593419493 1272.36050185408 786.161343718419 501.423020840227 337.412604119038 240.406109887496 194.918321302598 171.280756681012 155.783194162374 149.947177995306 142.06741397689
"trial26" 30747.9437914004 4508.15473396321 2217.12513129704 1279.73279152419 804.608147130564 502.796134124778 329.492211683387 238.265774105802 191.001502000807 170.010270969202 158.055794110214 150.839574183274 142.947541186389
"trial27" 30821.6212788972 4489.72124147479 2147.20525915823 1275.03774189061 778.539418822474 494.936647143299 335.638975616967 243.698283405876 196.659289931687 172.216993894704 158.495865175757 147.53290153724 143.211154297585
"trial28" 30649.9935014175 4528.85684483691 2202.07787823238 1284.18944593537 798.303695111744 504.338581349757 330.949579961339 236.255100264205 196.024658594013 170.075517070217 158.269568288771 149.463651021709 144.257315667689
"trial29" 30651.293851658 4541.46453860397 2180.82994148137 1288.88553277528 801.922222121619 507.34248281295 330.90353551547 239.13787674889 192.759191415618 171.995287741442 158.65929482669 151.505258877617 143.849599760607
"trial30" 30672.3556552704 4521.43173770343 2192.42267111248 1279.32768209061 801.60374530552 490.391289457326 336.581645352001 241.75031992029 199.882373583712 170.368793167594 158.292337379736 148.695214236533 144.755495741593
"trial31" 30516.6926776699 4561.28811184112 2173.75730563769 1285.87652563089 799.257611388957 506.035320179126 348.024957798943 245.617832209648 194.901265227406 173.545568212528 155.417199585885 146.711199948136 143.578543382717
"trial32" 30708.1698395419 4521.25858620477 2176.15021815924 1296.98583901588 795.990045309774 502.913242357178 332.694953292893 244.638745767044 193.884181932279 168.702844205142 155.231171544379 147.70374695544 143.791702612361
"trial33" 30741.7143122187 4548.66706356625 2193.5148478085 1259.97466721933 803.50916585571 498.360820073915 322.556060605383 237.882606401321 193.363777788676 172.104825973465 156.966978732098 149.716954474686 146.64309895717
"trial34" 30574.3332231789 4526.3587316491 2210.53400050727 1284.56378660337 786.137117810013 500.119083147914 331.479595903888 240.870136497363 196.018735731291 168.628351117829 156.067536020641 150.212213338871 141.725563592273
"trial35" 30794.3416732601 4479.4719395308 2201.11274416099 1293.37258198698 784.324357748117 495.685562157322 330.816366134438 245.049109499426 195.049908692324 170.833748315426 153.920284176552 148.792118263731 143.001043570638
"trial36" 30760.1741191901 4529.31532259706 2185.6159337016 1274.65564848165 800.634299932349 505.850725733757 333.183327893329 244.546088496741 195.781892346047 170.062609973618 156.359653676402 148.363720722939 143.32231608145
"trial37" 30639.3514385898 4575.5633489284 2195.88132257738 1284.29183501294 802.82533140267 516.674028178609 335.891224473194 243.490885241583 193.334093246914 169.9003967089 157.245495809578 146.715075531406 142.712389898882
"trial38" 30610.1020001012 4539.97254681513 2197.60951557608 1262.82740177558 783.246133056155 508.866428831758 331.559238188125 240.613874266264 202.142392588272 173.665517879583 160.269255816866 150.690016246848 146.44302126929
