"m=20" "m=40" "m=60" "m=80" "m=100" "m=120" "m=140" "m=160" "m=180" "m=200" "m=220" "m=240" "m=260"
"trial1" 30810.2930986196 4519.16640276344 2166.40886005668 1224.39836276203 701.016552584178 434.667292755091 296.351257299561 227.965175205816 191.440032659291 179.864805907341 164.97610424819 158.372130158701 153.306857127023
"trial2" 30839.2693163744 4530.47235653111 2115.35695047027 1189.59169912765 716.043301842113 451.363862404461 298.740260854356 226.428202437584 195.745030318884 178.418359967494 168.540101709437 163.047875851292 158.443801932512
"trial3" 30940.4867264924 4498.08663927876 2137.79187853865 1199.16710841017 730.510912325668 452.897956043088 311.191117201976 232.604479329387 196.753238103533 176.119725968746 160.335225663054 155.503168460338 153.611706582871
"trial4" 30736.4208505989 4513.80894507842 2148.51826686069 1186.93177504412 723.931559548583 445.999407153738 303.577227485741 232.457630037081 196.692408693547 178.129227563031 165.761501558834 157.858898286813 159.453750473752
"trial5" 31039.2979022092 4486.03530050314 2137.73907596454 1214.3237133113 725.292696281368 448.326767581112 305.839331180311 237.449974377589 198.667520731265 178.949286828076 165.253160572771 158.126144595574 154.616143569549
"trial6" 30952.2198377691 4522.87004866428 2124.95849916187 1214.9020956855 705.7322593383 448.868078037597 300.220406870738 226.441617764879 195.76152484661 178.53024541484 162.653133230567 158.243107356622 154.979895622737
"trial7" 31155.791363442 4457.78364159028 2144.10515047865 1173.83858935817 691.39884003257 430.585031728268 298.769220028294 236.354256723324 197.908906380857 179.886183563371 171.819524505614 165.933861137274 157.393074181973
"trial8" 31092.8459509807 4462.45488420908 2140.59855800286 1191.44959077563 717.706275290059 434.33372510274 299.794394666978 231.675767106604 197.27585315492 178.644988106242 167.895393467975 157.651162236779 156.067812794471
"trial9" 30866.1902426939 4559.44385498524 2172.34755939131 1201.64089155115 722.073116357119 446.908445731105 299.614757275228 233.294097988978 196.827094834075 175.572637051404 162.787550935124 159.050727706576 153.305982108934
"trial10" 30942.1351433076 4502.79324899623 2124.17499744254 1184.31877953787 715.636709003379 441.718020085915 299.004870928194 230.419119341551 199.645434173328 181.602390585167 166.929632611773 160.5596663349 157.95152153871
"trial11" 31127.4520610414 4470.78161356374 2174.45076776011 1202.17419407685 698.44593475509 441.131156247713 301.637264547085 231.229496845993 200.214670854206 179.085825802645 165.312866701161 157.335833134947 153.228048155446
"trial12" 30925.9706098134 4524.13296312718 2094.02378433263 1194.04828347899 704.83858677291 425.011816249407 300.798417251275 238.612701262854 199.04806771714 183.402625733697 169.47954356368 164.252819556935 160.323225213969
"trial13" 31096.1335680211 4508.94571861427 2129.67338970486 1171.39596905445 680.544809192732 431.953774234903 297.566102126884 229.072292582553 202.621390419263 180.513935792533 167.452037043226 159.655345418392 158.857633086865
"trial14" 30839.1194639536 4581.329522413 2157.10629271713 1191.54412586025 710.164592853632 449.899696516472 307.250746290014 234.093650781322 200.24606669704 180.322858544677 166.757217893206 161.362777486109 156.072181437005
"trial15" 30936.5274786366 4560.74718859097 2105.30980930812 1195.85607524315 707.922757858074 446.645067036724 295.789830774361 230.804135297254 197.91673867826 174.88003426274 163.15437190761 156.314240511767 150.933473407376
"trial16" 30877.9087231646 4496.5012049781 2132.73556910765 1193.88293202285 714.977219751348 437.236760506938 307.492251548054 232.007608805322 200.936015548022 178.334900532846 165.909880088509 161.846433419765 156.409815259098
"trial17" 30873.826959016 4515.53605768352 2173.88904940984 1205.73114866567 710.706162073122 432.126321081034 284.008897089023 225.884592951377 196.428629255474 179.631047564768 164.700722356998 159.742098308869 151.524744517075
"trial18" 30865.4961621791 4490.94051034994 2160.69143597423 1187.51254960104 717.658213129554 438.588253838617 291.816133444986 225.068397683861 199.190767530588 178.916487965174 169.918738411912 159.922313514747 156.155335655376
"trial19" 30838.7486562549 4443.84538627006 2143.27834995481 1213.31660343276 718.736522330549 449.143599654579 306.933318148248 231.518217343244 190.266285874946 175.106107289824 165.080700100407 152.962087946285 154.528009111112
