"m=20" "m=40" "m=60" "m=80" "m=100" "m=120" "m=140" "m=160" "m=180" "m=200" "m=220" "m=240" "m=260"
"trial20" 30874.7486351291 4543.16005406039 2141.490327819 1188.84354301584 707.612857011949 449.142446295204 302.343309295512 231.619241973335 199.292264588053 179.689980266852 164.562011781138 160.639533396239 153.944910662905
"trial21" 30837.7602958925 4513.75180251483 2080.44526616776 1159.45098809802 708.518687258971 442.089021276051 286.921592909293 227.26867279405 198.333337260216 182.031386363741 169.238734373793 160.792866411565 157.918545882991
"trial22" 31102.8897980753 4445.08081218022 2142.25090300974 1200.56390410739 717.799335863135 449.177268964337 302.313584875496 232.337454202794 199.973512419382 178.433479956786 166.849807665486 158.334865082755 157.723371736476
"trial23" 30901.9617629633 4500.27073930299 2156.38133471603 1212.1388148896 724.069460789197 465.915789579927 306.411409926122 234.322408078397 193.412821925994 176.839604464995 160.276339482356 157.302789594242 153.446896398524
"trial24" 30775.186184762 4451.98613874458 2184.72510883067 1196.70170640799 705.856516802342 443.652147680182 288.50091004085 225.053441618627 196.274124140089 181.626942271941 162.179638104857 161.22386927733 160.466928353415
"trial25" 31068.3632963165 4513.0014708737 2131.00221055578 1210.10902555258 729.311630181179 441.576338991042 303.227033052385 227.683622323255 198.77378554116 181.337622804698 168.074783655521 157.756866039246 152.246733743512
"trial26" 30646.8094868889 4507.95137323971 2145.84426725554 1211.93004179349 721.350384452293 440.176017219439 293.063505586173 230.530831102366 198.546955800739 180.781823181882 163.519897597562 159.056217114987 153.278077876761
"trial27" 30974.7095413652 4476.7159066848 2100.56651548409 1174.6040563818 707.425208440544 440.878080572083 304.169123867117 231.900817033121 195.595660075415 179.62911337514 165.055796872343 158.952080623805 157.544677102372
"trial28" 30874.9377868837 4525.1283654067 2145.81066248324 1224.79871491539 734.328094806833 449.106506792559 298.662521406193 233.773590174484 195.109696781807 176.947305067802 165.887102800217 156.414053997568 149.618818376646
"trial29" 30931.9422146933 4490.47189210048 2159.48398121881 1207.37011430276 712.087807466084 450.561680525838 302.488850432136 230.599114589935 197.266711584198 178.695183287403 169.097276665958 159.745555627892 155.582449606452
"trial30" 31045.8795221366 4458.39461045965 2139.91413698232 1191.47458799782 705.606032246292 449.200598241206 305.626619162663 228.489012908079 195.735951212253 177.910523705707 165.893191394439 159.10299620603 152.764246938072
"trial31" 31014.2554261237 4502.77370367687 2171.99718620979 1217.22469005536 706.361266495693 442.553165317194 300.553226976284 226.718895511635 192.157401433269 174.604374210176 165.174199256615 153.355321556132 1
"trial32" 30762.3505890305 4460.30782656092 2212.34462110742 1224.2077440738 742.403584920359 466.155446862703 305.662371594668 233.422638795244 196.92260110824 174.765088965485 165.548914329507 160.13018808301 152.800638926844
"trial33" 31121.5442727759 4550.70603330091 2147.91329598881 1195.54650213503 694.403409754112 438.575373409238 295.523532782388 232.145858818241 196.180131417036 176.833869540085 169.019356747762 159.891183767187 155.808332669754
"trial34" 30960.6854131476 4503.54861528468 2161.43653758327 1199.8251403098 709.394465070344 444.865034229729 303.530680669221 235.459648996113 197.53113781733 179.826170985815 165.354180390546 156.382218613576 156.323476527685
"trial35" 30971.9841939592 4532.76702004344 2141.33297341128 1191.40871207059 725.234478355857 452.09407759926 300.349914947641 229.849139129697 200.404389465041 179.896574692269 167.553043980717 160.138833259572 153.056853557864
"trial36" 30826.0501747627 4516.04568688129 2171.18002341558 1209.80623602653 713.33457748251 438.919589493061 296.579853309598 224.771882156365 1 172.721397690906 160.989137972411 158.785423250553 157.419014036092
"trial37" 30677.9073001554 4502.52614722596 2118.98325178092 1208.96730946056 734.027647605592 424.202771631351 295.180843915493 228.31335022441 192.431583214642 174.795251940532 159.469506484159 156.665749524049 154.257687057243
"trial38" 30762.7839746994 4493.55312129075 2149.69642615107 1203.91232422578 701.632354630527 451.287031920137 306.457992061885 239.022921058408 196.473043017901 174.820999446669 167.383431510689 162.302142461682 151.743218018528
"trial39" 30838.3097977075 4503.71345993161 2125.6662532304 1190.99393165018 709.150904581631 448.615004900379 303.932690328512 235.780510846287 197.366681729635 181.679676050957 169.898511528376 158.759336763317 153.275389134733
"trial40" 31079.0199864534 4509.48595190529 2100.45011345142 1181.94226960257 727.639267366638 453.116814793734 305.276686467209 229.195102251094 197.367015077156 179.867691395818 167.135698582016 158.528168464559 154.025357148475
"trial41" 30838.0472080041 4470.62224874811 2077.08394137999 1196.63553623408 724.04607046886 441.609744528977 309.336656244627 231.939646529001 192.620800313928 174.563899175071 167.488453937762 160.126405447589 150.536592328554
"trial42" 30525.5728737729 4496.56344167926 2134.25828911202 1202.30561469489 726.210994253178 454.905391146992 299.133028121863 228.681761126964 191.092373128677 179.322294276385 165.422596231966 155.667219620128 155.474925911163
"trial43" 30838.3114668736 4561.49530709929 2159.25876413864 1206.3306229856 727.857817223354 454.258616796257 297.863093048144 236.46514167459 196.440365479189 178.789395737484 165.040701166975 158.630878650095 153.572767689459
"trial44" 30979.9214521556 4514.27157624141 2125.97348741667 1189.18241441938 714.743254417409 433.914988847333 294.551241667737 227.119768424357 197.339489345572 176.100560292589 166.318201117557 159.335475004685 153.044406264379
"trial45" 30811.8806092901 4402.83605268894 2130.10612364214 1212.10076772605 725.862370339956 468.113852354302 309.530681201179 239.244499384531 196.103549714063 176.936380344252 165.113594165179 154.660691355931 153.872147017341
"trial46" 30950.8417139172 4526.20747154632 2173.46730518364 1215.25152249636 712.944728668279 428.977522157476 295.037853884983 220.754998157816 194.374965655764 178.500159109374 162.649253179733 158.674693866171 154.014236630867
"trial47" 30795.7462458371 4570.66922200289 2098.32174889125 1191.41722340232 699.104151401518 438.785519103657 301.09136211944 227.321397310473 196.050911509242 180.996362072056 169.21174283705 162.249067089857 155.430272525926
"trial48" 30900.4007926152 4501.84557455657 2106.97342710937 1205.88146660288 693.523258776802 436.222932817278 293.28459625454 227.288061076946 198.315250301879 176.003643538339 165.01841336026 156.370082025415 149.473081665695
"trial49" 30918.5112481429 4510.96750016997 2138.45193516129 1189.33821092245 724.988386128569 435.526745452455 309.263713552523 226.827973768592 190.555054422822 171.29359649696 163.946924054508 157.284759909056 155.307663777456
"trial50" 31033.2491380556 4462.52539956307 2196.55938931737 1200.12745383101 730.071967730485 454.023676681186 301.057682377673 233.63496924184 198.954550055192 180.047032531975 167.450072281619 161.478979728867 156.650441029185
