"Inaccuracy" "Seconds"
"seed=1" 3.9968844853208 0.809
"seed=2" 0.0309161703803227 0.775
"seed=3" 0.605537399725087 0.812
"seed=4" 8.70963442617137 0.814
"seed=5" 2.34115073098798 0.745
"seed=6" 0.368021407257306 0.731
"seed=7" 0.0903778874579871 0.78
"seed=8" 1.71126520990454 0.788
"seed=9" 0.223174450398733 0.703
"seed=10" 2.22945677578992 0.696
"seed=11" 0.777481460164961 0.776
"seed=12" 0.349015690101238 0.762
"seed=13" 0.391975540094327 0.799
"seed=14" 0.439506579050945 0.834
"seed=15" 5.67350817569852 0.758
"seed=16" 0.345421259230269 0.692
"seed=17" 2.12565349974427 0.807
"seed=18" 0.456657948680561 0.713
"seed=19" 0.284861705308318 0.767
"seed=20" 1.44815463823487 0.732
"seed=21" 0.223745023938014 0.772
"seed=22" 4.30057822666707 0.659
"seed=23" 1.45158502709392 0.797
"seed=24" 0.490470216120692 0.684
"seed=25" 2.44264580978614 0.733
"seed=26" 0.663824366028423 0.804
"seed=27" 0.0556323249783088 0.697
"seed=28" 3.89506035910979 0.822
"seed=29" 0.10819004732917 0.813
"seed=30" 2.84490790652751 0.791
"seed=31" 0.800143111912988 0.863
"seed=32" 0.103105327315078 0.835
"seed=33" 0.424115694955024 0.878
"seed=34" 0.0424976245952741 0.745
"seed=35" 2.37377172017654 0.765
"seed=36" 1.91362412794669 0.794
"seed=37" 0.358313894019838 0.721
"seed=38" 0.228908925697693 0.755
"seed=39" 0.794687353664562 0.73
"seed=40" 0.949723634379636 0.736
"seed=41" 0.101086544566344 0.735
"seed=42" 0.726235714200113 0.764
"seed=43" 1.36185577320309 0.722
"seed=44" 0.590295501594857 0.765
"seed=45" 0.90111636397269 0.722
"seed=46" 0.219909697558657 0.741
"seed=47" 0.765000980196433 0.707
"seed=48" 0.15660720766724 0.714
"seed=49" 1.60408344644332 0.758
"seed=50" 0.469575565400409 0.815
"seed=51" 0.617475257916296 0.747
"seed=52" 0.15210371953004 0.8
"seed=53" 2.48202877357996 0.74
"seed=54" 0.342390017729948 0.758
"seed=55" 0.996327105558458 0.719
"seed=56" 1.18391961079688 0.786
"seed=57" 0.660399914847978 0.739
"seed=58" 0.285090313722711 0.761
"seed=59" 0.557787040669662 0.805
"seed=60" 0.501773923481535 0.761
"seed=61" 0.147405752720539 0.833
"seed=62" 2.32696081730699 0.693
"seed=63" 1.53129191553558 0.739
"seed=64" 0.337950576616704 0.819
"seed=65" 10.1389483610411 0.865
"seed=66" 1.49873327247971 0.793
"seed=67" 0.393245119253889 0.808
"seed=68" 0.0106279290512232 0.828
"seed=69" 2.64132848628148 0.78
"seed=70" 0.0717264250226383 0.854
"seed=71" 2.10147900855375 0.86
"seed=72" 0.00186897536483484 0.826
"seed=73" 1.06350235115782 0.783
"seed=74" 1.42140551397021 0.819
"seed=75" 0.379020925929158 0.838
"seed=76" 1.0404334462325 0.818
"seed=77" 3.95415907739306 0.844
"seed=78" 1.96103562914501 0.79
"seed=79" 0.151767764565502 0.904
"seed=80" 0.0304145654510501 0.828
"seed=81" 0.28264841033817 0.813
"seed=82" 0.325908996992797 0.831
"seed=83" 0.135063452705195 0.806
"seed=84" 2.25323923474126 0.858
"seed=85" 0.0913263383587285 0.815
"seed=86" 0.105317848819187 0.873
"seed=87" 0.333152707819548 0.84
"seed=88" 3.1554642399506 0.818
"seed=89" 1.52371187787176 0.854
"seed=90" 0.487321755949373 0.815
"seed=91" 0.905793071065607 0.809
"seed=92" 1.50874260968439 0.889
"seed=93" 1.01758491088394 0.819
"seed=94" 2.24596096082849 0.932
"seed=95" 0.820998634959257 0.782
"seed=96" 0.296219227474845 0.818
"seed=97" 2.39132077417279 0.836
"seed=98" 0.470315230109155 0.872
"seed=99" 0.251658822318172 0.831
"seed=100" 0.424887737613203 0.843
