"Inaccuracy" "Seconds"
"seed=1" 0.00140282451589389 9.193
"seed=2" 0.00223240453346363 9.831
"seed=3" 0.0571443601037815 15.007
"seed=4" 0.000994336162193694 10.802
"seed=5" 0.00227859029882 10.559
"seed=6" 0.00526178064626145 10.367
"seed=7" 0.0305237828363962 16.773
"seed=8" 0.0058164693644694 16.169
"seed=9" 0.00389995696473907 10.325
"seed=10" 0.000452638315198591 15.503
"seed=11" 0.0786950105115718 10.795
"seed=12" 0.0792486057987092 9.118
"seed=13" 0.0290376281670456 17.469
"seed=14" 0.0130883988468871 17.141
"seed=15" 0.0541946049096119 10.124
"seed=16" 0.0214656144289622 11.296
"seed=17" 0.0258079035078461 9.176
"seed=18" 0.0251606405565601 10.383
"seed=19" 0.0240451339471902 9.16
"seed=20" 0.00696593013652243 12.492
"seed=21" 0.0176383984497107 9.947
"seed=22" 0.000883247625100129 16.765
"seed=23" 0.0388900876514146 11.149
"seed=24" 0.00346064649806172 9.632
"seed=25" 0.0134012801768214 17.131
"seed=26" 0.034917930102414 9.233
"seed=27" 0.00551998360194306 8.568
"seed=28" 0.0124643750583 16.421
"seed=29" 0.0502439115550842 10.02
"seed=30" 0.00707458186605691 15.141
"seed=31" 0.033423971449137 16.795
"seed=32" 0.00265810628960041 17.083
"seed=33" 0.00209665605643795 17.169
"seed=34" 0.0550702388714594 15.114
"seed=35" 0.000413900759915028 14.495
"seed=36" 0.0437038118495249 17.829
"seed=37" 0.0121587010631095 9.905
"seed=38" 0.0168808268497987 11.126
"seed=39" 0.019026775631951 15.26
"seed=40" 0.0112798415710679 17.278
"seed=41" 0.00752584837664291 17.428
"seed=42" 0.0230862062603231 17.193
"seed=43" 0.00416370412645832 11.573
"seed=44" 0.00505588763114823 10.266
"seed=45" 0.00911302696545819 9.011
"seed=46" 0.00742643873877921 16.682
"seed=47" 0.00809895431010166 8.829
"seed=48" 0.0131083582302493 11.726
"seed=49" 0.00850274193345678 17.781
"seed=50" 0.00171232694609108 16.226
"seed=51" 0.00817914179391235 16.514
"seed=52" 0.00489654872762588 9.771
"seed=53" 0.041887337304339 16.69
"seed=54" 0.00256925602255897 8.337
"seed=55" 0.0155147807436599 16.728
"seed=56" 0.0104237757288886 10.668
"seed=57" 0.0512244967353917 11.157
"seed=58" 0.00797013044126975 7.389
"seed=59" 0.104324046351532 9.344
"seed=60" 0.0685475784884281 11.367
"seed=61" 0.018474968573825 18.371
"seed=62" 0.00191894404233335 11.705
"seed=63" 0.042204188763685 17.87
"seed=64" 0.000585885619936559 12.817
"seed=65" 0.00039186331790195 18.824
"seed=66" 0.0167155118699829 17.652
"seed=67" 0.00756190680034707 18.712
"seed=68" 0.00505351902514644 17.899
"seed=69" 0.00224303539440953 16.127
"seed=70" 0.0030590080350613 19.267
"seed=71" 0.0207269472202783 16.364
"seed=72" 0.0104044169973594 18.072
"seed=73" 0.00401857785252388 10.074
"seed=74" 0.0113649230409305 17.886
"seed=75" 0.00212358402095409 17.602
"seed=76" 0.00327557046928112 9.755
"seed=77" 0.00109085000223189 10.684
"seed=78" 0.0135783798641957 18.875
"seed=79" 0.00126145486742086 16.692
"seed=80" 0.00838307812916307 10.713
"seed=81" 0.00157361060012051 15.401
"seed=82" 0.00560181022147075 17.921
"seed=83" 0.0981054925739225 18.002
"seed=84" 0.0579414846397409 18.557
"seed=85" 0.0135186389180135 11.032
"seed=86" 0.0334994119520464 11.33
"seed=87" 0.0317098831153387 18.26
"seed=88" 0.040730304327623 28.447
"seed=89" 0.000452066813558075 18.789
"seed=90" 0.00294321514748477 8.191
"seed=91" 0.00328374054964123 17.978
"seed=92" 0.000868370142114331 8.516
"seed=93" 0.056585094985646 17.112
"seed=94" 0.0445856190912905 11.225
"seed=95" 0.0306550940461679 11.676
"seed=96" 0.0407775346886574 17.692
"seed=97" 8.96671784750425e-05 11.044
"seed=98" 0.00462704070849927 11.052
"seed=99" 0.0216847252841322 10.083
"seed=100" 0.00112966114878631 18.564
