"Inaccuracy" "Seconds"
"seed=1" 490.309247210481 0.549
"seed=2" 471.240850511329 0.562
"seed=3" 587.48893023684 0.516
"seed=4" 514.699644458282 0.573
"seed=5" 493.29118304676 0.532
"seed=6" 485.706332038509 0.544
"seed=7" 500.002404683721 0.524
"seed=8" 443.869907577536 0.508
"seed=9" 526.777127140013 0.55
"seed=10" 407.972714597953 0.527
"seed=11" 534.907356561156 0.599
"seed=12" 545.964996415743 0.594
"seed=13" 531.910224908083 0.529
"seed=14" 484.893111961499 0.544
"seed=15" 519.254730786094 0.538
"seed=16" 488.106667015881 0.534
"seed=17" 482.117102358638 0.556
"seed=18" 505.282917789547 0.534
"seed=19" 499.454860748609 0.54
"seed=20" 455.051711002063 0.52
"seed=21" 556.692432501115 0.553
"seed=22" 487.905297809332 0.497
"seed=23" 490.84946509291 0.525
"seed=24" 414.439377312921 0.525
"seed=25" 520.923240808609 0.529
"seed=26" 461.782370632197 0.482
"seed=27" 485.759635387137 0.534
"seed=28" 494.893765579653 0.509
"seed=29" 509.222111788899 0.514
"seed=30" 550.813165652235 0.505
"seed=31" 437.449250911648 0.5
"seed=32" 439.356341992263 0.521
"seed=33" 465.203876405123 0.53
"seed=34" 465.170417989258 0.52
"seed=35" 450.637428149198 0.522
"seed=36" 457.630708958432 0.546
"seed=37" 561.986513612216 0.528
"seed=38" 530.046016404308 0.533
"seed=39" 435.265215295244 0.526
"seed=40" 510.887813725952 0.521
"seed=41" 490.193456205106 0.535
"seed=42" 472.400479189713 0.516
"seed=43" 479.945107634704 0.492
"seed=44" 481.254865987561 0.537
"seed=45" 496.247621726108 0.514
"seed=46" 484.707711162975 0.55
"seed=47" 525.822112257347 0.522
"seed=48" 485.117431488173 0.524
"seed=49" 498.261226086561 0.543
"seed=50" 432.925022372068 0.526
"seed=51" 476.930576502847 0.482
"seed=52" 508.871835422689 0.511
"seed=53" 525.248421341035 0.511
"seed=54" 510.044579325066 0.541
"seed=55" 468.070151392491 0.51
"seed=56" 441.668661072616 0.5
"seed=57" 412.218412699595 0.518
"seed=58" 475.004208060165 0.501
"seed=59" 519.886031529302 0.526
"seed=60" 474.771610450903 0.504
"seed=61" 513.670752937777 0.532
"seed=62" 474.176459901217 0.535
"seed=63" 523.466436555835 0.508
"seed=64" 491.35282301678 0.545
"seed=65" 424.393487420218 0.498
"seed=66" 477.234846719945 0.521
"seed=67" 484.527463586082 0.551
"seed=68" 494.834712410064 0.523
"seed=69" 431.413258681348 0.511
"seed=70" 494.589517873156 0.53
"seed=71" 468.176359377304 0.508
"seed=72" 458.245656945657 0.521
"seed=73" 438.67086192018 0.544
"seed=74" 483.3561637577 0.504
"seed=75" 506.700774585984 0.481
"seed=76" 465.227761567827 0.528
"seed=77" 485.001264982085 0.554
"seed=78" 528.884314716617 0.497
"seed=79" 485.269039498279 0.492
"seed=80" 427.208112082541 0.512
"seed=81" 473.5139984406 0.537
"seed=82" 444.513099277893 0.546
"seed=83" 539.735963225418 0.536
"seed=84" 491.713419520066 0.511
"seed=85" 500.311192343698 0.566
"seed=86" 497.33257748587 0.529
"seed=87" 473.785689835508 0.525
"seed=88" 437.817804548481 0.522
"seed=89" 466.34269501595 0.504
"seed=90" 458.892834072326 0.54
"seed=91" 577.696606528904 0.499
"seed=92" 579.328241167551 0.512
"seed=93" 443.243191003355 0.515
"seed=94" 506.035882585872 0.5
"seed=95" 515.114244698923 0.529
"seed=96" 541.805728183091 0.538
"seed=97" 441.154414182467 0.538
"seed=98" 551.089805602633 0.524
"seed=99" 526.240360205314 0.52
"seed=100" 502.190129221292 0.503
