"Inaccuracy" "Seconds"
"seed=1" 836.468661799769 0.872
"seed=2" 774.156018824312 0.827
"seed=3" 760.712707900342 0.823
"seed=4" 786.776225783749 0.819
"seed=5" 810.124929715463 0.84
"seed=6" 818.066802732102 0.814
"seed=7" 779.840117574329 0.847
"seed=8" 785.280650859434 0.833
"seed=9" 847.339215458128 0.783
"seed=10" 804.430203814423 0.83
"seed=11" 741.835422415535 0.812
"seed=12" 794.792599830595 0.855
"seed=13" 730.27371345072 0.802
"seed=14" 800.324721528712 0.789
"seed=15" 835.462726456892 0.815
"seed=16" 798.933578028285 0.818
"seed=17" 810.955638298578 0.785
"seed=18" 783.072407128287 0.799
"seed=19" 731.87530862092 0.801
"seed=20" 865.341108999786 0.814
"seed=21" 712.100906768342 0.833
"seed=22" 761.557813514109 0.833
"seed=23" 777.805856663841 0.911
"seed=24" 751.26244228408 0.781
"seed=25" 783.919052637721 0.792
"seed=26" 820.338287933997 0.812
"seed=27" 827.456430375482 0.776
"seed=28" 811.056978619198 0.854
"seed=29" 767.773822108278 0.818
"seed=30" 739.408356668375 0.835
"seed=31" 755.398042945448 0.824
"seed=32" 720.299510055772 0.819
"seed=33" 757.387179368048 0.803
"seed=34" 846.559570292572 0.811
"seed=35" 768.089251541644 0.781
"seed=36" 751.575343747105 0.761
"seed=37" 747.116261684409 0.781
"seed=38" 794.452114081982 0.757
"seed=39" 746.092940694782 0.762
"seed=40" 807.87244812623 0.735
"seed=41" 730.725190517382 0.768
"seed=42" 770.801195530896 0.773
"seed=43" 836.788341197626 0.774
"seed=44" 786.986568596135 0.741
"seed=45" 833.173895767156 0.793
"seed=46" 799.198986967825 0.802
"seed=47" 794.122021155581 0.75
"seed=48" 769.886559047599 0.775
"seed=49" 751.44501822803 0.765
"seed=50" 788.009684683586 0.758
"seed=51" 824.451561959735 0.778
"seed=52" 824.103159974335 0.791
"seed=53" 797.905933294431 0.794
"seed=54" 802.564795568727 0.778
"seed=55" 755.149699723688 0.965
"seed=56" 827.826637827333 0.804
"seed=57" 702.492571682449 0.804
"seed=58" 789.864469406912 0.785
"seed=59" 751.341545170931 0.836
"seed=60" 790.569692680629 0.795
"seed=61" 805.863127739675 0.807
"seed=62" 876.720370995721 0.774
"seed=63" 803.182747916349 0.79
"seed=64" 772.789931625821 0.8
"seed=65" 843.049289177357 0.779
"seed=66" 842.293385944612 0.797
"seed=67" 834.310881141172 0.843
"seed=68" 746.201691921569 0.792
"seed=69" 855.229102550578 0.836
"seed=70" 790.56616377272 0.799
"seed=71" 791.109334804449 0.799
"seed=72" 817.296248408714 0.836
"seed=73" 749.007765162071 0.823
"seed=74" 791.068392940434 0.753
"seed=75" 843.871087874884 0.754
"seed=76" 777.284374969442 0.808
"seed=77" 812.556557208965 0.82
"seed=78" 754.957098402247 0.831
"seed=79" 771.601148973445 0.818
"seed=80" 807.947235451958 0.788
"seed=81" 783.215180430456 0.735
"seed=82" 764.683295059139 0.793
"seed=83" 761.905700614863 0.774
"seed=84" 808.870009503604 0.815
"seed=85" 740.576571038083 0.751
"seed=86" 736.61071276093 0.778
"seed=87" 872.441580314923 0.817
"seed=88" 739.604291071149 0.791
"seed=89" 818.274439545813 0.763
"seed=90" 726.200973697536 0.764
"seed=91" 814.079343420371 0.747
"seed=92" 835.637388019073 0.816
"seed=93" 787.129413312925 0.825
"seed=94" 843.266168213238 0.752
"seed=95" 732.082339128177 0.826
"seed=96" 776.320093841225 0.807
"seed=97" 857.834502107886 0.822
"seed=98" 835.965264410358 0.802
"seed=99" 720.415392783071 0.753
"seed=100" 816.810137983544 0.787
