"m=2" "m=3" "m=4" "m=5"
"trial1" 130.827819239792 125.227949232999 -0.460583768461359 122.527923701259
"trial2" 130.741717626843 124.910406061726 122.730200767923 121.677864874579
"trial3" 130.85907430299 124.930273712197 122.763188749696 2.98118807405867
"trial4" 130.692931224502 125.415415732039 122.384861325632 121.594170883789
"trial5" 131.115455072263 124.894193930728 122.976313657133 0.317003914127648
"trial6" 131.105818497249 125.830507332681 122.806450612169 121.429916919027
"trial7" 131.103331433794 125.336421461828 122.590727318929 121.861131298111
"trial8" 130.952847261997 125.24510613757 122.800229363306 0.116087833917659
"trial9" 130.925717219056 125.3278965218 122.619673867146 121.302599737881
"trial10" 131.075091522079 125.017659669516 122.778154552384 -0.134937790495346
"trial11" 131.148622731116 125.350570649264 122.839909752764 121.347141621473
"trial12" 130.865477406863 125.020356293455 122.796506310131 0.493867994462571
"trial13" 131.153628291601 125.213687705513 122.801225250735 122.203150220372
"trial14" 131.02435441136 124.644448828223 123.049236935554 120.53366995409
"trial15" 131.108084474047 125.485288694677 122.696854350979 0.329996378903881
"trial16" 130.932607198856 125.300446059061 122.42434849428 0.106623765327963
"trial17" 130.804150851817 125.501993713395 122.611476127825 121.625677048468
"trial18" 130.846540094742 124.759642241366 122.265411956012 -0.529352949069105
"trial19" 130.7482971419 125.032079573229 122.854524056964 0.874663265496556
"trial20" 130.965755495868 125.033856617411 122.625156513644 8.61512845876609
"trial21" 131.058428059253 125.006529303647 122.334377400533 122.584246321459
"trial22" 130.85355005022 125.332299343242 123.099033544813 3.00338151103557
"trial23" 130.998810253337 124.906010831915 122.526405747541 122.174317604723
"trial24" 131.117528348137 125.380839620229 123.02052918591 -1.10955655455519
"trial25" 130.849318169483 125.666352892657 122.785311864606 -0.00231695458521759
"trial26" 131.084041264233 124.765207943895 122.481661650589 122.20805617815
"trial27" 130.538057781898 124.871267708573 4.10349494563906 121.480032973241
"trial28" 130.785883257946 125.096799221042 122.67552025705 -0.0458654178088389
"trial29" 131.128942295244 125.327737872278 122.737512920063 122.869721521475
"trial30" 130.917868898622 125.375652502292 122.862635877819 122.497339771068
"trial31" 131.206982264167 125.424494327901 122.951361729529 0.158901737917323
"trial32" 130.844417502343 125.140908015174 122.906390539621 120.516665545436
"trial33" 131.117773583052 125.498600733797 122.482828313516 0.793326950687677
"trial34" 130.681929094067 125.475804157679 122.585214739258 123.207376075835
"trial35" 131.113265020396 125.383991310743 122.537507972085 4.40473213327111
"trial36" 130.626900692927 125.456296779771 122.605682425225 0.758845279711305
"trial37" 130.757193609667 124.836649827991 122.337547540706 0.105018043782102
"trial38" 131.059801615783 125.393654242957 122.866069409665 120.591808677048
"trial39" 130.682646862199 125.058572843043 122.786037172144 121.598227443466
"trial40" 130.67341800141 125.043992287252 123.104139648133 0.484018584486105
"trial41" 131.022442404486 125.202606296961 122.571131101754 121.183335157627
"trial42" 130.825884569827 124.924379402142 122.78719549424 0.458691272181032
"trial43" 131.017591112183 125.232628028485 122.907565204531 120.159355632707
"trial44" 131.211545893631 124.909098914388 122.431408757382 120.884281964221
"trial45" 130.868989932905 124.680973453085 123.038741035842 120.364322336936
"trial46" 131.067178945031 125.207058677014 122.854800560619 0.394545000955482
"trial47" 131.092928036948 125.130815693912 122.861311004751 -0.109315894689936
"trial48" 131.065230613485 125.48749797094 122.366110787655 122.200031010413
"trial49" 131.102412686922 125.028959164419 122.815313414495 121.973815633369
"trial50" 130.989395070568 124.882690907159 122.857340421956 1.23134058177953
