"m=2" "m=3" "m=4" "m=5"
"trial1" 0.285598040812294 1.62168011093196 2.1851422336684 2.76874625745595
"trial2" 0.306663140187288 1.43507037431436 2.13455724670555 86.0521091596848
"trial3" 0.244933680843922 1.59977285437563 1.78616231016487 90.6190118241375
"trial4" 0.265037262035662 1.42089570046259 2.12822762856328 87.0271016190971
"trial5" 0.297225181756781 86.172363786394 89.7105256977319 87.243013520108
"trial6" 0.285612695056645 1.50737459716631 93.9899645362557 89.6223337829287
"trial7" 0.294082284096009 1.39364819285197 92.5877490045364 92.9051233355337
"trial8" 0.274568401423076 1.3780020323889 91.0101112017564 89.7281034413826
"trial9" 0.292926624741822 87.9593153624034 88.4272359812362 88.8276099989309
"trial10" 0.261591410282372 86.6716647860345 2.15757710637493 2.255382986557
"trial11" 0.271210775795648 1.4406053884445 2.05766545979025 86.9285410884776
"trial12" 0.302594923124276 1.53185471038766 83.5434842141291 86.0767691879261
"trial13" 0.363303624979302 1.47484872392447 2.19489062540712 89.3933501619316
"trial14" 0.268903170822937 84.9299387422214 1.96414869420413 92.8594763826709
"trial15" 0.27445608306089 85.9486517881718 2.03022966760753 93.0913205317504
"trial16" 0.308838641192182 1.40807477051627 2.05154948618574 88.9811990719697
"trial17" 0.308901640820639 1.38574785368715 2.06031380239363 91.068357384979
"trial18" 0.257541390898767 1.57685563387079 2.26759582627222 1.76463026956214
"trial19" 0.281296164117865 94.1263613092447 87.6560535077284 1.94047766361652
"trial20" 0.284739393226346 88.0939800037872 2.09049342991733 93.9600741773672
"trial21" 0.298351899866493 86.1382951522711 1.99486682481517 89.3861876872996
"trial22" 0.272582811952158 1.65451214129107 86.8529696786368 91.2767914430783
"trial23" 0.261497709037414 1.3250592784873 87.3030305827254 83.3117014227839
"trial24" 0.283598396477503 85.6233081459845 87.7795401096934 85.2547870731992
"trial25" 0.271660674792882 86.7503306980051 2.12926820452527 86.6934382120094
"trial26" 0.329403399217874 1.53398496280803 2.22201925392499 92.7284188447895
"trial27" 0.315944068219614 1.38090721649208 1.97651427128597 88.0255783618411
"trial28" 0.378467397443395 1.42095537772828 1.87651376399365 86.4494711364427
"trial29" 0.285061514257408 1.54504481912372 88.2023810582117 95.5314152942982
"trial30" 0.300832489252719 1.47863968035312 87.6067548741878 86.8223865861575
"trial31" 0.320612789546337 1.60856706715696 2.04937580109186 87.21881614299
"trial32" 0.285457042574634 86.1951861979855 87.0155431205879 1.99668540182541
"trial33" 0.257313961812723 85.2961175388028 2.0842944397043 93.0466632002861
"trial34" 0.308575745786148 1.4659645062907 87.0631170059591 89.1077857355408
"trial35" 87.8015621587481 1.33617391476607 2.10729275431434 87.5792778681222
"trial36" 0.287613822265091 1.38815447001747 88.1490782907179 78.3409027361423
"trial37" 0.249023886179872 86.8751897696293 86.8986191306121 88.9585681839924
"trial38" 0.27227483716737 1.49760438969855 87.9156054992996 87.4922648869685
"trial39" 0.3532724516519 85.5421378605648 1.96524945445794 89.2692853958344
"trial40" 0.245978879298281 85.2713163592356 88.3929421730639 97.8050280259055
"trial41" 0.251809292687087 1.30858705910788 2.2748509902387 99.8889187199684
"trial42" 0.256398433341439 1.38533288541726 2.12044562036218 1.6587852782181
"trial43" 0.308857473239255 85.8314450831357 86.6211344756256 86.7023582557651
"trial44" 0.299026270349888 1.679276549586 81.3233681648969 91.0303566742948
"trial45" 0.349290920122212 1.450555415214 1.95319612761121 81.3125026299859
"trial46" 0.321711548539725 86.9276986984893 2.11975051164272 90.6668249320857
"trial47" 84.2888359193679 1.21669209255875 92.8079115573024 86.4093574992092
"trial48" 0.262770958110305 88.1363031218324 2.07434509441886 90.0859315376676
"trial49" 0.273833698633374 1.29224995231253 2.01227048632063 2.64516739472608
"trial50" 0.226837917717987 86.941558939739 87.3691200829124 88.3993354878227
