"m=2" "m=3" "m=4" "m=5"
"trial1" -4.94954519741963 -4.64612155987947 -4.52259682475737 -4.47340257155441
"trial2" -4.95808053228953 -4.68624227163239 -4.51545330912163 0.746612114483546
"trial3" -4.99547233396091 -4.64266423040573 -4.58967967846061 0.235534475023871
"trial4" -4.97380137703473 -4.67507093063022 -4.51972808863963 0.934634573026222
"trial5" -4.93686418724592 0.863079730403538 0.0687222931007265 0.838557889101922
"trial6" -4.96344992574529 -4.67051647714264 -0.0564260557921638 0.662148883341284
"trial7" -4.97804014120628 -4.65921624176179 0.0409697358808341 -0.031339770486853
"trial8" -4.97012989295406 -4.68471065449809 2.19647378561201 1.75995238688389
"trial9" -4.97732257201357 0.935946118851734 1.86620078954614 1.79933469264918
"trial10" -4.97345701342757 0.844476200727306 -4.53875653084994 -4.48903375630266
"trial11" -4.96953600907565 -4.6761981411547 -4.54409693052078 1.22495085622426
"trial12" -4.95253524649934 -4.63483580582492 0.870981498248089 1.25973569614765
"trial13" -4.91652329051673 -4.64350650181876 -4.54586960368397 0.341054394240256
"trial14" -4.95278655258904 0.683657872697029 -4.55613498549592 0.105180991201968
"trial15" -4.95390901090936 0.613426045845611 -4.53574052590914 -0.00773593795321961
"trial16" -4.94508067307956 -4.69054141953862 -4.54826293479266 0.403500212878361
"trial17" -4.94877315996127 -4.69373472265162 -4.57074039034397 0.0781824803226435
"trial18" -4.98710257255991 -4.66163822074575 -4.49663620569521 -4.56706541378408
"trial19" -4.96553630052419 2.3715651006081 0.593241518982195 -4.51597401120046
"trial20" -4.97400182127141 0.875883986725221 -4.52676559463176 -0.103099218401447
"trial21" -4.94404757069315 0.712851551176957 -4.58448160828599 1.80608009707766
"trial22" -4.97619024075387 -4.64599124368009 1.26679200781335 0.0424293170116123
"trial23" -4.96570634499382 -4.71824610726993 1.30167492010834 0.68644541799341
"trial24" -4.96619316937302 0.5108789722999 0.792595753850277 1.19621992826775
"trial25" -4.95701715657165 0.861079201116703 -4.52271560418502 1.08585722692989
"trial26" -4.92810502005019 -4.67729456721524 -4.50482593301842 -0.0123850314139553
"trial27" -4.93874693082803 -4.67385701405637 -4.54513129252145 1.61344467228662
"trial28" -4.90638601714195 -4.6748959250277 -4.59369286097237 0.798478130677887
"trial29" -4.94881928868409 -4.64321951273315 0.683117616032695 -0.21719149490935
"trial30" -4.94833626647719 -4.66690098389697 1.34799558120377 0.957449272895182
"trial31" -4.96958398073868 -4.64530468017182 -4.5319983435685 1.27180342613175
"trial32" -4.96241367588543 0.772535126243576 0.8982192995118 -4.54831778543185
"trial33" -4.96386159872365 0.787048976706488 -4.53258840647531 0.123228478238741
"trial34" -4.96210291937011 -4.67309086398749 1.545622267879 0.376106545881635
"trial35" 0.836332609462799 -4.70167282668609 -4.53647599495738 1.44945630113452
"trial36" -4.96760369575838 -4.67193670390567 0.592574981721917 0.613949451631628
"trial37" -4.97612187917137 0.942189377503372 0.925167823703152 0.545286302379664
"trial38" -4.96266283706088 -4.64902983890849 0.794809454756639 1.51148345884625
"trial39" -4.9328494387634 0.641832338617337 -4.55307519999527 1.80144055527104
"trial40" -4.97701064941949 0.965901164935053 0.895690431083786 2.75011135354535
"trial41" -5.00629500821778 -4.70631817071821 -4.49285689461072 -0.397069609009796
"trial42" -4.97218600594328 -4.68963626945802 -4.55323187211463 -4.61388500897599
"trial43" -4.97048972052904 0.867304038642334 1.0917211146277 1.21573934648256
"trial44" -4.94989062050355 -4.60188575214498 0.766032838539639 0.16418382198242
"trial45" -4.94608546102553 -4.67683259006364 -4.56113428769089 0.750737822281667
"trial46" -4.95063124899291 0.838916754151236 -4.54337091775736 0.362608625541913
"trial47" 0.700918329444769 -4.72258602225643 2.28449098892962 0.657865452841622
"trial48" -4.98012764889616 0.812336711710924 -4.53490403440301 0.270210748101542
"trial49" -4.97244654855187 -4.71759497853725 -4.55293726372143 -4.45814508468814
"trial50" -4.98074367596104 0.82387081805666 0.745978402462121 0.356971270570248
