"m=2" "m=3" "m=4" "m=5"
"trial1" 0.310689592650373 1.28710887752838 2.00754218474072 1.97231730790307
"trial2" 0.288350474118897 1.38684540801879 1.96788908914872 2.86680709580787
"trial3" 0.294356907037053 1.40210076460949 2.03657786350825 88.804737185261
"trial4" 0.277793729047917 1.36965992868743 1.97358790120555 86.8996114854928
"trial5" 0.284136847761566 1.44138152563027 1.98148025948333 85.656758077615
"trial6" 0.319947235152268 1.52703489756938 1.96503492781416 2.02342567308339
"trial7" 0.282115372146443 1.3561575249627 1.93012955949052 86.0986460615147
"trial8" 0.266664323912228 1.38196237216933 2.05325211888894 89.2939627242107
"trial9" 0.292872269283506 1.47313239127863 1.99784152277821 1.92515785265893
"trial10" 0.313277687531309 1.50562553380786 87.9879314285104 93.1974100276384
"trial11" 0.312555239126768 1.4305618404574 2.13645140890738 1.80281043967981
"trial12" 0.29575888915917 1.39507762031005 2.05133473940973 2.19473038368061
"trial13" 0.354950738831518 1.37064285292565 2.05421793894777 92.4009050519966
"trial14" 0.325319949366014 1.41403420402257 2.08161864653431 2.23700123349785
"trial15" 0.296828465269651 1.47278316909703 2.08243791142495 2.2178625431867
"trial16" 0.28116498277504 1.38631590033838 2.05727312071153 1.94695836286409
"trial17" 0.311381578977812 1.29618768231916 1.99488276462394 88.1888692456983
"trial18" 0.259711654147733 1.39200362789028 2.02631613157116 2.29963530273477
"trial19" 0.294846463079767 1.39286690696878 2.0155358303691 87.113624143029
"trial20" 0.263857760962063 1.38019553806259 2.07981277358625 87.4326614957802
"trial21" 0.302463029294126 1.42801741162817 2.02623659076649 2.29593604163509
"trial22" 0.277839092654031 1.42757963418021 2.04957180065897 89.5963199127664
"trial23" 0.315017329350024 1.36330737922309 1.95560976234579 92.907124842605
"trial24" 0.312340959201658 1.39313824803136 2.01741868299789 86.6244083902929
"trial25" 0.295835305164224 1.4956421010019 84.6016204763643 87.8402471823458
"trial26" 0.307829534005506 85.6787412291611 1.89448813533648 87.9341229209393
"trial27" 0.28876183929357 1.40560570847355 2.03382695758091 92.0496802873988
"trial28" 0.304197406969495 1.32955746450429 1.97235166495857 89.6172954567793
"trial29" 0.268762522545538 1.421485540537 1.96722325878955 87.610260391177
"trial30" 0.340083093759328 1.45185706742856 2.02190010179712 96.5434955153439
"trial31" 0.310516231129647 1.29370405311551 91.0030707227708 2.15149199898061
"trial32" 0.336303676778568 1.46377744116948 2.03031413266008 88.0646378840322
"trial33" 0.284102415343258 1.40566412690035 2.01536192798623 84.9821271765902
"trial34" 0.294351776439861 1.42255423672995 1.92184435611154 1.3864156785573
"trial35" 0.273669711130376 1.30315413984458 85.1880018500824 88.6102320243069
"trial36" 0.292934431809147 1.32562355814331 1.96327292093742 93.4706619325812
"trial37" 0.265257980934832 1.52651980214122 87.3731211447132 90.5077989737926
"trial38" 0.336595908161198 1.48129546424251 2.00634495623734 87.3483670311665
"trial39" 0.331284986117921 1.3314985146109 2.06156879039955 89.2145744310917
"trial40" 0.304523618118968 1.41948348666853 1.93632632628785 88.5096847412084
"trial41" 0.272625432957825 1.38017835415081 1.95026973931314 87.0459958899068
"trial42" 0.303829608037654 1.49481576892136 1.96324897184163 98.6318695340255
"trial43" 0.304270560302783 1.35826025405748 88.2626878441375 72.4498826253823
"trial44" 0.314972654688368 1.40689582460693 1.91522087469009 2.01615826828913
"trial45" 0.346339459521636 1.40174342715757 1.92427615373304 86.4171524924603
"trial46" 0.307137933385837 1.32656291039584 2.08526860680538 88.192437019272
"trial47" 0.311914969359601 1.46853070656597 1.88986951340947 91.7072029710634
"trial48" 0.331847876672445 1.3174149469016 1.88683353069375 1.83213472635271
"trial49" 0.304713219525194 1.36424066223456 88.7779059691012 2.32572454430232
"trial50" 0.268714583247757 1.35368926666031 2.07633911056441 84.17953454449
