"m=2" "m=3" "m=4" "m=5"
"trial1" 120.842456168246 116.682304112666 113.75404714587 114.355855538636
"trial2" 121.054060718761 116.253642865318 114.006188266512 111.245151657998
"trial3" 121.036494115896 116.30548755109 113.637024020903 0.668293476115927
"trial4" 121.251503888844 116.268229388246 114.162524801831 -0.301868714591507
"trial5" 121.185764568945 116.048974498605 114.064568341272 0.0502471196426754
"trial6" 120.742832448059 115.509046138428 113.873228543509 113.366695979698
"trial7" 121.222650484086 116.731827119984 113.983598856834 0.956479833072622
"trial8" 121.292541227346 116.098370559467 113.788949423348 0.274588486200961
"trial9" 121.053288060063 116.169632737432 114.048814555477 114.079921586063
"trial10" 120.741544589736 115.967996699046 -0.413875299801983 0.430296093854145
"trial11" 121.005979520542 116.345216072442 113.670886636719 113.863725560579
"trial12" 120.789568107846 116.392988432775 113.844432838962 112.778758655067
"trial13" 120.650758226732 116.316399050833 113.689896742579 0.946818041465639
"trial14" 120.80973427487 116.226928777383 113.832280608263 113.159850517209
"trial15" 121.32752918584 115.789800416509 114.097269205839 112.569882631203
"trial16" 121.196374359306 116.21235092607 113.643104584054 113.748098831472
"trial17" 121.161010828229 116.757782785364 114.226286384347 0.419140919771141
"trial18" 121.401136629864 116.219805780546 113.657835169622 113.015570181924
"trial19" 121.313603422462 116.203925874844 113.988392555004 0.278350415510452
"trial20" 121.632052127726 116.427241880953 113.897533060085 0.679113678904907
"trial21" 121.276747093047 116.16017650804 114.055299991015 113.195406080451
"trial22" 121.103186791079 115.861698321824 113.755361316194 -0.0940881667277373
"trial23" 120.990163096291 116.170443115473 114.134566395976 0.481295585161032
"trial24" 121.323091194451 115.904239115168 114.062196385882 0.658835550367997
"trial25" 120.928210403023 115.795478217618 -0.361970149018463 -0.379866012951485
"trial26" 120.880363132471 1.17215337405566 114.397025109806 0.879637625773134
"trial27" 121.161881105525 115.973162478052 114.1546998738 0.500098604355638
"trial28" 120.832535744181 116.29775393459 114.009025289162 0.0165870198907552
"trial29" 121.277419416236 116.122571298765 114.08396796928 0.567978990074291
"trial30" 120.847522896344 116.158604870556 113.658225914878 -0.939033896763176
"trial31" 121.128931414396 116.612651359616 0.622292793190533 113.384335692123
"trial32" 120.808279654984 116.078809488096 113.801522816899 -0.301311803225795
"trial33" 121.310017833451 116.076771042876 113.879839563865 -2.325912689588
"trial34" 121.316150487595 116.262679139883 114.058606891882 115.199230777175
"trial35" 121.380165141329 116.509202073693 4.8056547591626 -0.653629807941284
"trial36" 120.889977716768 116.616329695089 113.968831693894 -0.102837683947245
"trial37" 121.290223006849 115.813948514373 -0.0380916188332843 -0.129905512275896
"trial38" 120.687198410109 115.977861801459 113.842953538979 0.117699870836306
"trial39" 120.770130649879 116.596957756878 113.703041215072 0.199911830421746
"trial40" 121.20856837864 116.137364044973 114.254205606433 0.709949068036366
"trial41" 121.235854347906 116.379408181068 114.002616158464 -0.35099623461963
"trial42" 121.082678829025 115.97101018771 114.287408739433 -0.0957165588024339
"trial43" 121.054512881684 116.515036255597 0.323445605716184 8.58803704628771
"trial44" 121.229527121135 116.31500922041 114.322350131004 113.533886744681
"trial45" 120.684343224274 116.281782590984 114.433115878067 0.466782157357483
"trial46" 121.230271927283 116.607798995154 113.685339881394 0.0478453663336849
"trial47" 121.015534547049 116.076491706797 114.35408496295 0.306185320417589
"trial48" 121.034741531131 116.662195935801 114.214646221534 114.815123104285
"trial49" 121.286904124321 116.777300519814 1.36125991695488 112.725027772599
"trial50" 121.090955680588 116.494553561339 113.942908289277 3.2186888195362
