"m=2" "m=3" "m=4" "m=5"
"trial1" 286.501093191744 190.252588995958 1.96456066148848 179.424408059188
"trial2" 288.809925482565 188.569603005573 175.371481072097 177.269309971066
"trial3" 287.973065360562 188.962260676869 176.969897759153 4.14295267605543
"trial4" 290.166795932615 193.243939370614 175.575693660063 177.574169440734
"trial5" 291.640502809167 187.801143004739 178.605611677855 1.23998584937495
"trial6" 292.672651518598 191.800511989483 176.813805687968 171.358273320568
"trial7" 294.251423373188 193.464774601633 177.461705183404 184.488810504638
"trial8" 288.814675327704 192.867742186949 181.270039567044 1
"trial9" 295.29004224777 187.154572987114 176.679669871174 182.074786027037
"trial10" 297.437414893305 194.763353121658 177.647287204153 1.18338577351321
"trial11" 287.618076355692 193.324430564499 176.354724135895 170.320970362641
"trial12" 289.508906883456 192.01240931462 174.110395699957 3.70134254284703
"trial13" 294.439876380591 190.380165838251 178.675332655525 177.914260500372
"trial14" 295.908247847787 189.721194602764 175.898166943492 166.12480140587
"trial15" 288.946870804631 191.629920245329 178.822186902197 1
"trial16" 294.266542466259 190.631872362617 172.779447268241 1.91076464379927
"trial17" 283.534704435045 192.599540460708 176.222121994087 166.208068482711
"trial18" 293.041055948241 189.00583928681 175.29956035563 1
"trial19" 291.785364379689 190.769365026033 175.049464037497 1.10063756298702
"trial20" 295.369918215129 192.255304814733 175.816682545427 3.65741984503206
"trial21" 292.926381735105 192.889495066659 176.673907961369 175.806754331629
"trial22" 293.676941253213 192.719124231676 176.444757592356 1.01753584495418
"trial23" 290.744989726265 191.985590172276 174.353213548322 164.251017017412
"trial24" 289.937100090061 195.910256616651 175.995305561806 1.01497035760355
"trial25" 291.871768947019 192.440814549899 177.633253646656 1
"trial26" 290.47639036375 191.651838829781 177.010992469013 172.186205216037
"trial27" 285.228464791421 188.309592742524 3.48956853819195 169.288180721205
"trial28" 290.478684882482 190.498485971341 174.192545436853 1.11134460495049
"trial29" 291.982297797984 191.519302838904 176.162258762646 178.344428146123
"trial30" 290.392569464491 191.819531576118 177.504448625003 176.388716140789
"trial31" 295.422386913278 190.695109625207 179.226233350654 1
"trial32" 293.101626512087 191.849765624454 177.756971296092 165.113146414913
"trial33" 298.048224983755 194.654103782226 175.074436778597 1.35940724034836
"trial34" 285.473034473408 192.513076686497 177.253784150186 176.090802160023
"trial35" 296.013076531846 193.069248380377 177.012675303786 2.81718764513569
"trial36" 284.723406290414 188.013809123595 173.536842455008 1.62514322444284
"trial37" 290.848051468556 189.584116226336 172.990652140348 1.09607946491951
"trial38" 296.634047535942 191.458326912315 176.71745569597 175.339206969606
"trial39" 288.413076603438 189.69067800446 175.019219138248 170.946278093543
"trial40" 286.409908890412 187.820154072081 178.768908256598 1.29982339625467
"trial41" 291.070356929658 193.959030041073 175.401952664883 182.308994129827
"trial42" 288.374133642823 189.7300042689 177.554481947534 1.09985995992174
"trial43" 285.361104857605 192.453957429041 176.930989356724 179.430929629397
"trial44" 293.289116975799 187.381710848917 174.976410841994 170.543015675138
"trial45" 287.817211656861 188.389921672 176.967715955138 174.936087035052
"trial46" 286.380649453609 193.244793264085 177.422825878537 1.11749164568401
"trial47" 295.775781979041 191.955086623919 178.141246750915 1.04781998430321
"trial48" 297.067012773525 192.344362115381 175.546700216453 170.548854596008
"trial49" 294.15455153462 190.281865111837 177.525387683246 161.706581244856
"trial50" 301.194127740448 192.896053807891 176.206227961508 1.27658405748555
