"m=2" "m=3" "m=4" "m=5"
"trial1" -4.89438469679478 -4.5938933794525 -4.49748822885859 1.21424970798074
"trial2" -4.91463443909767 -4.61647457509773 1.26920876631254 0.36074876908219
"trial3" -4.91857970428041 -4.61938126920867 0.624392936113824 0.0664782151086214
"trial4" -4.90924078470478 -4.59126204096013 -4.46269692355671 0.409326230944592
"trial5" -4.86406590361929 0.586713600926384 -4.51985701124216 0.786035060867534
"trial6" -4.8961595830849 -4.60749233018156 -4.48972494813213 -0.201318275909011
"trial7" -4.88005557688188 -4.60016711709087 -4.47702753257271 0.718580454036255
"trial8" -4.90308226238581 0.569983311509847 -4.48168474325622 1.01530654854941
"trial9" -4.92173651124556 -4.62106230205811 0.787533908956496 -4.32135925638237
"trial10" -4.90532497940596 -4.60096505068074 -4.50107720763691 0.681920448730025
"trial11" -4.89290762487112 -4.59681454791122 -4.46199700613671 1.03636189753713
"trial12" -4.9128823565099 -4.59401470388771 -4.50890655694099 -4.46377092762134
"trial13" -4.87089056088037 -4.60672031421199 0.878351652500873 1.45494596112351
"trial14" -4.87471071767351 -4.58997867695133 -4.4737229293984 -0.222167055409419
"trial15" -4.90776010070405 -4.64112758267905 0.739528523690396 -4.3560682274721
"trial16" -4.9195583737455 -4.62394000478303 -4.47391087939586 0.568647930771629
"trial17" -4.88837450506471 -4.61536510524876 -4.46994022872493 0.795681256820969
"trial18" -4.88281785046683 -4.60203339890402 0.782203641280318 0.903077349098521
"trial19" 0.682867462480387 -4.62151401158823 -4.48000811118414 1.19075976574314
"trial20" -4.87618875455647 -4.6147691783387 -4.50661401213721 -4.47240564316419
"trial21" -4.88601733746186 -4.60065532306796 -4.46195711709584 1.17295443897801
"trial22" -4.87820832474166 -4.60359367515597 -4.48051364520885 0.754950708029191
"trial23" -4.89825594750056 -4.59117941029652 -4.47866755152893 1.17812220972673
"trial24" -4.89559520006931 -4.6333269560239 1.08983122419087 -0.0289346408379589
"trial25" -4.90234016468075 -4.59438218436099 -4.4938065915724 -4.37276739618686
"trial26" -4.9115699614442 -4.60807201948463 0.650601414960084 1.43414644786653
"trial27" -4.90667273039564 -4.60725707357787 1.04132499931367 0.0109618115368092
"trial28" -4.89933041213393 -4.61991291225411 -4.47644117170997 -0.0400731954965352
"trial29" -4.89393585579524 -4.60564276154795 -4.48035365043286 0.698842422418563
"trial30" -4.89336247257078 -4.59518541875016 0.808724029785 -4.4639078116966
"trial31" -4.9203332516792 -4.63886452104529 -4.48334153434375 -4.39224716681508
"trial32" -4.93461228388678 -4.63223727927061 -4.45505510827307 0.308051587273813
"trial33" -4.86974934533535 -4.61618903332969 1.67352672564899 1.20872691492938
"trial34" -4.8928797672942 0.727772881576835 1.48696424743701 0.676646632111021
"trial35" -4.87184601199398 -4.64294522848931 -4.49544263197317 0.549260998672271
"trial36" -4.8914439673731 -4.6106313546778 -4.50492387640303 1.6780106476827
"trial37" -4.8937890182885 -4.6120384487634 -4.48084103673918 -4.50025297167335
"trial38" -4.90735906249434 -4.61198650523419 -4.47809780483799 0.796391753232509
"trial39" -4.87818082047957 -4.63055813906892 1.9426297600446 -4.48448765817237
"trial40" -4.91311272617034 0.96053499688693 0.753040265139865 0.885289423766499
"trial41" -4.90442220062615 -4.61690890121763 -4.47582538184805 -4.3946240122739
"trial42" -4.87847899678493 -4.61686789869802 -4.5312748240671 1.29185431909388
"trial43" -4.90429071544269 -4.62932342641712 0.764058768898688 0.512067260252209
"trial44" -4.9065295642747 -4.61098511300533 0.784325733043842 -0.0418104407980539
"trial45" -4.86848435844564 -4.60567945989372 1.01348149677481 -0.568505497208022
"trial46" -4.89715483097561 -4.62758582679517 -4.4741508548238 -4.44040422897818
"trial47" -4.88898874917214 -4.64317580363406 0.75966218067487 0.0192830879058671
"trial48" -4.88991407764301 -4.60181283091118 -4.48823518523294 0.0426785525922219
"trial49" -4.91404377351849 -4.61351624218652 -4.49539304565806 0.614378101377645
"trial50" -4.88036933683439 -4.60603529029846 0.716057119520555 0.626109615942509
