"m=2" "m=3" "m=4" "m=5"
"trial1" 132.921316365441 126.569073728351 123.842091255332 123.669654534872
"trial2" 132.834770602986 127.420788966564 124.098689007423 1.60062046053139
"trial3" 133.493563798353 126.63208188658 125.518331115607 -0.261488919452139
"trial4" 133.359330355593 127.534891892857 123.879298156613 -0.411494995677593
"trial5" 132.981018697495 1.34433434763055 4.13742561077478 -0.270732361291753
"trial6" 133.173548756871 127.063265572879 -0.326024954387889 -2.43544274611229
"trial7" 132.905212957246 127.160256280788 0.48057952112487 0.350640842252607
"trial8" 133.309688189755 127.543665703283 0.623007728100799 -1.33070598462035
"trial9" 133.051707032273 -2.43860834710345 1.98122501516977 0.98313602277886
"trial10" 133.043677866946 1.21119466416453 124.265786490058 123.74800793335
"trial11" 133.36080866078 127.262389166371 124.747053404194 0.371658797960779
"trial12" 132.638977442493 126.632029976116 4.77344387852617 1.57347559499195
"trial13" 132.261625216641 126.589327866771 124.297882131281 -0.162082142018738
"trial14" 133.282815806278 1.94698261655909 124.742525949497 -1.09193587597386
"trial15" 133.118666465437 1.28533917610093 124.522797712359 0.0160425623736072
"trial16" 132.670042429735 126.986262039231 124.772102952758 -0.118817982015666
"trial17" 132.615965009698 127.88295501392 124.835080541765 0.720205164550384
"trial18" 133.197034322326 126.905566390555 123.979280668779 125.950854419505
"trial19" 133.290551246122 -0.702607380460339 -1.0964246100961 123.838158399963
"trial20" 133.146027191089 -1.68102480533567 124.417771015821 0.0816704482318399
"trial21" 132.443863705289 0.483878067308297 125.157621676808 -0.148158308078063
"trial22" 133.432853944508 126.796554000302 0.408283827232389 0.115316281233183
"trial23" 133.131402528787 127.992384638879 0.242170578989029 1.96212588969605
"trial24" 133.259610835459 3.82453432413763 -0.196300532781552 1.75123597207616
"trial25" 133.152340096962 1.17410151162772 124.146066394401 0.444870164813269
"trial26" 132.603688905158 126.841409223152 123.937169675199 0.273003069690563
"trial27" 132.759068673852 127.424681716696 124.872289713585 0.204229187335079
"trial28" 132.045276581544 127.242446970262 125.241915664291 -0.306833140504865
"trial29" 132.794406633277 126.680438566131 -0.497200630603498 0.0401204727159911
"trial30" 132.658065844736 127.10576359998 -0.931299708455615 0.373824339401347
"trial31" 133.206418454855 126.37492804646 124.632632953722 -0.336945229393045
"trial32" 133.161347931799 0.678462710998399 0.0315598596055695 124.928866684064
"trial33" 133.201403505288 1.018483004851 124.663693523837 -1.78595653753731
"trial34" 132.737991252051 126.97010959338 1.53371716688178 0.0950836199207655
"trial35" -1.28618490307566 127.787868240347 124.551393018173 -0.0292374771191507
"trial36" 133.15465103311 127.186116570736 -0.351435502464379 6.83417693260145
"trial37" 133.476063522601 0.39257132248145 0.579594341378028 -1.51207726787561
"trial38" 133.2496597316 126.678315480733 -7.7375359166175 0.458990348867358
"trial39" 132.426347907344 2.98072309118226 124.995942369041 -0.0764736355908924
"trial40" 133.418198382427 0.929903118895714 -1.98649956391837 0.380495739936181
"trial41" 134.112859403399 127.877613187898 123.622290152754 -0.355488957982702
"trial42" 133.253678926066 127.423964661928 124.346762084136 125.877679092875
"trial43" 133.013273864319 1.99876688216273 0.58082283239469 0.398247838642878
"trial44" 133.007293422475 125.828906832205 2.54254398090687 -0.672177866791957
"trial45" 132.482374110746 127.228249554692 125.086708486747 11.1013840368544
"trial46" 133.114132416825 -0.15120183186989 124.553935082095 -1.0409068047884
"trial47" 2.11445192665198 128.363778380048 -0.1125577097531 0.156096563847629
"trial48" 133.265272860955 -0.987797621043148 124.484426406713 -0.254388704299165
"trial49" 133.333358685201 127.985560092504 124.925062543567 122.624795389208
"trial50" 133.256027389829 -0.0466782748332426 -0.170424391789467 0.299972346334223
