"m=2" "m=3" "m=4" "m=5"
"trial1" 121.646746482739 116.898552761858 114.890049791929 113.388910766077
"trial2" 122.003458356348 117.153117351509 114.186354179875 0.892247626366795
"trial3" 122.377546237644 116.064738143046 115.822377232988 -0.217673758981436
"trial4" 122.030228894407 117.035286836974 114.66598276534 0.202822939265266
"trial5" 121.821047884862 0.681997650676537 -0.644094099071671 -0.0488760115320217
"trial6" 121.611031929131 117.081493010536 -0.45255302066999 -1.64646715108781
"trial7" 121.843089593302 116.776597560014 -1.04386885261485 -0.213046380171472
"trial8" 122.00390520259 117.151910536309 -0.0135389361551815 -1.40583508843847
"trial9" 122.222931015849 0.32245636389119 0.728816071032922 1.08722237158593
"trial10" 122.213737008677 -0.400424260702515 114.544246546263 114.027671511351
"trial11" 122.211988627126 117.036710487775 115.077582992464 -0.143528760852424
"trial12" 121.578330585856 116.174384031725 2.73131475782826 0.857303046281027
"trial13" 120.984769589908 116.542736925098 114.791734750869 0.262906446504909
"trial14" 121.783162741734 4.12380511338553 115.006212466828 -0.921164857686776
"trial15" 122.037609602205 2.87040163633029 114.852336043203 -0.363391761216862
"trial16" 121.768227143726 117.159385130031 114.692678262771 -0.000288731190671701
"trial17" 121.816432594842 117.404828333905 115.085446233397 0.335661757440952
"trial18" 121.98523225112 116.754084138019 113.927771736118 114.965109977076
"trial19" 122.340767505548 -1.66182224171084 0.446399647854568 113.849815752538
"trial20" 121.764996867387 -0.716759662268966 114.577883615422 0.11375469057674
"trial21" 121.522854146255 2.65288296781467 115.630110893263 -0.0566996659560112
"trial22" 122.226501811708 116.292181258271 0.30308153177866 0.725453632136231
"trial23" 121.671785003506 117.820081750186 -0.748392672165827 1.58810642694427
"trial24" 122.021559157342 1.49602383706297 -1.89794604511433 3.7191272707462
"trial25" 121.805896707778 -0.635692266900588 114.473618148576 0.0389613687288863
"trial26" 121.170302221187 116.805230917636 114.218536790503 0.0419124685112484
"trial27" 121.611676531563 116.967615884813 114.686426335656 0.330938592559009
"trial28" 120.861761737376 116.939979409919 115.099809396856 -0.136161765738951
"trial29" 121.632538549732 116.370494353819 -0.955668681206433 0.188361177574762
"trial30" 121.75918412082 116.604546803894 0.110934136489069 -0.445662187579984
"trial31" 121.808921929521 116.662269682651 114.767775040328 -0.290849875547064
"trial32" 122.172756504016 1.1919135325223 -0.104999601540829 115.808477205169
"trial33" 121.509164028222 3.82526161345946 114.658939396187 -0.786899829946681
"trial34" 121.694040188628 116.623258527269 0.639969407262514 0.0861771713554146
"trial35" -0.214899357750779 117.693911156583 114.697223444742 0.148448815980625
"trial36" 121.897153311076 116.68439758395 -0.0924344062374846 4.22258435975383
"trial37" 122.340930191866 -0.31607586014211 -0.558425857299149 -0.560216647751751
"trial38" 121.827790309037 116.275299466924 5.86023732347268 0.428557630311181
"trial39" 121.336006834993 1.55118640525681 114.98690236277 0.316717026744906
"trial40" 122.261054758962 3.70306137197275 -1.22787731222494 0.0644393454146607
"trial41" 122.638901081778 117.461704318345 113.950555523637 -1.50692657710401
"trial42" 122.366856473698 117.235441536775 114.918662911062 115.440594447985
"trial43" 122.088854049822 0.790974417546744 0.0976748189219466 -0.0388571005273948
"trial44" 121.553311061118 115.402393902203 12.5821944855864 0.199345262440307
"trial45" 121.836626695838 116.473573713175 115.265542145842 0.605658973260284
"trial46" 121.71786008536 0.465845778030835 114.888244007819 -2.0965248030961
"trial47" 5.57588429042152 117.489023988303 0.715187222915358 -1.74171792739363
"trial48" 122.049410098109 -1.27228242990689 114.614337442527 0.206635721273216
"trial49" 122.416539222785 117.935104505059 115.082401943464 112.962801053173
"trial50" 122.119189906498 0.541299221368754 0.112186011509686 0.95150467256797
