"Inaccuracy" "Seconds"
"seed=1" 15.9294797816811 0.337
"seed=2" 15.3796758791666 0.359
"seed=3" 15.2991723039572 0.342
"seed=4" 15.1319549676173 0.342
"seed=5" 14.8095485125833 0.33
"seed=6" 15.3429792513156 0.364
"seed=7" 14.6576268073426 0.359
"seed=8" 15.756716685052 0.379
"seed=9" 15.0453773663444 0.373
"seed=10" 14.907269793174 0.35
"seed=11" 15.0728205958744 0.345
"seed=12" 15.3541549965457 0.364
"seed=13" 14.9347808260221 0.321
"seed=14" 14.8535615578243 0.341
"seed=15" 15.3324556137226 0.346
"seed=16" 15.4532678045037 0.406
"seed=17" 15.0731586487477 0.33
"seed=18" 15.4273129293993 0.357
"seed=19" 15.7249305700324 0.348
"seed=20" 14.9644231148084 0.363
"seed=21" 14.6942015654323 0.355
"seed=22" 14.8293861487102 0.329
"seed=23" 15.4923013821106 0.352
"seed=24" 14.9951002782315 0.343
"seed=25" 14.9199000304488 0.344
"seed=26" 15.0454802188912 0.322
"seed=27" 14.7230345761379 0.337
"seed=28" 15.5093780968839 0.34
"seed=29" 14.8896065915415 0.319
"seed=30" 16.0418813730886 0.351
"seed=31" 15.7076827005502 0.358
"seed=32" 15.6233519417629 0.325
"seed=33" 14.9062973332673 0.357
"seed=34" 15.2258887605761 0.344
"seed=35" 15.7027529799016 0.349
"seed=36" 15.046844793264 0.34
"seed=37" 15.0699973616028 0.37
"seed=38" 15.2116974874618 0.332
"seed=39" 15.2560092768149 0.334
"seed=40" 15.2635032809395 0.359
"seed=41" 15.0651090971077 0.359
"seed=42" 14.9056189036301 0.355
"seed=43" 14.9572884232514 0.371
"seed=44" 15.3594797021738 0.32
"seed=45" 15.414336232595 0.35
"seed=46" 15.4847094865687 0.349
"seed=47" 15.0658103385283 0.338
"seed=48" 14.7011077017297 0.332
"seed=49" 14.707347554737 0.33
"seed=50" 15.3328160391041 0.329
"seed=51" 15.1463788279936 0.329
"seed=52" 15.3275970014585 0.331
"seed=53" 15.4624321578351 0.341
"seed=54" 14.896332698095 0.349
"seed=55" 15.5047963347031 0.326
"seed=56" 15.5952031678069 0.341
"seed=57" 15.1035092790973 0.36
"seed=58" 15.0295199986918 0.355
"seed=59" 15.2966046096831 0.346
"seed=60" 15.5641776020692 0.353
"seed=61" 15.1329335250458 0.35
"seed=62" 15.3766393076917 0.338
"seed=63" 15.0565728911764 0.333
"seed=64" 14.7697416198063 0.335
"seed=65" 14.977619579703 0.335
"seed=66" 15.2655796509082 0.345
"seed=67" 15.0264806798911 0.339
"seed=68" 14.9529359654202 0.354
"seed=69" 14.8623205438519 0.343
"seed=70" 15.2923954979054 0.33
"seed=71" 15.1737766800164 0.357
"seed=72" 14.8984740868929 0.347
"seed=73" 14.7390853892046 0.335
"seed=74" 15.3432039308084 0.334
"seed=75" 15.4059329694846 0.343
"seed=76" 15.5279383568494 0.341
"seed=77" 14.8939400945875 0.361
"seed=78" 15.2633859718659 0.328
"seed=79" 15.1277491198819 0.346
"seed=80" 14.9253435441915 0.348
"seed=81" 15.0219819354962 0.324
"seed=82" 14.83070523635 0.349
"seed=83" 15.5593371775134 0.352
"seed=84" 15.1226088425749 0.355
"seed=85" 15.0901109944629 0.364
"seed=86" 15.4526410434422 0.316
"seed=87" 14.901573555208 0.336
"seed=88" 15.0974645772879 0.346
"seed=89" 14.8113262530438 0.364
"seed=90" 15.2726908188699 0.366
"seed=91" 15.166040254246 0.381
"seed=92" 15.4601489600176 0.383
"seed=93" 14.9114869892538 0.341
"seed=94" 16.0090083240814 0.403
"seed=95" 14.7237997311491 0.393
"seed=96" 15.2946338651275 0.375
"seed=97" 14.8094022907038 0.363
"seed=98" 14.8291523778216 0.369
"seed=99" 15.0773536495592 0.347
"seed=100" 15.1132934495677 0.328
