"Inaccuracy" "Seconds"
"seed=1" 17.0261730061066 0.269
"seed=2" 14.9932431056199 0.26
"seed=3" 16.296144841955 0.271
"seed=4" 15.8906610671742 0.251
"seed=5" 14.6463904258379 0.243
"seed=6" 16.5688471210546 0.253
"seed=7" 15.4242211395771 0.248
"seed=8" 15.322714583165 0.248
"seed=9" 15.0677753538653 0.259
"seed=10" 15.0448476512443 0.252
"seed=11" 15.2738686961749 0.257
"seed=12" 14.8242391832621 0.278
"seed=13" 15.4018061936874 0.266
"seed=14" 14.656399848336 0.271
"seed=15" 14.9572050911556 0.257
"seed=16" 14.807392573997 0.258
"seed=17" 14.9312660418772 0.253
"seed=18" 14.8176191644575 0.261
"seed=19" 15.4380699921823 0.281
"seed=20" 14.5169239254229 0.254
"seed=21" 15.2939809816494 0.265
"seed=22" 14.4887150145537 0.241
"seed=23" 14.5820606506112 0.258
"seed=24" 14.8210716208716 0.267
"seed=25" 15.138673457147 0.259
"seed=26" 15.689225443122 0.259
"seed=27" 14.9677275274962 0.255
"seed=28" 14.859218580918 0.262
"seed=29" 14.8005736550918 0.251
"seed=30" 15.9576462962632 0.251
"seed=31" 15.2937436681032 0.253
"seed=32" 15.191824956291 0.248
"seed=33" 15.8854612004469 0.294
"seed=34" 15.1999721775398 0.239
"seed=35" 14.8099262062289 0.247
"seed=36" 14.6282762960018 0.249
"seed=37" 15.2059271135816 0.243
"seed=38" 14.8261988613338 0.251
"seed=39" 15.0010695058296 0.244
"seed=40" 15.9044279933588 0.244
"seed=41" 14.5333437993684 0.261
"seed=42" 14.8958470778143 0.266
"seed=43" 15.1534526113483 0.263
"seed=44" 14.540092656629 0.255
"seed=45" 15.09925373512 0.268
"seed=46" 15.204762516455 0.253
"seed=47" 14.7943929467384 0.252
"seed=48" 14.5269780023679 0.266
"seed=49" 15.3580539213626 0.258
"seed=50" 15.2615313619352 0.276
"seed=51" 15.463122531303 0.248
"seed=52" 15.5293342893663 0.253
"seed=53" 16.543356957749 0.277
"seed=54" 14.9701893404583 0.266
"seed=55" 14.9220508195131 0.245
"seed=56" 14.606237152094 0.256
"seed=57" 15.6480966433179 0.252
"seed=58" 14.8091161863125 0.248
"seed=59" 15.2530994333987 0.255
"seed=60" 15.9885469851037 0.249
"seed=61" 15.3057301608106 0.248
"seed=62" 14.4832839805935 0.243
"seed=63" 14.7537052647199 0.25
"seed=64" 15.2211032827945 0.254
"seed=65" 15.7113075072883 0.276
"seed=66" 15.7084690282286 0.263
"seed=67" 14.8176304117831 0.245
"seed=68" 15.1428657989995 0.257
"seed=69" 14.612239704478 0.244
"seed=70" 15.1097703656866 0.255
"seed=71" 15.6811731704727 0.256
"seed=72" 15.237309748854 0.253
"seed=73" 14.7949897517065 0.26
"seed=74" 14.9587379954843 0.281
"seed=75" 14.5088696816964 0.26
"seed=76" 15.4347467133206 0.254
"seed=77" 15.9540933156131 0.245
"seed=78" 15.459456232723 0.256
"seed=79" 15.29406017873 0.259
"seed=80" 15.0416962015144 0.26
"seed=81" 14.4689707431892 0.239
"seed=82" 15.3134692181672 0.253
"seed=83" 14.6822231399153 0.262
"seed=84" 14.7200639026172 0.246
"seed=85" 15.2123463435607 0.259
"seed=86" 15.2735328200896 0.287
"seed=87" 15.4549224210211 0.246
"seed=88" 15.0309577764831 0.254
"seed=89" 15.0382576684862 0.263
"seed=90" 14.9201355228969 0.241
"seed=91" 15.2506741851852 0.24
"seed=92" 15.9604483460456 0.246
"seed=93" 15.1659778690149 0.251
"seed=94" 15.5743086287392 0.24
"seed=95" 15.5748502376798 0.241
"seed=96" 15.6162885325827 0.249
"seed=97" 15.6209866598747 0.24
"seed=98" 15.3643028228612 0.269
"seed=99" 15.6225703674515 0.251
"seed=100" 15.2088474189964 0.249
