"Inaccuracy" "Seconds"
"seed=1" 9.58786716662812 0.816
"seed=2" 3.97787074137456 0.78
"seed=3" 10.8381195343988 0.849
"seed=4" 12.751948354532 0.78
"seed=5" 2.95158978352746 0.757
"seed=6" 1.84215679543865 0.702
"seed=7" 1.95336898559116 0.83
"seed=8" 4.41747407173954 0.865
"seed=9" 0.085120208832055 0.837
"seed=10" 27.5126991840903 0.8
"seed=11" 3.14355760142191 0.735
"seed=12" 4.37036610653125 0.791
"seed=13" 0.789587644429823 0.697
"seed=14" 6.70135927276735 0.757
"seed=15" 35.1096832592349 0.796
"seed=16" 0.118146146509378 0.724
"seed=17" 7.50780084718746 0.855
"seed=18" 1.75227364202432 0.714
"seed=19" 0.374086042489438 0.774
"seed=20" 15.4984135148215 0.792
"seed=21" 9.8858007449645 0.813
"seed=22" 16.3655046311639 0.645
"seed=23" 4.87424826574917 0.799
"seed=24" 6.70985497815812 0.782
"seed=25" 2.6620063840167 0.734
"seed=26" 1.2825771731897 0.808
"seed=27" 4.47880740463332 0.79
"seed=28" 6.18827424258226 0.785
"seed=29" 2.59245866317146 0.746
"seed=30" 2.65894124011651 0.897
"seed=31" 0.645297202735262 0.735
"seed=32" 2.91761767315576 0.808
"seed=33" 1.88773292960982 0.694
"seed=34" 4.82542283499242 0.769
"seed=35" 18.0266665805572 0.793
"seed=36" 5.48825448013374 0.773
"seed=37" 1.92987052924489 0.826
"seed=38" 9.14043221279397 0.864
"seed=39" 1.44695882962252 0.811
"seed=40" 3.7956072234714 0.874
"seed=41" 2.25691815658236 0.992
"seed=42" 4.81775297381361 0.938
"seed=43" 4.9929912433075 0.855
"seed=44" 0.741261808373685 0.935
"seed=45" 1.56389391522191 0.793
"seed=46" 0.0727649735956748 0.867
"seed=47" 1.19641309621027 0.887
"seed=48" 0.0256131753080563 0.929
"seed=49" 6.84574944870696 0.834
"seed=50" 6.86523940959584 0.871
"seed=51" 4.76193094658003 1.09
"seed=52" 1.42371418873097 0.913
"seed=53" 5.67811061819386 0.901
"seed=54" 6.29348190407 0.961
"seed=55" 0.635629881589634 0.849
"seed=56" 0.373259856091474 0.857
"seed=57" 6.38606275070585 0.971
"seed=58" 3.53073606646833 0.788
"seed=59" 2.02227769188512 0.928
"seed=60" 13.2099255444944 0.87
"seed=61" 2.73541793916917 0.97
"seed=62" 0.756194916114456 0.854
"seed=63" 0.830839947135973 0.96
"seed=64" 4.33698797154172 0.823
"seed=65" 7.18282433326369 0.832
"seed=66" 5.25134611112188 0.821
"seed=67" 13.6580585887127 0.877
"seed=68" 12.6971069004995 0.93
"seed=69" 1.9284460935525 0.949
"seed=70" 17.0844683516067 0.884
"seed=71" 4.2036781148762 0.898
"seed=72" 2.43400483118212 0.893
"seed=73" 20.820412131324 1.033
"seed=74" 0.700171703168743 0.907
"seed=75" 0.607819252118404 0.763
"seed=76" 3.32884743922616 0.8
"seed=77" 3.38244777331852 0.957
"seed=78" 5.90708540533541 0.92
"seed=79" 1.76971636629697 0.859
"seed=80" 2.29496630202728 0.862
"seed=81" 0.190318384288686 0.906
"seed=82" 1.66389933941475 0.886
"seed=83" 1.41779611530671 0.936
"seed=84" 0.301687816920871 0.685
"seed=85" 19.9809103416716 0.992
"seed=86" 0.216763907216471 0.838
"seed=87" 0.3915473027063 1.007
"seed=88" 7.68302962010621 0.951
"seed=89" 0.930521319901768 0.919
"seed=90" 8.44579263223951 0.965
"seed=91" 1.86169928401595 0.958
"seed=92" 3.63090935418143 0.905
"seed=93" 2.97742246445228 0.888
"seed=94" 1.75188466852875 0.915
"seed=95" 1.39957913994894 0.903
"seed=96" 2.37239839688294 0.821
"seed=97" 1.301754399455 0.922
"seed=98" 0.979496772675175 0.898
"seed=99" 2.88464728769689 0.901
"seed=100" 1.16442378943605 0.856
